PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
06-07502,4,1,N,0,1,2,4,1,2,33236.55849494,N,N,2,N,N,501,N,N,N,2,2,59,55
28-01100,26,1,6,0,2,0,2,1,2,3260.5304679708,8191,15,5,42876.472519999996,7,267,N,2,2,2,2,429,232
29-01901,12,1,6,0,9,0,N,1,1,5754.471989747999,N,14,5,40634.982487999994,6,381,N,2,2,2,2,109,81
28-01100,60,2,4,0,2,0,N,1,2,3314.5346096303997,380,N,10,31664.907479999994,2,54,N,2,1,2,2,49,69
32-00405,20,1,6,1,8,0,N,3,0,7938.014617387998,8680,N,5,-1222.2568959999999,1,N,N,2,2,2,2,1,0
51-51255,47,1,1,0,2,0,2,1,1,11311.380309303997,8270,3,9,63310.94656,8,501,N,2,2,2,2,132,82
30-00600,19,2,6,0,3,0,2,1,2,16.3,N,N,5,17203.92324,0,127,N,2,2,2,2,65,27
32-00405,17,1,6,1,8,4,N,1,2,7829.390016028,N,N,4,3562.607064,0,0,N,2,2,2,2,319,231
30-00600,62,1,4,0,1,0,N,1,1,11157.140139967998,N,N,6,10519.379504,0,398,N,2,2,2,2,38,27
01-01301,15,2,6,0,1,3,4,2,1,2679.9370471479997,9160,N,5,9167.379568,0,162,N,2,2,2,2,53,59
30-00600,44,1,1,0,1,0,3,1,1,802.5927114195998,7270,16,10,92570.52223999999,9,501,N,2,2,2,2,1,33
06-08507,26,2,1,0,1,2,3,1,1,2634.4435589759996,7270,6,9,427565.60176,8,501,N,2,2,2,2,40,61
13-04600,6,1,5,0,1,0,N,1,1,3989.6821152519997,7280,10,9,120753.656,9,501,N,2,2,2,2,54,49
24-01004,9,1,N,0,1,2,4,1,1,4159.769405812,3960,N,3,N,N,501,N,2,2,2,2,91,56
38-00100,3,1,N,0,1,2,4,1,1,16.63009276055492,N,N,1,N,N,374,N,N,N,2,2,1,24
06-08507,48,1,1,0,6,0,8,1,1,3299.5702680799996,N,14,11,136651.18092,9,501,N,2,2,2,2,63,34
