,INDP,count_target,count_deidentified
40,1070,2,0.0
47,1080,4,0.0
41,1170,6,0.0
36,1180,8,0.0
20,1190,6,0.0
26,1270,5,0.0
28,1280,13,0.0
46,1290,1,0.0
29,1370,5,0.0
52,1480,1,0.0
37,1590,1,0.0
51,1670,1,0.0
23,1691,5,0.0
43,1790,1,0.0
25,1890,1,0.0
22,1990,12,1.0
45,2170,1,0.0
42,2180,1,0.0
4,2190,9,0.0
18,2280,2,0.0
14,2290,5,0.0
39,2370,7,0.0
34,2380,6,0.0
33,2490,2,0.0
50,2590,2,0.0
21,2670,3,0.0
44,2680,1,0.0
30,2870,2,0.0
8,2880,5,0.0
15,2980,4,0.0
35,3070,7,0.0
49,3080,1,0.0
13,3095,2,1.0
32,3170,1,0.0
31,3180,1,0.0
19,3291,10,0.0
2,3365,36,0.0
7,3370,11,0.0
10,3380,14,0.0
0,3390,79,2.0
48,3470,1,0.0
16,3490,11,0.0
12,3570,10,1.0
6,3580,17,1.0
1,3590,6,0.0
17,3680,1,0.0
3,3690,2,0.0
38,3875,4,0.0
27,3895,3,0.0
5,3960,18,0.0
11,3970,4,0.0
24,3980,8,0.0
9,3990,7,2.0
