,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,25,0,N,1,4,1,N,384,38-00100,2,1,7,2,3,N,300,20.0
1,52,0,5,1,2,1,0,277,32-00405,2,2,59,0,N,1,35,0.0
2,16,1,N,0,5,2,9,486,38-00100,8,1,7,3,6,N,222,0.0
3,67,0,4,0,2,1,4,498,29-01901,6,1,81,0,N,9,501,20.0
4,30,1,1,0,2,2,3,56,38-00100,8,1,25,3,6,6,222,0.0
5,64,1,6,1,3,2,6,496,24-01004,1,1,31,0,N,5,359,0.0
6,27,1,1,0,2,2,1,60,26-02702,1,2,47,1,3,0,345,0.0
7,51,4,6,0,5,1,1,71,38-00100,9,1,15,1,2,0,166,0.0
8,64,0,1,2,2,1,0,50,06-08507,8,1,51,2,4,9,501,20.0
9,26,2,6,0,3,2,2,145,17-03529,2,2,19,0,2,2,84,40.0
10,29,0,6,2,2,1,7,288,36-03710,1,2,59,0,N,0,0,0.0
11,26,1,6,N,N,0,6,89,30-00600,1,1,18,N,N,1,N,40.0
12,34,1,2,0,N,1,4,51,24-01004,1,2,55,0,N,7,501,40.0
13,26,4,6,2,3,2,6,54,13-04600,2,2,29,4,5,5,116,0.0
14,35,1,4,0,3,2,6,395,30-00600,1,2,40,2,3,5,136,20.0
15,50,0,2,1,2,1,7,71,36-04010,1,1,48,0,N,7,443,20.0
16,47,4,1,0,3,2,7,58,51-01301,8,2,42,2,4,2,38,0.0
17,22,3,6,0,9,2,3,497,30-00600,1,1,15,4,12,0,362,0.0
18,32,2,N,0,3,2,9,382,51-01301,1,2,9,2,4,N,282,0.0
19,65,2,1,0,12,2,3,404,29-01901,1,2,34,0,2,9,501,20.0
20,30,0,4,1,5,1,4,19,36-04010,9,2,65,0,2,6,452,0.0
21,26,0,1,2,4,2,9,485,19-01700,6,2,22,1,3,0,122,0.0
22,29,1,1,1,2,1,3,5,51-01301,8,2,45,2,4,8,501,0.0
23,19,0,6,1,4,1,7,494,08-00803,9,1,15,3,4,1,28,20.0
24,24,0,5,3,5,2,9,494,06-08507,1,2,39,1,2,2,40,0.0
25,73,0,3,0,N,1,3,391,36-03710,1,2,67,0,2,6,286,20.0
26,65,4,6,1,N,2,4,61,13-04600,1,2,25,0,N,5,213,20.0
27,21,4,6,2,5,1,1,0,19-01700,8,2,15,2,4,1,300,40.0
28,24,0,N,1,5,1,N,173,06-08507,2,1,14,1,3,N,501,40.0
29,4,0,N,2,4,2,9,498,19-01700,6,1,1,1,3,N,122,0.0
30,26,0,3,N,N,0,0,92,36-04010,1,1,72,N,N,2,87,40.0
31,21,4,6,1,3,1,0,51,13-04600,1,1,33,0,N,2,45,0.0
32,56,0,1,0,2,1,4,51,40-00200,2,1,57,0,2,0,86,40.0
33,67,0,1,0,2,1,5,286,26-02702,3,2,52,0,2,9,501,40.0
34,30,0,6,2,2,2,9,0,19-01700,6,1,32,0,N,7,349,0.0
35,23,1,6,2,3,1,6,395,17-03529,1,2,22,3,5,2,76,0.0
36,23,0,N,1,6,1,9,136,13-04600,6,2,9,2,9,N,199,0.0
37,79,0,6,N,N,0,3,74,24-01004,2,2,59,N,N,3,N,60.0
38,67,0,1,0,3,2,7,51,29-01901,9,2,35,1,3,1,501,20.0
39,64,1,1,0,2,2,9,268,24-01004,1,2,44,2,4,7,466,0.0
40,22,0,6,5,5,1,4,197,24-01004,3,1,30,0,3,1,501,0.0
41,66,0,2,0,N,1,0,53,24-01004,8,2,59,0,2,6,377,20.0
42,30,0,4,0,N,2,3,1,38-00100,6,2,47,0,N,3,162,60.0
43,25,0,2,N,9,0,9,9,51-01301,1,1,84,N,N,3,N,20.0
44,25,3,6,0,N,2,6,501,51-51255,1,1,28,0,N,6,404,60.0
45,27,2,1,1,2,1,0,285,38-00100,8,1,39,0,7,0,308,20.0
46,69,3,6,1,3,1,7,402,32-00405,1,2,46,0,N,5,219,0.0
47,33,0,5,0,N,2,3,55,26-02702,1,2,68,0,2,2,51,20.0
48,24,1,N,2,2,1,9,6,30-00600,1,2,11,2,4,N,501,20.0
49,28,0,6,0,9,1,0,58,26-02702,6,2,23,0,2,8,501,20.0
50,65,0,6,0,N,1,3,407,30-00600,7,2,50,0,N,3,137,60.0
51,69,0,4,0,N,1,1,501,24-01004,2,2,55,0,2,5,362,20.0
52,21,0,N,3,3,0,N,83,36-04010,1,1,13,N,N,N,N,20.0
53,75,4,4,0,2,2,7,367,51-51255,1,1,49,2,3,6,234,0.0
54,31,0,6,5,4,2,0,386,17-03529,8,1,25,0,N,7,482,0.0
55,23,4,N,1,5,1,0,497,51-01301,9,1,2,2,4,N,501,0.0
56,27,0,2,0,2,2,0,53,24-01004,6,1,33,0,N,9,501,20.0
57,46,0,6,0,4,1,0,59,38-00100,9,1,31,2,7,5,384,0.0
58,33,0,3,0,3,2,1,291,28-01100,1,2,94,0,N,5,179,20.0
59,44,4,1,2,2,1,9,55,51-01301,9,1,47,2,4,8,501,20.0
60,21,0,2,1,3,0,0,56,17-03529,2,2,76,N,N,5,N,0.0
61,26,0,4,0,9,0,0,70,19-01700,1,1,27,N,N,0,N,20.0
62,49,0,4,0,2,1,9,496,24-01004,2,1,54,0,4,3,501,20.0
63,68,0,3,N,2,0,7,59,13-04600,1,2,66,N,N,2,74,20.0
64,24,3,6,0,9,2,9,500,17-03529,1,1,30,0,N,1,15,20.0
65,26,1,1,2,2,1,0,70,36-03710,3,2,30,2,4,0,232,40.0
66,3,1,N,3,3,2,N,67,24-01004,1,2,12,2,4,N,466,20.0
67,73,0,4,0,2,1,4,29,36-03710,1,2,45,0,2,9,501,40.0
68,30,4,6,0,9,0,1,6,24-01004,1,1,18,N,N,1,N,20.0
69,65,0,4,0,12,1,3,402,13-04600,9,2,37,0,N,9,501,20.0
70,29,0,1,2,5,1,0,499,40-00200,2,2,48,0,2,5,86,0.0
71,26,2,6,1,3,0,0,60,38-00100,1,1,21,N,N,3,N,0.0
72,69,1,1,0,2,1,6,67,38-00100,9,1,32,3,5,6,331,20.0
73,30,0,1,2,4,2,0,496,40-00200,2,2,26,0,2,1,305,0.0
74,23,4,1,1,5,2,7,65,51-01301,8,1,57,2,4,0,38,0.0
75,27,0,N,3,5,1,0,10,38-00100,2,2,5,2,3,N,300,0.0
76,65,0,4,0,N,1,6,408,51-01301,6,1,44,1,2,6,316,20.0
77,28,1,6,0,2,2,6,482,51-51255,1,2,38,0,N,9,501,20.0
78,22,0,6,0,2,2,0,82,28-01100,9,2,22,0,N,1,22,40.0
79,18,0,3,N,N,0,7,7,29-01901,1,1,73,N,N,3,N,40.0
80,23,0,5,3,2,1,0,279,29-01901,1,1,63,0,N,8,443,0.0
81,70,0,4,0,2,2,4,388,08-00803,9,1,74,0,N,3,148,20.0
82,25,0,6,1,6,1,0,425,36-04010,6,2,15,0,7,0,501,20.0
83,27,4,2,0,9,2,7,499,32-00405,1,2,24,0,5,0,99,20.0
84,31,3,4,0,3,2,6,5,51-01301,1,2,67,0,N,7,501,20.0
85,33,0,1,9,4,1,9,495,24-01004,7,2,62,0,3,0,501,0.0
86,55,1,1,3,12,2,0,63,26-02702,1,1,47,1,3,8,345,0.0
87,21,0,6,1,12,2,0,7,36-04010,9,2,24,1,3,5,489,20.0
88,25,1,6,N,9,0,3,195,29-01901,1,1,15,N,N,0,N,20.0
89,34,4,4,0,12,2,6,495,24-01004,1,2,50,0,N,6,416,40.0
90,35,2,6,0,N,2,6,482,26-02702,1,2,26,0,N,5,237,40.0
91,32,0,3,3,5,1,9,495,36-04010,1,1,91,0,N,6,353,0.0
92,68,0,N,0,9,1,9,491,24-01004,8,1,10,2,4,N,501,0.0
93,53,0,1,0,9,2,9,150,32-00405,8,2,30,1,3,0,422,0.0
94,31,4,4,0,2,2,4,19,30-00600,1,2,52,2,3,8,360,0.0
95,76,4,6,0,N,2,1,186,17-03529,2,2,31,0,N,1,7,60.0
96,22,0,6,1,5,1,0,195,24-01004,8,2,65,0,N,7,501,0.0
97,81,0,2,0,2,1,3,279,51-01301,2,2,53,0,N,6,435,20.0
98,27,1,6,0,2,1,4,255,26-02702,1,1,57,0,2,1,259,40.0
