,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,0.0,0.0055310977728419974,-0.008521009827385689,0.057633640177722996,0.0467556196990593,0.15974995505984885,-0.08756802042404266,-0.13077618750099557,0.09634457750556766,0.03209514024738647,0.021997382004549804
AGEP,0.0055310977728419974,0.0,-0.060915499073595204,0.0005845606209378719,0.10195659253120547,0.03205953089393476,0.03392448995890579,0.04519995552287359,0.07410942186902487,-0.023260029571702756,0.16055397106487426
SEX,-0.008521009827385689,-0.060915499073595204,3.774758283725532e-15,0.01853214078857543,0.004730367238612983,0.013496512262159414,0.0004635104139037588,0.03716356138425791,-0.007174807442857523,-0.00872536467472057,-0.023492933941368564
MSP,0.057633640177722996,0.0005845606209378719,0.01853214078857543,-7.771561172376096e-16,-0.01715501163584808,0.0509268615595225,0.1645540019299629,0.2887521603576001,0.0942377340674508,0.06226481326355113,0.015318028429772415
HISP,0.0467556196990593,0.10195659253120547,0.004730367238612983,-0.01715501163584808,1.5543122344752192e-15,-0.0951607052887719,0.0002619330245331498,-0.03263511671501693,-0.06933381418128563,0.05629056064082852,0.03767689130953393
RAC1P,0.15974995505984885,0.03205953089393476,0.013496512262159414,0.0509268615595225,-0.0951607052887719,6.772360450213455e-15,-0.015149055849455029,0.00926063950042829,-0.04440071582423197,0.022966818603212494,-0.05591984866485932
NOC,-0.08756802042404266,0.03392448995890579,0.0004635104139037588,0.1645540019299629,0.0002619330245331498,-0.015149055849455029,0.0,-0.0399459382194014,-0.26240619329776205,-0.04898037931685162,-0.07433267958962005
NPF,-0.13077618750099557,0.04519995552287359,0.03716356138425791,0.2887521603576001,-0.03263511671501693,0.00926063950042829,-0.0399459382194014,1.7763568394002505e-15,-0.1648253620896876,-0.005828491811569886,-0.08918608718795015
OWN_RENT,0.09634457750556766,0.07410942186902487,-0.007174807442857523,0.0942377340674508,-0.06933381418128563,-0.04440071582423197,-0.26240619329776205,-0.1648253620896876,2.1094237467877974e-15,-0.06429653107150912,-0.000877516779620259
PINCP_DECILE,0.03209514024738647,-0.023260029571702756,-0.00872536467472057,0.06226481326355113,0.05629056064082852,0.022966818603212494,-0.04898037931685162,-0.005828491811569886,-0.06429653107150912,-1.9984014443252818e-15,0.03882603130403898
DEYE,0.021997382004549804,0.16055397106487426,-0.023492933941368564,0.015318028429772415,0.03767689130953393,-0.05591984866485932,-0.07433267958962005,-0.08918608718795015,-0.000877516779620259,0.03882603130403898,-2.220446049250313e-15
