,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,-6.217248937900877e-15,-0.021971053110141803,0.01521181922891743,0.08787684002192882,0.0698309605738299,0.16857470129412527,-0.11557312350078328,-0.1526327729245955,0.10453835589142604,0.09243942032444141,0.034373415188668544,0.07560625824590732,0.002899108081796889,-0.047689055185549126,0.027666386707325356,0.019224542861309108,0.007859857304858933,0.006776824721905815
AGEP,-0.021971053110141803,-1.887379141862766e-15,-0.05364995125027568,-0.009927645073975535,0.09612569875126986,0.12349409765080072,0.3953653702535109,0.2649875839942838,0.12675173549703408,0.002572138558736326,-0.12169494308346214,-0.47655550013751297,-0.5143918544062958,-0.08393839788622595,-0.2430000896031802,-0.1655977826367009,0.19280600725178432,0.22322449768091585
SEX,0.01521181922891743,-0.05364995125027568,3.774758283725532e-15,-0.02509973452070108,0.004074108091463684,0.028337115785834532,-0.007712210813850056,0.0502936932229921,-0.010528866620389807,0.027694851526688952,-0.00790389266464643,-0.011821258116237852,0.1312012413796048,0.04816736737166793,-0.019324934441891532,-0.04123530100061741,-0.007286439959581758,-0.0026031811479103714
MSP,0.08787684002192882,-0.009927645073975535,-0.02509973452070108,-1.887379141862766e-15,-0.02739798764732488,0.06634176663963538,0.4671545322256466,0.5312447865715584,-0.37714571056350155,0.13777590493440914,-0.2560381281438135,-0.19971205831786934,-0.051794140332932115,0.03463713455877669,-0.2292139786737405,-0.23150841060928012,0.011979524827333374,0.006277785834584233
HISP,0.0698309605738299,0.09612569875126986,0.004074108091463684,-0.02739798764732488,1.887379141862766e-15,-0.06284137079959745,-0.011049422238990947,0.02704950624549027,-0.058601923649147694,-0.07323394644918317,0.013454531679110735,0.13445995250648604,0.15053444118332882,0.00011413373129757348,0.02838009905505253,0.016935442233153165,0.07165379124471935,0.020338513976572103
RAC1P,0.16857470129412527,0.12349409765080072,0.028337115785834532,0.06634176663963538,-0.06284137079959745,-9.992007221626409e-16,-0.06616266368233856,0.00332697015179325,-0.01493290805090014,0.0476754233358397,0.060551917759100835,0.013235388787686559,0.10815609774817073,-0.04068716981737522,-0.050315456362858904,-0.038045373923476546,-0.05573681267098918,-0.02454929380162272
NOC,-0.11557312350078328,0.3953653702535109,-0.007712210813850056,0.4671545322256466,-0.011049422238990947,-0.06616266368233856,-1.7763568394002505e-15,-0.6605102750079143,0.46630656825363886,-0.22618758158123636,0.1764497828118695,0.25948441762307034,0.22220223883261128,0.015228696478826052,0.10775981528813715,0.12868701008129374,-0.09631136299253623,-0.11298326156408127
NPF,-0.1526327729245955,0.2649875839942838,0.0502936932229921,0.5312447865715584,0.02704950624549027,0.00332697015179325,-0.6605102750079143,-2.7755575615628914e-15,0.4577163624527163,-0.15321398555492777,0.1442710293266674,0.21544207590699005,0.14850422477437475,0.00029444943738827015,0.09316007748069552,0.09764938072444462,-0.10125726579931223,-0.1570203676314113
HOUSING_TYPE,0.10453835589142604,0.12675173549703408,-0.010528866620389807,-0.37714571056350155,-0.058601923649147694,-0.01493290805090014,0.46630656825363886,0.4577163624527163,1.887379141862766e-15,0.7107385077899785,-0.04348722126165386,0.04476986099185624,0.1957576207353034,0.019930412754547037,-0.02297741528467994,-0.03842689207630597,0.032692910954792806,0.0208529662353623
OWN_RENT,0.09243942032444141,0.002572138558736326,0.027694851526688952,0.13777590493440914,-0.07323394644918317,0.0476754233358397,-0.22618758158123636,-0.15321398555492777,0.7107385077899785,-1.2212453270876722e-15,-0.042091777676552256,-0.013676867144787944,-0.1431001401056112,0.0024328747518768366,-0.022521300491718257,0.011366061975831641,-0.029596074850532846,-0.00886746532438057
INDP_CAT,0.034373415188668544,-0.12169494308346214,-0.00790389266464643,-0.2560381281438135,0.013454531679110735,0.060551917759100835,0.1764497828118695,0.1442710293266674,-0.04348722126165386,-0.042091777676552256,5.551115123125783e-16,-0.47175286319321413,-0.5030916945263981,-0.014637266200318893,-0.24632084931994985,-0.2590270565050261,-0.060077133817317406,-0.1297524782995934
