,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,79,2,N,11,1,4,2,3,2,1,77,2,N,1,3,80.0
1,23,2,N,11,1,2,2,0,2,2,22,2,N,1,0,80.0
2,83,2,N,11,1,4,2,7,2,2,80,2,N,1,7,80.0
3,56,2,N,3,3,2,0,1,2,1,60,2,N,2,0,40.0
4,48,2,N,8,1,4,1,7,6,1,44,2,N,1,6,60.0
5,71,2,N,9,1,3,2,4,2,1,65,2,N,1,4,80.0
6,75,1,N,12,1,5,2,3,2,1,73,1,N,1,3,80.0
7,49,1,N,4,1,2,2,7,5,1,47,1,N,1,7,80.0
8,86,2,N,9,2,2,0,0,6,2,85,2,N,2,0,80.0
9,3,2,N,1,3,N,0,N,2,2,3,2,N,3,N,100.0
10,56,2,N,5,3,5,0,1,2,1,56,2,N,3,1,100.0
11,49,2,N,7,1,1,1,4,5,1,47,2,N,1,4,80.0
12,21,2,N,5,1,6,1,0,5,2,18,2,N,1,0,80.0
13,77,2,N,1,1,6,1,4,5,1,78,2,N,1,5,60.0
14,39,2,N,1,1,4,2,2,8,1,40,2,N,1,3,60.0
15,45,2,N,6,1,4,2,4,3,2,58,2,N,1,4,80.0
16,63,1,N,4,1,3,2,1,9,2,63,1,N,1,1,100.0
17,42,2,N,1,1,4,2,8,6,2,73,2,N,1,2,60.0
18,71,2,N,5,3,2,0,5,9,1,70,2,N,3,5,80.0
19,25,2,N,4,3,2,0,3,8,2,23,2,N,3,3,80.0
20,54,2,N,2,1,1,2,3,1,2,52,2,N,1,3,80.0
21,57,2,N,8,1,5,1,8,1,1,43,2,N,1,9,60.0
22,38,2,N,11,1,2,1,6,2,2,37,2,N,1,6,80.0
23,75,2,N,12,1,3,1,9,6,1,71,2,N,1,9,80.0
24,21,2,N,5,3,6,0,1,9,2,19,2,N,3,1,80.0
25,61,2,N,5,1,4,1,7,9,1,57,2,N,1,7,80.0
26,50,2,N,6,3,5,0,1,5,2,50,2,N,3,1,100.0
27,67,2,N,3,1,2,1,1,6,1,27,2,N,1,2,60.0
28,59,1,N,8,1,1,1,2,5,1,44,1,N,1,1,60.0
29,67,2,N,5,1,3,1,9,5,2,65,2,N,1,9,80.0
30,75,2,N,4,2,5,0,0,2,2,70,2,N,2,0,80.0
31,26,2,2,7,3,6,0,5,8,1,25,2,2,3,5,80.0
32,26,2,N,6,1,6,1,7,7,1,25,2,N,1,7,80.0
33,5,2,N,1,3,N,0,N,9,1,4,2,N,3,N,80.0
34,68,2,N,11,1,5,1,5,2,1,66,2,N,1,5,80.0
35,52,2,N,12,1,1,2,0,9,2,48,2,N,1,0,80.0
36,35,2,N,10,3,2,0,9,2,1,34,2,N,3,9,80.0
37,72,1,N,7,2,3,0,6,5,2,69,1,N,2,6,80.0
38,2,2,N,N,1,N,1,N,5,1,2,2,N,1,N,100.0
39,53,2,N,5,1,4,1,7,7,2,49,2,N,1,7,80.0
40,49,2,N,12,1,5,1,9,6,2,49,2,N,1,9,100.0
41,61,1,N,3,1,5,2,7,8,1,60,1,N,1,7,80.0
42,78,1,N,3,1,5,2,1,6,2,78,1,N,1,1,100.0
43,82,2,N,3,1,5,1,0,1,1,38,2,N,1,4,60.0
44,38,2,N,7,3,2,0,1,2,2,38,2,N,3,1,100.0
45,67,2,N,4,1,5,1,0,8,2,64,2,N,1,0,80.0
46,43,2,N,9,2,4,0,0,8,2,42,2,N,2,0,80.0
47,49,2,N,12,1,4,2,8,6,1,49,2,N,1,8,100.0
48,65,2,N,3,2,4,0,0,8,2,62,2,N,2,0,80.0
49,58,2,N,9,3,6,0,1,9,1,56,2,N,3,1,80.0
50,40,2,N,8,1,4,1,6,8,1,38,2,N,1,6,80.0
51,31,2,N,8,3,5,0,0,8,1,30,2,N,3,0,80.0
52,20,2,N,4,1,6,1,0,7,2,17,2,N,1,0,80.0
53,46,2,N,7,2,4,0,3,5,1,45,2,N,2,3,80.0
54,83,1,N,10,2,4,0,2,1,1,77,1,N,2,2,80.0
55,28,2,N,1,1,6,2,9,7,1,25,2,N,1,9,80.0
56,57,2,N,3,2,4,0,3,5,2,57,2,N,2,3,100.0
57,50,2,N,7,1,5,2,2,3,2,49,2,N,1,2,80.0
58,42,2,N,10,1,5,1,7,6,2,44,2,N,1,1,60.0
59,34,2,N,11,1,1,2,8,8,2,33,2,N,1,8,80.0
60,56,2,N,12,1,2,2,9,5,1,55,2,N,1,9,80.0
61,61,2,N,10,1,5,2,2,8,2,60,2,N,1,2,80.0
62,26,2,N,7,3,2,0,1,9,2,24,2,N,3,1,80.0
63,64,2,N,7,1,3,2,9,8,1,63,2,N,1,9,80.0
64,65,2,N,8,1,4,1,0,6,2,66,2,N,1,8,60.0
65,51,2,N,5,1,4,2,0,5,2,47,2,N,1,0,80.0
66,92,2,N,3,1,3,1,6,6,1,89,2,N,1,6,80.0
67,76,2,N,7,1,1,1,6,5,2,72,2,N,1,6,80.0
68,32,2,N,5,2,2,0,0,6,1,30,2,N,2,0,80.0
69,21,2,N,6,1,2,2,1,1,1,25,2,N,1,2,60.0
70,35,2,N,10,1,1,2,1,3,2,33,2,N,1,1,80.0
71,51,2,N,5,2,2,0,0,8,1,51,2,N,2,0,100.0
72,30,2,N,10,1,2,2,8,9,2,56,2,N,1,9,60.0
73,83,1,N,4,1,3,2,3,9,1,80,1,N,1,3,80.0
74,52,1,N,9,1,5,2,7,8,1,49,1,N,1,7,80.0
75,42,2,N,4,1,2,2,4,6,1,42,2,N,1,4,100.0
76,59,2,N,3,1,2,1,7,2,1,88,2,N,1,3,60.0
77,82,2,N,10,1,3,2,8,6,2,82,2,N,1,8,100.0
78,13,2,N,3,2,N,0,N,6,1,12,2,N,2,N,80.0
79,38,2,N,9,1,2,1,7,8,1,35,2,N,1,7,80.0
80,63,2,N,7,1,5,2,2,6,1,50,1,1,1,0,20.0
81,33,2,N,12,1,6,2,8,2,1,33,2,N,1,8,100.0
82,36,2,N,5,2,4,0,0,9,1,36,2,N,2,0,100.0
83,65,2,N,9,2,4,0,2,5,2,63,2,N,2,2,80.0
84,22,2,N,5,1,6,1,0,7,1,21,2,N,1,0,80.0
85,55,2,N,1,1,2,1,5,8,1,61,2,N,1,6,60.0
86,73,2,N,9,2,2,0,4,2,1,72,2,N,2,4,80.0
87,44,2,N,7,1,4,1,6,8,2,43,2,N,1,6,80.0
88,40,2,N,9,1,5,2,5,9,2,38,2,N,1,5,80.0
89,94,2,N,8,1,3,1,4,3,2,93,2,N,1,4,80.0
90,45,2,N,3,3,2,0,0,2,2,44,2,N,3,0,80.0
91,31,2,N,7,1,2,2,0,5,2,28,2,N,1,0,80.0
92,67,2,N,1,1,5,2,2,2,2,65,2,N,1,2,80.0
93,40,2,N,8,1,5,2,8,9,1,54,2,N,1,3,60.0
94,40,2,N,1,1,4,1,2,3,1,37,2,N,1,2,80.0
95,79,2,N,11,1,1,1,9,3,1,75,2,N,1,9,80.0
96,67,2,N,10,2,2,0,0,1,2,35,2,N,3,3,40.0
97,18,2,N,3,1,2,2,4,1,1,60,2,N,1,6,60.0
98,29,2,N,4,1,2,1,1,8,1,54,2,N,1,3,60.0
99,53,2,N,5,1,3,1,7,7,2,52,2,N,1,7,80.0
100,41,2,N,11,1,1,1,9,8,1,41,2,N,1,9,100.0
101,52,2,N,7,1,2,1,4,9,1,52,2,N,1,4,100.0
102,69,2,N,9,1,3,2,4,6,1,69,2,N,1,4,100.0
103,54,2,N,8,1,6,1,7,5,2,52,2,N,1,7,80.0
104,39,2,N,6,1,2,2,4,6,2,39,2,N,1,4,100.0
105,88,2,N,5,2,3,0,3,2,2,74,2,N,2,1,60.0
106,20,2,N,4,1,6,1,0,7,1,15,2,N,1,0,80.0
107,57,1,N,4,3,5,0,1,1,1,56,1,N,3,1,80.0
108,41,2,N,6,2,2,0,1,2,1,36,2,N,2,7,60.0
109,38,2,N,6,3,6,0,0,8,2,19,2,N,3,0,80.0
110,59,2,N,8,1,4,1,0,8,2,60,2,N,1,7,60.0
111,25,1,N,4,1,5,2,0,8,1,42,2,N,1,4,40.0
112,43,2,N,7,1,2,2,4,7,1,43,2,N,1,4,100.0
113,78,2,N,8,1,3,1,5,3,1,78,2,N,1,5,100.0
114,15,2,N,3,1,6,2,0,5,1,15,2,N,1,0,100.0
