,DENSITY,DPHY,DREM,PINCP_DECILE,HISP,HOUSING_TYPE,DVET,EDU,MSP,PUMA,NPF,DEAR,RAC1P,SEX,INDP_CAT,DEYE,OWN_RENT,AGEP,NOC
DENSITY,-3.3306690738754696e-16,,,-0.08062752970389661,,,,-0.04316031735375316,-0.05174646579904173,0.3970928403722396,0.23207934546299408,,-0.032687736807407275,-0.015930435813881576,0.02813150170363661,,-0.10999916445434035,0.16382081580926408,
DPHY,,,,,,,,,,,,,,,,,,,
DREM,,,,,,,,,,,,,,,,,,,
PINCP_DECILE,-0.08062752970389661,,,1.7763568394002505e-15,,,,-0.3705803420375133,-0.15495731495783152,0.3652950177308639,0.15667176228822005,,0.1328185301856354,0.268686580135407,-0.5885614347101634,,-0.09420968050074364,-0.4738102863123191,
HISP,,,,,,,,,,,,,,,,,,,
HOUSING_TYPE,,,,,,,,,,,,,,,,,,,
DVET,,,,,,,,,,,,,,,,,,,
EDU,-0.04316031735375316,,,-0.3705803420375133,,,,1.865174681370263e-14,-0.406313814338433,0.18305602831377876,0.08551577096600432,,0.22241542398688294,0.11308248402549646,-0.4248470053138461,,0.22112302926493543,-0.16244098287054726,
MSP,-0.05174646579904173,,,-0.15495731495783152,,,,-0.406313814338433,-4.440892098500626e-16,0.2119947083275466,0.6106343779352694,,0.11656518309641736,-0.06084665083576244,-0.4145168592318837,,0.03765361973761161,-0.06757531080874143,
PUMA,0.3970928403722396,,,0.3652950177308639,,,,0.18305602831377876,0.2119947083275466,2.1871393585115584e-14,-0.33155956620833704,,-0.2373608958797238,-0.032946816771785105,0.23646589235611648,,0.1516518731669122,0.021680053629564135,
NPF,0.23207934546299408,,,0.15667176228822005,,,,0.08551577096600432,0.6106343779352694,-0.33155956620833704,9.103828801926284e-15,,0.06925503260728985,-0.18838338454387932,0.3046947120535878,,-0.16465263645605757,0.2228642230050201,
DEAR,,,,,,,,,,,,,,,,,,,
RAC1P,-0.032687736807407275,,,0.1328185301856354,,,,0.22241542398688294,0.11656518309641736,-0.2373608958797238,0.06925503260728985,,0.0,-0.04063689687311185,-0.2323066364771445,,-0.10353859790825842,0.23082808675758626,
SEX,-0.015930435813881576,,,0.268686580135407,,,,0.11308248402549646,-0.06084665083576244,-0.032946816771785105,-0.18838338454387932,,-0.04063689687311185,1.687538997430238e-14,-0.06934053178259378,,-0.05453243569337278,0.007840800891073113,
INDP_CAT,0.02813150170363661,,,-0.5885614347101634,,,,-0.4248470053138461,-0.4145168592318837,0.23646589235611648,0.3046947120535878,,-0.2323066364771445,-0.06934053178259378,2.0650148258027912e-14,,-0.11738959859352464,-0.21152379310230413,
DEYE,,,,,,,,,,,,,,,,,,,
OWN_RENT,-0.10999916445434035,,,-0.09420968050074364,,,,0.22112302926493543,0.03765361973761161,0.1516518731669122,-0.16465263645605757,,-0.10353859790825842,-0.05453243569337278,-0.11738959859352464,,1.354472090042691e-14,0.38860700378573965,
AGEP,0.16382081580926408,,,-0.4738102863123191,,,,-0.16244098287054726,-0.06757531080874143,0.021680053629564135,0.2228642230050201,,0.23082808675758626,0.007840800891073113,-0.21152379310230413,,0.38860700378573965,0.0,
NOC,,,,,,,,,,,,,,,,,,,
