,INDP,count_target,count_deidentified
3,1070,3,0.0
38,1080,3,0.0
46,1090,4,0.0
37,1170,5,0.0
5,1180,10,0.0
39,1190,2,0.0
18,1270,5,2.0
9,1280,11,0.0
28,1370,3,0.0
44,1480,1,0.0
25,1670,2,0.0
13,1691,5,0.0
48,1790,1,0.0
49,1870,3,0.0
32,1880,3,0.0
35,1890,1,0.0
22,1990,5,0.0
31,2070,1,0.0
7,2090,2,0.0
42,2190,3,0.0
45,2280,2,0.0
20,2290,2,1.0
12,2370,3,0.0
43,2380,1,0.0
19,2390,2,0.0
34,2480,4,0.0
50,2490,1,0.0
21,2570,2,0.0
15,2590,3,0.0
10,2670,6,0.0
1,2770,3,0.0
4,2870,2,0.0
6,2880,3,0.0
23,2890,3,0.0
29,2970,2,0.0
16,2980,5,0.0
41,3070,1,0.0
40,3080,2,1.0
33,3095,2,0.0
51,3180,1,0.0
0,3291,15,0.0
17,3370,1,0.0
26,3380,3,0.0
36,3390,5,0.0
30,3490,12,0.0
2,3570,16,0.0
14,3580,5,0.0
24,3875,2,0.0
47,3895,1,0.0
8,3960,3,0.0
27,3980,5,0.0
11,3990,8,0.0
