,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,0.0,-0.03039082279936199,0.025310616566660248,0.024699664654786464,0.06947076336344057,0.04960020429470209,-0.00026643252503069995,-0.03280469229135139,0.01978939611791249,-0.02483981484874108,4.393759642215035e-05
AGEP,-0.03039082279936199,-2.220446049250313e-16,-0.05291982934168977,-0.07605358794419775,0.08468644256561743,0.09738413390816383,0.3579279054824706,0.29917261015873714,0.02578522974965237,-0.3088315667160729,0.11087691495790374
SEX,0.025310616566660248,-0.05291982934168977,0.0,-0.044316137953894816,0.008305650986451987,-0.00824234127770404,0.035322771768997424,0.06547430684671193,0.0012225877015492508,0.12118927554459158,-0.0025820739404200863
MSP,0.02469966465478647,-0.07605358794419775,-0.044316137953894816,-2.220446049250313e-16,-0.006569135830273437,-0.004669196674447713,0.17629224141319105,0.006448155167776748,-0.031165760972316724,0.02573044708521878,0.028832490215638815
HISP,0.06947076336344057,0.08468644256561741,0.00830565098645199,-0.006569135830273439,0.0,-0.1733025745138822,-0.027980885743836365,-0.030833844200636038,-0.06152810435292259,0.06955969531016058,0.02463260406665496
RAC1P,0.04960020429470209,0.09738413390816383,-0.00824234127770404,-0.00466919667444771,-0.1733025745138822,0.0,-0.06336034161128984,-0.03418269438717463,-0.028814560803061808,0.08907403752014433,-0.017763807181738714
NOC,-0.0002664325250306965,0.3579279054824706,0.035322771768997424,0.1762922414131911,-0.027980885743836358,-0.06336034161128985,0.0,-0.01927354056999009,-0.15221160385778,0.042686993947704505,-0.07477372313565474
NPF,-0.03280469229135139,0.29917261015873714,0.06547430684671193,0.006448155167776803,-0.03083384420063604,-0.03418269438717462,-0.0192735405699902,0.0,0.040554518634591634,0.032131699636200176,-0.054306339719210034
OWN_RENT,0.01978939611791249,0.025785229749652368,0.001222587701549249,-0.031165760972316717,-0.06152810435292258,-0.028814560803061808,-0.15221160385778001,0.040554518634591634,0.0,-0.04681393675720176,-0.0031482815756561124
PINCP_DECILE,-0.02483981484874108,-0.308831566716073,0.12118927554459158,0.025730447085218794,0.0695596953101606,0.08907403752014433,0.04268699394770448,0.03213169963620015,-0.04681393675720176,2.220446049250313e-16,-0.015736091515005192
DEYE,4.393759642214862e-05,0.11087691495790374,-0.002582073940420088,0.02883249021563882,0.024632604066654965,-0.017763807181738724,-0.07477372313565474,-0.054306339719210034,-0.0031482815756561124,-0.015736091515005195,0.0
