,feature,divergence
22,PWGTP,8.964929897688519
23,WGTP,8.85008714021653
1,AGEP,6.186293134972663
14,PINCP,4.336912877163623
11,INDP,3.5991868370123195
13,EDU,2.871991540480258
16,POVPIP,2.8042566362609147
15,PINCP_DECILE,2.5774066406320735
12,INDP_CAT,1.689342298034524
7,NPF,0.37620396242328663
0,PUMA,0.2728506787330317
3,MSP,0.190683207305583
6,NOC,0.17830654126144063
2,SEX,0.11443447471913848
9,OWN_RENT,0.056453573037465184
19,DPHY,0.04672151877340511
5,RAC1P,0.04286151095743739
18,DREM,0.04211210057621791
10,DENSITY,0.04194839971551856
4,HISP,0.04102536057796603
20,DEYE,0.0209492799773898
8,HOUSING_TYPE,0.019552908966133424
17,DVET,0.019129167211999826
21,DEAR,0.01649643809655848
