SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,target
2,N,1,1,7,N,39,1,N,2,3116
2,4,1,1,9,5,33,1,N,2,3815
1,6,1,1,2,7,27,1,N,2,2762
1,1,1,1,8,5,66,1,N,2,6483
2,1,1,2,1,3,27,1,N,2,9063
1,2,1,0,7,8,18,3,N,2,3687
1,6,1,1,5,7,8,1,N,2,6993
1,2,1,1,4,7,52,1,N,2,2233
1,N,2,2,N,3,13,1,N,2,6007
1,1,1,0,5,5,83,2,N,2,89
1,1,1,0,3,7,22,2,5,2,6733
2,N,1,0,N,2,7,3,N,2,2246
2,N,1,0,N,3,13,2,N,2,4821
1,N,1,2,N,2,4,1,N,2,3883
1,1,1,2,5,5,74,1,N,2,8017
1,N,1,0,N,1,3,2,N,2,25
2,6,2,1,4,7,82,1,N,2,5668
2,N,8,0,N,3,9,3,N,2,6178
1,N,1,2,N,1,3,1,N,2,3662
2,4,1,2,9,10,82,1,N,2,1367
2,N,1,1,N,3,13,1,N,2,4304
1,N,1,0,N,1,5,2,N,2,5590
2,1,1,1,7,9,55,1,N,1,704
2,3,1,0,8,4,20,2,N,2,8997
1,1,1,1,9,1,47,1,N,2,2073
2,N,1,1,N,3,12,1,N,2,5072
1,6,1,1,0,8,21,1,N,2,3019
1,1,1,2,5,3,43,1,N,2,758
2,1,1,2,8,10,11,1,N,2,5711
2,3,1,2,1,5,54,1,N,2,191
1,6,1,1,0,5,7,1,N,2,8963
1,1,1,2,9,9,4,1,N,2,1772
2,1,1,2,1,10,30,1,N,2,6600
2,N,1,2,N,3,14,1,N,2,4894
2,6,1,1,4,9,7,1,N,2,8649
1,1,1,2,5,4,36,1,N,2,682
2,6,1,2,3,6,32,1,N,2,6449
1,1,1,2,9,11,33,1,N,2,381
1,1,1,2,8,6,58,1,N,2,1992
1,1,6,1,9,10,69,1,N,2,8081
2,1,1,2,6,8,60,1,N,1,1141
1,1,1,0,9,8,57,2,N,2,6835
2,1,1,1,3,5,70,1,N,2,3644
2,4,1,2,5,9,60,1,N,2,6068
2,N,1,0,N,2,6,2,N,2,5895
1,1,1,1,5,7,42,1,N,2,6030
1,1,2,2,8,7,55,1,N,2,8284
1,1,1,0,6,1,61,3,N,2,4678
1,1,1,1,4,4,78,1,N,2,6827
2,4,1,0,7,9,77,3,N,2,4841
2,1,9,2,3,1,66,1,N,2,8327
1,6,1,0,6,7,29,2,N,2,4332
1,5,1,0,3,4,56,2,N,2,3704
2,3,2,0,8,9,54,2,N,2,6454
2,6,1,1,2,4,80,1,N,2,2809
2,6,1,0,7,7,54,3,N,2,5019
2,1,1,1,9,8,21,1,N,2,4024
2,1,3,1,8,10,83,1,N,2,7188
2,1,5,1,0,7,86,1,N,2,8240
2,1,1,0,2,7,62,2,N,2,5228
1,1,1,1,8,9,72,1,N,2,1547
1,6,1,2,4,7,82,1,N,2,4859
2,N,1,2,N,3,12,1,N,2,4364
1,6,2,2,6,5,11,1,N,2,2661
2,1,1,1,9,11,69,1,N,2,9093
2,N,1,2,N,3,13,1,N,2,8674
2,6,1,0,0,4,16,2,N,2,4811
1,6,1,2,0,7,37,1,N,2,427
1,1,1,2,7,10,39,1,N,2,8709
1,4,1,1,0,7,21,1,N,2,4272
2,N,1,1,N,3,11,1,N,2,8125
2,1,6,2,4,5,40,1,N,2,4807
1,N,1,1,N,3,12,1,N,2,1882
1,1,1,2,8,12,78,1,3,2,7334
2,N,1,0,N,3,9,2,N,2,4779
2,1,1,2,0,3,14,1,N,2,7557
2,6,2,2,0,4,17,1,N,2,6327
1,N,1,1,N,3,14,1,5,2,9019
1,1,1,1,8,5,80,1,N,2,1932
2,3,1,0,7,11,36,2,N,2,126
2,1,1,0,3,9,56,2,N,2,505
2,1,1,1,8,7,38,1,N,2,1441
2,6,1,2,7,5,54,1,N,2,4649
1,4,1,1,9,8,55,1,N,2,8235
2,6,1,1,6,7,21,1,N,2,6601
2,4,1,0,4,7,8,2,N,2,1800
2,4,1,2,7,9,86,1,N,2,7284
2,6,6,0,3,7,8,1,N,2,7395
1,1,1,0,5,7,64,2,N,2,8294
1,1,1,0,6,7,48,2,N,2,8758
2,1,1,0,0,7,4,3,N,2,331
1,6,1,0,8,9,0,2,N,2,9227
2,1,1,1,0,3,73,1,N,2,2555
2,4,1,1,4,5,61,1,N,2,6580
2,1,1,0,7,9,72,2,N,2,5330
1,1,1,2,7,5,52,1,N,2,3720
1,N,2,2,N,3,25,1,N,2,4369
2,4,2,0,3,5,24,2,N,2,6052
2,4,1,0,N,1,2,3,N,2,9257
1,1,1,2,9,9,22,1,N,2,7278
2,1,1,2,9,7,78,1,N,2,6587
1,1,1,1,8,7,67,1,N,2,6583
2,1,1,2,0,10,81,1,N,2,8009
1,N,1,1,N,3,10,1,N,2,9198
1,1,1,2,6,7,11,1,N,2,694
1,N,1,2,N,1,4,1,N,2,3283
1,6,1,2,0,4,16,1,N,2,1569
2,N,1,1,N,3,11,1,N,2,865
1,5,1,1,5,7,66,1,N,2,4562
2,1,8,2,7,12,14,1,N,2,42
2,1,1,2,0,10,58,1,N,2,2714
2,1,1,1,7,7,38,1,N,2,4552
1,N,1,0,N,2,5,2,N,2,2382
2,N,1,2,N,3,14,1,N,2,3765
2,1,1,2,7,9,62,1,N,2,3427
2,1,1,2,7,7,45,1,N,2,1947
1,1,1,0,7,5,71,2,N,2,4429
1,N,1,0,N,3,14,2,N,2,1009
2,1,3,2,7,5,5,1,N,2,496
1,5,1,2,2,6,16,1,N,2,8955
2,1,1,0,6,8,10,2,N,2,5436
1,6,2,0,1,6,78,1,N,2,7665
1,1,1,0,8,7,73,2,N,2,1783
1,4,1,0,2,6,25,2,N,2,1746
2,5,1,1,5,10,63,1,N,2,1632
1,N,1,2,N,3,14,1,N,2,938
1,5,1,1,5,7,30,1,N,2,5418
1,N,1,2,N,N,8,1,N,2,8409
2,N,1,2,N,N,1,1,N,2,5063
1,1,1,1,7,5,5,1,N,2,164
2,N,1,2,N,3,7,1,N,2,2411
2,6,1,0,0,4,25,3,N,2,7899
2,N,1,1,3,3,19,1,N,2,8743
2,N,1,1,N,3,14,1,N,2,3063
1,1,1,2,5,9,28,1,N,2,3026
1,2,1,2,9,4,24,1,N,2,6437
2,4,1,2,5,3,39,1,N,2,8658
2,1,8,2,8,7,25,1,N,2,7779
