SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
1.0,6,1.0,0.0,1,0.0,25-00503,18,N,N,N
2.0,6,1.0,0.0,1,0.0,25-00503,21,N,N,N
1.0,6,1.0,0.0,2,0.0,25-00503,20,N,N,N
2.0,6,1.0,0.0,0,0.0,25-00503,89,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,19,N,N,N
2.0,6,1.0,0.0,2,0.0,25-00503,21,N,N,N
2.0,6,1.0,0.0,1,0.0,25-00703,19,N,N,N
2.0,6,1.0,0.0,1,0.0,25-00703,19,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,21,N,N,N
2.0,6,1.0,0.0,2,0.0,25-00503,27,N,N,N
2.0,6,1.0,0.0,1,0.0,25-00503,18,N,N,N
2.0,6,1.0,0.0,1,0.0,25-00703,19,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,20,N,N,N
2.0,6,1.0,0.0,0,0.0,25-00503,18,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00703,21,N,N,N
2.0,6,1.0,0.0,2,0.0,25-00503,19,N,N,N
2.0,6,1.0,0.0,2,0.0,25-00503,19,N,N,N
1.0,6,1.0,0.0,2,0.0,25-00503,22,N,N,N
1.0,6,1.0,0.0,2,0.0,25-00503,21,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00703,19,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,21,N,N,N
2.0,6,1.0,0.0,1,0.0,25-00703,19,N,N,N
1.0,6,1.0,0.0,2,0.0,25-00503,18,N,N,N
2.0,6,1.0,0.0,0,0.0,25-00503,21,N,N,N
1.0,6,1.0,0.0,0,0.0,25-00503,63,N,N,0
2.0,6,1.0,0.0,2,0.0,25-00503,21,N,N,N
2.0,6,1.0,0.0,0,0.0,25-00503,18,N,N,N
2.0,6,1.0,0.0,1,0.0,25-00703,19,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,20,N,N,N
