,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,2.3314683517128287e-15,-0.006897542048495353,0.00544083880573226,0.022706509503389163,-0.020062919665374046,-0.023588025380440712,0.0005953630986930414,-0.020997056157269864,0.0005193691141229416,0.008971075162032008
AGEP,-0.006897542048495353,4.440892098500626e-16,-0.01183650564043294,0.007324253110569612,-0.0004472974408636643,0.031670379915061206,0.13225356397311322,0.007680036019624359,0.05811207200320409,-0.5240012153801595
SEX,0.00544083880573226,-0.01183650564043294,0.0,0.001791237250636651,-0.009626020581696187,0.007364204619131462,0.005266738589842505,0.0034893510293919437,-0.016925007910295418,0.08989674511423906
MSP,0.022706509503389163,0.007324253110569612,0.001791237250636651,0.0,-0.019565779820382177,0.027147587044729027,0.16667250519058785,0.1610197259321457,-0.007926011409732923,-0.16300352128737766
HISP,-0.020062919665374046,-0.0004472974408636643,-0.009626020581696187,-0.019565779820382177,3.6637359812630166e-15,-0.10008552063621796,0.003997280010882488,5.136178407610936e-06,-0.041944090116877254,0.07453709971554486
RAC1P,-0.023588025380440712,0.031670379915061206,0.007364204619131462,0.027147587044729027,-0.10008552063621796,0.0,-0.02295509082082249,-0.006280910129287651,-0.03088209196391431,0.10969395486451756
NOC,0.0005953630986930414,0.13225356397311322,0.005266738589842505,0.16667250519058785,0.003997280010882488,-0.02295509082082249,0.0,-0.2020695844738047,-0.09284074871919716,0.2710800192091411
NPF,-0.020997056157269864,0.007680036019624359,0.0034893510293919437,0.1610197259321457,5.136178407610936e-06,-0.006280910129287651,-0.2020695844738047,-1.2212453270876722e-15,-0.055023831997958725,0.2570571966543914
OWN_RENT,0.0005193691141229416,0.05811207200320409,-0.016925007910295418,-0.007926011409732923,-0.041944090116877254,-0.03088209196391431,-0.09284074871919716,-0.055023831997958725,3.774758283725532e-15,0.005761074975789843
PINCP_DECILE,0.008971075162032008,-0.5240012153801595,0.08989674511423906,-0.16300352128737766,0.07453709971554486,0.10969395486451756,0.2710800192091411,0.2570571966543914,0.005761074975789843,0.0
