PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
48-02101,17,2,6,0,8,2,4,1,1,448.0,8680,14,4,265000.0,3,134,N,2,2,2,2,55.0,128.0
48-02102,63,1,4,0,1,0,2,1,1,448.0,7072,8,10,120000.0,9,501,N,2,2,2,2,55.0,128.0
48-02102,64,2,1,0,1,0,3,1,1,448.0,9470,16,5,122000.0,5,501,N,2,N,2,2,55.0,25.6
48-02510,36,2,1,1,1,0,2,1,1,3136.0,3670,7,8,49200.0,3,235,N,2,2,2,2,157.0,76.80000000000001
48-02507,30,1,4,1,2,0,2,1,1,3904.0,9690,10,9,21130.0,8,501,N,2,2,2,2,55.0,25.6
48-02510,58,2,1,0,1,0,2,2,1,3136.0,4795,6,7,10700.0,9,501,N,2,2,2,2,55.0,76.80000000000001
48-02507,2,1,N,0,1,2,4,1,2,3904.0,N,N,N,N,N,501,5,N,N,2,2,55.0,25.6
48-02507,71,1,1,0,1,0,N,1,1,3904.0,7380,10,9,36000.0,8,501,N,2,2,2,2,157.0,128.0
48-02510,65,1,N,0,9,2,4,1,1,3136.0,N,N,9,23000.0,7,501,N,2,2,2,2,55.0,25.6
48-02507,17,2,6,0,1,1,3,1,1,3904.0,9470,16,4,489500.0,5,497,N,2,2,2,2,157.0,76.80000000000001
48-02515,16,1,6,0,1,3,5,1,1,1984.0,N,N,5,14700.0,5,501,N,2,2,2,2,361.0,332.79999999999995
48-02515,51,1,1,0,1,N,N,1,1,1984.0,6970,9,5,80000.0,5,131,N,2,2,1,2,55.0,76.80000000000001
48-02102,42,2,4,2,1,0,4,1,1,448.0,6170,7,9,28000.0,7,304,N,2,2,2,2,55.0,76.80000000000001
48-02510,68,1,1,0,1,0,2,1,1,3136.0,770,3,5,5600.0,1,33,N,2,1,2,2,55.0,25.6
48-02101,25,2,N,1,8,0,N,3,1,448.0,N,N,5,201300.0,4,501,N,2,2,2,2,55.0,25.6
48-02507,47,1,N,0,1,0,2,1,0,3904.0,6380,7,7,0.0,0,147,N,2,1,2,2,55.0,128.0
48-02516,74,2,3,0,1,0,2,1,1,1216.0,N,N,9,26500.0,6,379,N,2,1,2,2,157.0,128.0
48-02102,0,2,N,1,1,0,N,1,1,448.0,N,N,N,483000.0,9,501,N,N,N,2,2,55.0,76.80000000000001
48-02516,17,1,6,1,6,2,4,1,1,1216.0,9480,12,4,45900.0,9,501,N,2,2,2,2,55.0,76.80000000000001
48-02516,2,2,N,4,8,7,7,1,1,1216.0,N,N,N,N,N,174,N,N,N,2,1,157.0,128.0
48-02510,19,2,N,0,1,1,3,1,1,3136.0,N,N,5,0.0,0,501,N,2,2,2,2,55.0,25.6
48-02101,8,2,N,1,1,2,4,1,1,448.0,N,N,8,N,N,156,N,2,2,2,2,361.0,332.79999999999995
48-02507,66,1,1,0,1,0,2,1,1,3904.0,3895,15,9,44650.0,6,340,N,2,2,2,2,55.0,25.6
48-02102,6,2,N,0,1,0,2,1,1,448.0,N,N,2,N,N,444,N,2,2,2,2,55.0,76.80000000000001
48-02101,77,2,6,0,1,0,2,1,0,448.0,N,N,7,221300.0,2,N,N,2,2,2,2,55.0,25.6
48-02515,1,1,N,1,2,1,4,1,1,1984.0,N,N,N,N,N,501,N,N,N,2,2,55.0,25.6
48-02101,63,1,1,0,1,0,5,1,1,448.0,670,6,10,10500.0,5,245,N,2,2,2,2,55.0,25.6
48-02515,15,1,6,0,1,0,2,3,2,1984.0,N,N,7,0.0,0,298,N,2,2,2,2,55.0,76.80000000000001
48-02515,66,1,1,1,3,0,N,1,1,1984.0,N,N,7,40190.0,2,215,N,2,2,2,2,55.0,76.80000000000001
48-02510,64,1,1,0,1,0,2,1,1,3136.0,N,N,2,92000.0,7,475,N,2,2,2,2,55.0,76.80000000000001
48-02515,10,2,N,0,1,2,4,1,1,1984.0,N,N,3,N,N,383,N,2,2,2,2,55.0,25.6
48-02510,64,2,1,0,6,0,N,1,1,3136.0,5670,5,6,80000.0,8,501,N,2,N,2,2,55.0,76.80000000000001
48-02101,74,2,3,0,1,0,3,1,1,448.0,N,N,3,98510.0,7,105,N,2,2,2,2,55.0,25.6
48-02101,11,2,N,1,1,2,4,1,1,448.0,N,N,3,N,N,501,N,2,2,2,1,55.0,25.6
48-02102,60,2,1,1,1,0,3,1,2,448.0,7870,0,7,176720.0,4,198,N,2,1,2,2,55.0,76.80000000000001
