,INDP,count_target,count_deidentified
46,1070,1,0.0
0,1180,3,0.0
5,1190,6,0.0
43,1270,2,0.0
33,1280,2,0.0
27,1370,6,0.0
22,1790,1,0.0
47,1870,1,0.0
37,1880,3,0.0
8,1990,4,0.0
20,2070,2,0.0
36,2090,2,0.0
29,2170,2,0.0
24,2180,1,0.0
39,2190,3,0.0
40,2270,1,0.0
7,2280,2,0.0
16,2290,4,0.0
9,2370,6,0.0
1,2390,2,0.0
32,2570,1,0.0
26,2590,1,0.0
35,2680,1,0.0
12,2870,6,0.0
19,2880,5,1.0
23,2890,3,0.0
42,2970,1,0.0
10,2980,6,0.0
18,3070,1,0.0
41,3080,2,0.0
28,3095,1,0.0
34,3170,1,0.0
15,3180,2,0.0
25,3291,3,0.0
45,3370,2,0.0
3,3380,6,0.0
17,3390,6,0.0
38,3470,2,0.0
30,3490,2,0.0
4,3570,9,1.0
6,3580,59,9.0
44,3590,1,0.0
21,3670,1,0.0
11,3875,5,0.0
14,3895,4,0.0
13,3960,6,0.0
2,3980,3,0.0
31,3990,4,0.0
