,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,65,2,N,3,1,5,1,0,6,2,65,2,N,1,0,100.0
1,65,2,N,5,1,3,1,7,8,1,65,2,N,1,7,100.0
2,39,2,N,6,1,1,2,4,3,2,39,2,N,1,4,100.0
3,21,2,N,5,3,6,0,1,7,2,21,2,N,3,1,100.0
4,67,2,N,6,1,3,2,2,3,1,67,2,N,1,2,100.0
5,55,2,N,9,2,2,0,2,2,2,55,2,N,2,2,100.0
6,26,1,N,5,1,5,2,0,8,1,26,1,N,1,0,100.0
7,42,2,N,4,1,2,2,4,6,1,42,2,N,1,4,100.0
8,15,2,N,4,1,6,1,0,7,1,15,2,N,1,0,100.0
9,52,2,N,5,1,2,2,4,7,2,52,2,N,1,4,100.0
10,55,2,N,7,3,4,0,2,6,1,55,2,N,3,2,100.0
11,38,2,N,9,1,5,2,5,9,2,38,2,N,1,5,100.0
12,25,2,N,6,1,4,1,2,9,1,25,2,N,1,2,100.0
13,74,2,N,1,1,3,1,0,8,2,74,2,N,1,0,100.0
14,77,2,N,3,1,4,1,4,7,2,77,2,N,1,4,100.0
15,62,2,N,7,1,5,1,3,3,1,62,2,N,1,3,100.0
16,4,2,N,1,1,N,1,N,5,1,4,2,N,1,N,100.0
17,29,2,N,4,1,4,1,4,5,2,29,2,N,1,4,100.0
18,36,2,N,7,1,2,1,3,8,1,36,2,N,1,3,100.0
19,45,2,N,7,2,4,0,3,5,1,45,2,N,2,3,100.0
20,58,2,N,1,1,2,2,0,1,2,58,2,N,1,0,100.0
21,49,1,N,9,1,5,2,7,8,1,49,1,N,1,7,100.0
22,84,2,N,10,1,4,2,7,9,1,84,2,N,1,7,100.0
23,56,1,N,4,3,5,0,1,1,1,56,1,N,3,1,100.0
24,85,2,N,3,2,3,0,3,1,1,85,2,N,2,3,100.0
25,48,2,N,12,1,1,1,9,9,2,48,2,N,1,9,100.0
26,36,2,N,12,1,2,2,3,3,2,36,2,N,1,3,100.0
27,50,1,1,7,1,5,2,0,6,1,50,1,1,1,0,100.0
28,28,2,N,7,1,2,2,0,5,2,28,2,N,1,0,100.0
29,56,2,N,9,3,6,0,1,9,1,56,2,N,3,1,100.0
30,38,2,N,3,1,5,1,4,1,1,38,2,N,1,4,100.0
31,21,2,N,4,1,6,2,3,5,2,21,2,N,1,3,100.0
32,27,2,N,7,1,5,1,4,6,2,27,2,N,1,4,100.0
33,35,2,N,10,3,2,0,3,1,2,35,2,N,3,3,100.0
34,36,2,N,8,2,4,0,0,1,2,36,2,N,2,0,100.0
35,23,2,N,4,3,2,0,3,8,2,23,2,N,3,3,100.0
36,53,2,N,1,1,5,1,7,8,1,53,2,N,1,7,100.0
37,10,2,N,3,1,N,1,N,4,1,10,2,N,1,N,100.0
38,49,2,N,5,2,4,0,3,8,2,49,2,N,2,3,100.0
39,13,2,N,3,2,N,0,N,1,2,13,2,N,2,N,100.0
40,61,2,N,2,1,1,1,2,1,1,61,2,N,1,2,100.0
41,46,2,N,9,1,2,1,9,9,1,46,2,N,1,9,100.0
42,61,2,N,9,1,4,1,0,8,2,61,2,N,1,0,100.0
43,60,2,N,7,1,2,1,0,6,2,60,2,N,1,0,100.0
44,93,2,N,8,1,3,1,4,3,2,93,2,N,1,4,100.0
45,82,2,N,3,1,3,1,1,9,2,82,2,N,1,1,100.0
46,44,1,N,8,1,1,1,1,5,1,44,1,N,1,1,100.0
47,36,2,N,6,2,2,0,7,2,1,36,2,N,2,7,100.0
48,52,2,N,3,1,5,2,0,2,1,52,2,N,1,0,100.0
49,32,2,N,5,3,5,0,3,1,2,32,2,N,3,3,100.0
50,35,2,N,10,1,4,2,7,3,2,35,2,N,1,7,100.0
51,70,2,N,3,2,4,0,1,2,1,70,2,N,2,1,100.0
52,69,2,N,3,1,3,2,3,1,1,69,2,N,1,3,100.0
53,25,2,2,7,3,6,0,5,8,1,25,2,2,3,5,100.0
54,52,2,N,5,1,3,1,7,7,2,52,2,N,1,7,100.0
55,24,2,N,7,3,2,0,1,9,2,24,2,N,3,1,100.0
56,77,2,N,11,1,4,2,3,2,1,77,2,N,1,3,100.0
57,37,2,N,1,1,4,1,2,3,1,37,2,N,1,2,100.0
58,28,2,N,3,1,2,2,1,6,1,28,2,N,1,1,100.0
59,8,2,N,3,2,N,0,N,2,2,8,2,N,2,N,100.0
60,60,1,N,3,1,5,2,7,8,1,60,1,N,1,7,100.0
61,35,2,N,12,1,6,2,7,8,1,35,2,N,1,7,100.0
62,14,2,N,4,1,N,1,N,8,2,14,2,N,1,N,100.0
63,77,1,N,10,2,4,0,2,1,1,77,1,N,2,2,100.0
64,57,2,N,6,1,1,1,9,8,2,57,2,N,1,9,100.0
65,76,2,N,4,1,3,2,3,8,1,76,2,N,1,3,100.0
66,15,2,N,3,1,6,2,0,5,1,15,2,N,1,0,100.0
67,36,2,N,5,2,4,0,0,9,1,36,2,N,2,0,100.0
68,88,2,N,3,1,2,1,3,2,1,88,2,N,1,3,100.0
69,44,2,N,1,1,6,1,7,8,2,44,2,N,1,7,100.0
70,34,2,N,10,1,2,2,2,3,2,34,2,N,1,2,100.0
71,45,2,N,11,1,4,1,6,8,2,45,2,N,1,6,100.0
72,79,2,N,6,1,6,2,5,6,2,79,2,N,1,5,100.0
73,78,2,N,3,2,3,0,0,2,2,78,2,N,2,0,100.0
74,16,2,N,4,1,6,2,1,5,1,16,2,N,1,1,100.0
