,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,48,0,2,N,3,0,4,N,28-01100,2,1,76,N,N,2,74,20.0
1,70,0,3,0,N,2,3,210,29-01901,9,1,80,0,N,3,111,60.0
2,38,4,5,0,2,2,9,304,36-03710,9,1,54,0,N,3,98,20.0
3,77,4,3,0,N,1,4,65,51-51255,9,2,55,0,2,6,474,20.0
4,53,2,6,0,N,2,1,37,17-03531,2,1,40,2,3,5,172,0.0
5,50,4,6,0,3,0,6,11,36-03710,2,1,18,N,N,0,N,0.0
6,0,1,N,N,11,2,N,210,38-00100,8,1,7,3,6,N,222,20.0
7,74,0,1,2,4,2,5,354,19-01700,8,2,69,0,2,3,217,0.0
8,44,4,4,0,3,2,8,393,26-02702,1,1,47,0,2,4,152,20.0
9,38,4,6,0,N,1,1,N,51-51255,8,1,30,1,6,7,480,0.0
10,0,4,N,4,6,2,N,225,17-03531,1,1,13,1,4,N,298,20.0
11,75,0,5,0,N,1,5,83,08-00803,6,2,44,3,4,1,28,0.0
12,14,1,N,0,3,2,N,255,51-01301,8,1,14,2,3,N,122,60.0
13,61,4,4,0,N,0,7,155,08-00803,1,2,39,N,N,1,N,20.0
14,20,1,2,0,N,2,5,4,51-01301,8,2,40,1,2,5,229,20.0
15,51,0,1,N,6,1,9,237,06-08507,8,2,48,2,4,8,501,0.0
16,19,1,6,0,3,2,2,495,06-08507,1,1,37,0,2,2,48,40.0
17,47,0,1,0,3,1,5,300,36-04010,8,1,37,1,3,4,501,20.0
18,56,4,3,0,3,1,4,120,51-51255,1,2,84,0,N,6,393,20.0
19,55,0,4,0,3,1,0,37,32-00405,3,1,66,0,5,3,370,20.0
20,20,1,4,0,5,2,6,116,32-00405,9,1,61,0,N,3,97,20.0
21,26,4,4,0,8,2,4,197,24-01004,8,1,37,0,N,4,198,40.0
22,20,0,6,1,3,2,9,184,19-01700,3,1,38,0,N,5,227,0.0
23,16,4,6,0,3,2,4,40,08-00803,9,2,16,1,3,1,90,40.0
24,32,4,1,N,4,1,5,499,01-01301,1,1,49,0,2,6,199,0.0
25,41,0,5,0,N,2,9,231,51-51255,9,1,43,0,N,7,501,40.0
26,55,4,1,0,6,1,1,147,24-01004,2,2,37,1,3,7,344,0.0
27,15,1,1,0,7,2,5,324,06-07502,8,1,29,0,4,0,134,20.0
28,24,4,3,0,N,2,7,143,36-04010,8,1,72,2,5,0,179,0.0
29,52,4,1,0,N,1,7,116,24-01004,6,1,87,0,2,7,501,40.0
30,40,0,6,0,2,1,2,0,13-04600,8,2,57,0,N,2,45,40.0
31,46,2,1,9,3,1,9,160,26-02702,1,1,61,0,5,8,501,0.0
32,62,0,4,0,2,2,1,7,26-02702,9,2,45,0,6,2,48,20.0
33,67,1,1,0,2,1,6,147,51-01301,1,1,47,2,4,9,501,0.0
34,48,0,2,1,3,0,3,1,40-00200,2,1,42,N,N,2,N,0.0
35,54,4,4,0,N,2,8,204,36-03710,9,2,56,0,2,4,126,20.0
36,75,4,6,0,2,2,0,32,29-01901,1,2,26,0,N,5,229,20.0
37,25,0,2,1,2,0,6,34,36-03710,6,1,30,N,N,0,N,0.0
38,74,0,4,0,N,2,8,202,32-00405,3,1,84,0,N,3,114,40.0
39,19,4,4,0,N,2,9,65,24-01004,1,2,50,0,N,6,416,40.0
40,91,4,5,0,2,1,4,67,51-51255,8,1,39,1,6,6,480,0.0
41,58,1,6,0,N,1,0,4,38-00100,9,1,16,1,2,0,501,20.0
42,53,4,5,1,4,2,3,150,24-01004,1,2,27,0,N,5,361,0.0
43,30,4,3,0,2,2,1,68,32-00405,1,2,93,0,N,2,78,20.0
