,INDP,count_target,count_deidentified
31,1070,2,0.0
38,1080,4,0.0
45,1090,4,0.0
32,1170,6,0.0
24,1180,9,0.0
16,1190,3,0.0
5,1270,5,0.0
19,1280,13,0.0
37,1290,1,0.0
25,1370,2,0.0
44,1480,1,0.0
26,1590,1,0.0
43,1670,1,0.0
13,1691,6,0.0
34,1790,2,0.0
47,1870,3,0.0
50,1880,2,0.0
0,1990,10,0.0
36,2170,1,0.0
33,2180,1,0.0
10,2190,7,0.0
1,2280,4,0.0
12,2290,2,0.0
28,2370,8,0.0
20,2380,6,0.0
46,2480,3,0.0
23,2490,2,0.0
54,2570,1,0.0
42,2590,2,0.0
29,2670,2,0.0
35,2680,1,0.0
52,2770,1,0.0
17,2870,2,0.0
30,2880,3,0.0
48,2890,2,0.0
53,2970,1,0.0
40,2980,4,0.0
21,3070,7,0.0
41,3080,2,0.0
8,3170,1,0.0
51,3180,1,0.0
18,3291,13,0.0
4,3365,3,0.0
49,3380,2,0.0
11,3390,12,0.0
39,3470,1,0.0
6,3490,15,0.0
9,3570,12,0.0
2,3580,7,0.0
27,3875,4,0.0
22,3895,3,0.0
7,3960,7,0.0
14,3970,3,0.0
3,3980,8,0.0
15,3990,6,0.0
