,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,46,1,4,0,N,1,2,457,48-02507,1,1,44,0,N,2,45,60.0
1,52,0,5,0,6,1,5,242,48-02516,9,2,52,0,6,5,240,80.0
2,22,2,6,1,2,2,3,184,48-02515,1,2,23,1,2,4,188,40.0
3,55,0,2,0,2,1,7,32,48-02507,6,2,53,0,2,7,303,60.0
4,61,2,1,0,2,1,7,52,48-02510,8,1,59,0,2,7,501,60.0
5,68,0,3,0,4,1,4,500,48-02516,2,2,70,0,4,5,501,40.0
6,54,0,2,0,N,2,2,456,48-02510,6,2,52,0,N,2,45,60.0
7,19,2,6,3,7,1,0,106,48-02102,3,2,19,3,7,0,106,100.0
8,31,0,4,4,5,2,5,89,48-02507,9,1,30,4,5,5,87,60.0
9,0,1,N,1,3,2,9,382,48-02515,9,1,0,1,3,N,390,60.0
10,42,3,1,2,4,1,9,53,48-02101,1,1,37,2,4,9,501,60.0
11,52,0,4,1,3,2,4,153,48-02102,2,2,53,1,3,5,156,40.0
12,30,1,2,0,2,1,5,227,48-02507,8,1,30,0,2,5,226,80.0
13,60,1,3,0,N,1,4,214,48-02101,8,1,66,0,N,5,242,40.0
14,9,4,N,2,4,2,N,327,48-02515,1,1,9,2,4,N,321,80.0
15,23,1,2,0,5,2,3,294,48-02507,1,2,29,0,5,4,338,40.0
16,4,1,N,3,5,2,N,341,48-02510,8,1,4,3,5,N,340,80.0
17,41,2,1,3,7,1,4,117,48-02102,3,2,38,3,7,4,106,60.0
18,42,1,2,0,N,2,5,248,48-02515,1,1,40,0,N,5,235,60.0
19,39,1,6,2,3,1,5,268,48-02101,3,1,35,2,3,5,241,60.0
20,18,1,6,0,3,1,2,5,48-02510,9,1,21,0,3,3,501,40.0
21,43,1,3,0,N,2,3,139,48-02101,1,2,45,0,N,4,144,40.0
22,43,0,6,0,2,2,5,347,48-02516,9,2,48,0,2,6,366,40.0
23,39,2,5,2,3,2,5,141,48-02507,1,2,38,2,3,5,136,60.0
24,42,1,5,0,N,2,4,22,48-02507,8,1,44,0,N,5,226,40.0
25,55,1,5,0,2,1,1,222,48-02101,1,1,53,0,2,1,211,60.0
26,26,1,6,N,N,0,0,N,48-02101,8,2,25,N,N,0,N,80.0
27,44,0,6,0,2,1,9,56,48-02101,6,2,38,0,2,9,501,60.0
28,45,1,5,0,4,2,3,271,48-02510,1,2,49,0,4,4,292,40.0
29,29,4,1,0,2,1,6,297,48-02516,3,1,34,0,2,7,327,40.0
30,2,4,N,1,3,1,N,245,48-02102,9,1,0,1,3,N,210,60.0
31,21,0,6,0,4,1,0,331,48-02515,3,1,21,0,4,0,330,80.0
32,20,0,6,1,4,1,0,466,48-02102,3,2,18,1,4,0,455,60.0
33,11,1,N,2,4,1,N,52,48-02510,8,2,10,2,4,N,501,60.0
34,60,1,1,0,2,1,8,5,48-02101,9,1,64,0,2,9,501,40.0
35,61,0,5,N,N,0,2,79,48-02516,2,2,56,N,N,2,70,60.0
36,46,2,1,2,4,2,0,305,48-02515,1,1,38,2,4,0,252,60.0
37,46,1,2,N,N,0,2,96,48-02101,1,1,48,N,N,3,N,40.0
38,54,0,5,0,2,2,6,500,48-02101,6,1,56,0,2,7,501,40.0
39,48,0,1,0,4,1,1,367,48-02515,3,2,43,0,4,1,330,60.0
40,17,1,6,N,N,0,0,95,48-02102,8,2,19,N,N,0,N,60.0
41,41,4,1,3,5,1,8,500,48-02510,2,2,42,3,5,9,501,40.0
42,65,0,4,0,N,1,5,396,48-02507,9,2,66,0,N,6,398,40.0
43,11,4,N,3,6,1,N,162,48-02515,1,1,11,3,6,N,161,80.0
44,58,1,4,0,N,1,7,383,48-02101,9,1,57,0,N,7,379,60.0
45,58,4,1,0,3,1,9,52,48-02101,8,1,54,0,3,9,501,60.0
46,38,1,2,0,N,2,0,117,48-02102,1,2,33,0,N,0,0,60.0
47,32,4,6,0,N,1,7,484,48-02101,1,2,34,0,N,8,489,40.0
48,51,0,1,2,4,2,6,501,48-02101,3,1,49,2,4,6,501,80.0
49,48,1,4,0,N,1,6,379,48-02507,8,1,49,0,N,7,381,40.0
50,81,1,3,0,3,2,1,500,48-02102,1,2,84,0,3,2,501,40.0
51,10,2,N,3,7,1,N,108,48-02102,3,2,10,3,7,N,106,80.0
52,38,0,4,0,N,2,8,52,48-02515,9,2,36,0,N,8,501,60.0
53,26,1,6,0,5,1,5,298,48-02516,8,2,25,0,5,5,287,60.0
54,47,0,5,1,2,1,5,194,48-02516,6,1,44,1,2,5,172,60.0
55,8,0,N,2,5,1,9,13,48-02507,7,2,11,2,5,N,144,40.0
56,34,4,1,2,4,1,7,352,48-02516,4,1,35,2,4,8,353,40.0
57,2,4,N,2,4,2,N,346,48-02515,8,1,2,2,4,N,335,80.0
58,8,1,N,3,6,2,N,194,48-02515,8,2,8,3,6,N,187,80.0
59,41,1,5,0,N,1,5,271,48-02101,8,1,38,0,N,5,252,60.0
60,24,1,6,0,2,2,4,369,48-02516,6,1,24,0,2,4,366,80.0
61,0,0,N,1,2,2,9,70,48-02515,2,1,2,1,2,N,75,40.0
62,60,1,1,1,3,2,3,35,48-02102,2,2,53,1,3,3,301,60.0
63,46,1,4,1,2,1,6,352,48-02516,1,1,49,1,2,7,364,40.0
64,78,1,1,0,2,1,1,0,48-02515,9,2,87,0,2,2,111,40.0
65,37,1,1,3,5,2,4,285,48-02101,9,1,42,3,5,5,317,40.0
66,46,2,1,2,4,2,4,118,48-02510,1,1,51,2,4,5,132,40.0
67,54,1,4,N,N,0,0,N,48-02102,1,1,52,N,N,0,N,80.0
68,37,1,1,3,5,2,6,354,48-02510,8,1,35,3,5,6,340,60.0
69,25,1,1,0,2,2,0,329,48-02515,2,2,25,0,2,0,326,80.0
70,30,4,4,3,5,1,7,285,48-02102,1,2,27,3,5,7,264,60.0
71,69,0,2,N,N,0,2,86,48-02510,1,1,79,N,N,3,N,40.0
72,31,4,6,2,8,1,5,213,48-02507,8,1,30,2,8,5,201,60.0
73,30,0,1,0,2,2,6,442,48-02516,3,2,29,0,2,6,439,60.0
74,59,0,4,0,N,1,8,52,48-02102,9,1,56,0,N,8,501,60.0
75,47,0,4,N,N,0,0,N,48-02101,1,2,46,N,N,0,N,80.0
76,3,2,N,3,5,1,9,253,48-02516,8,1,4,3,5,N,261,40.0
77,33,2,1,3,5,1,4,235,48-02516,8,2,38,3,5,5,261,40.0
78,5,4,N,3,5,1,N,272,48-02102,1,2,5,3,5,N,264,80.0
79,33,4,2,1,4,1,9,501,48-02510,6,2,32,1,4,9,501,80.0
80,60,1,1,0,2,1,2,5,48-02101,3,2,64,0,2,3,501,40.0
81,53,2,1,2,7,1,4,490,48-02102,2,1,48,2,7,4,476,60.0
82,22,1,6,1,6,1,4,501,48-02101,9,2,21,1,6,4,501,80.0
83,16,1,N,3,6,1,N,119,48-02515,8,2,14,3,6,N,109,60.0
84,28,4,6,2,8,1,3,213,48-02507,8,2,27,2,8,3,201,60.0
85,56,1,2,3,8,1,3,22,48-02515,8,1,55,3,8,3,210,60.0
86,16,1,6,1,3,1,3,1,48-02510,2,1,18,1,3,4,105,40.0
87,78,0,3,N,N,0,2,N,48-02516,2,2,78,N,N,2,N,100.0
88,22,0,6,0,N,2,6,388,48-02515,9,2,27,0,N,7,409,40.0
89,51,0,5,0,N,2,5,274,48-02102,1,1,56,0,N,6,304,40.0
90,47,2,1,0,2,2,6,56,48-02102,1,1,40,0,2,6,501,60.0
91,31,1,4,0,N,2,4,190,48-02515,8,1,30,0,N,4,183,60.0
92,26,1,6,N,N,0,0,95,48-02102,8,1,28,N,N,0,N,60.0
93,5,4,N,2,4,2,N,341,48-02515,8,2,5,2,4,N,335,80.0
94,36,4,1,0,2,1,7,500,48-02510,8,1,37,0,2,8,501,40.0
95,56,0,4,0,N,1,2,428,48-02510,9,2,52,0,N,2,41,60.0
96,43,0,6,0,4,2,5,150,48-02516,3,1,43,0,4,5,148,80.0
97,72,0,2,N,N,0,2,9,48-02102,1,2,80,N,N,3,N,40.0
98,63,0,3,0,N,1,8,496,48-02102,6,2,63,0,N,8,496,100.0
99,30,1,1,3,6,2,4,169,48-02507,9,2,31,3,6,5,174,40.0
100,80,4,4,0,N,1,6,319,48-02510,1,1,80,0,N,6,315,80.0
101,51,0,4,0,N,1,6,450,48-02507,9,1,53,0,N,7,456,40.0
102,49,0,4,2,3,1,4,123,48-02516,2,1,46,2,3,4,113,60.0
103,78,4,1,0,2,2,2,131,48-02102,8,2,78,0,2,2,131,100.0
104,71,0,4,0,N,2,6,331,48-02516,2,2,65,0,N,6,295,60.0
105,70,0,2,0,5,2,4,52,48-02101,1,2,67,0,5,4,501,60.0
106,21,0,1,0,2,1,5,239,48-02507,9,1,22,0,2,6,244,40.0
107,47,0,1,2,5,1,5,139,48-02507,7,2,49,2,5,6,144,40.0
108,27,0,1,0,2,2,7,329,48-02515,2,1,27,0,2,7,326,80.0
109,13,4,6,2,5,2,2,108,48-02516,8,1,17,2,5,3,125,40.0
110,55,0,6,N,N,0,1,64,48-02507,2,2,60,N,N,2,70,40.0
111,2,1,N,1,3,2,N,168,48-02507,8,2,2,1,3,N,162,80.0
112,44,4,1,1,3,2,8,338,48-02516,8,1,44,1,3,8,336,80.0
113,41,1,4,1,2,2,4,116,48-02101,1,2,41,1,2,4,116,100.0
114,66,1,2,0,N,2,3,188,48-02507,1,1,68,0,N,4,198,40.0
115,17,2,N,2,3,1,N,135,48-02507,1,1,13,2,3,N,115,60.0
116,78,0,3,N,N,0,1,96,48-02510,2,2,81,N,N,2,N,40.0
117,45,0,4,0,N,2,8,500,48-02510,6,1,48,0,N,9,501,40.0
118,41,0,4,0,2,1,8,501,48-02507,6,1,41,0,2,8,501,100.0
119,60,0,3,0,N,2,2,77,48-02516,2,2,62,0,N,3,80,40.0
120,35,1,4,2,4,2,7,265,48-02516,1,2,36,2,4,8,271,40.0
121,56,1,4,0,N,2,0,107,48-02515,2,2,54,0,N,0,0,60.0
122,62,0,3,N,N,0,2,87,48-02515,2,1,72,N,N,3,N,40.0
123,85,1,4,N,N,0,2,N,48-02510,1,2,84,N,N,2,N,80.0
124,19,1,6,2,3,2,0,154,48-02507,8,1,15,2,3,0,131,60.0
125,10,2,N,3,5,1,9,238,48-02516,8,2,13,3,5,N,261,40.0
126,46,2,1,0,2,2,8,500,48-02516,1,1,48,0,2,9,501,40.0
127,66,1,4,0,2,2,1,56,48-02102,1,2,75,0,2,2,59,40.0
128,32,0,5,1,5,2,5,170,48-02507,1,2,31,1,5,5,167,60.0
129,1,0,N,1,3,1,N,501,48-02515,6,2,1,1,3,N,501,100.0
130,57,0,5,0,N,2,1,431,48-02515,2,2,60,0,N,2,44,40.0
131,52,0,5,0,3,1,8,500,48-02510,1,1,53,0,3,9,501,40.0
132,9,0,N,2,4,1,9,258,48-02516,9,2,13,2,4,N,292,40.0
133,40,0,6,N,N,0,0,103,48-02507,1,2,39,N,N,0,0,60.0
134,57,3,6,1,2,2,2,253,48-02507,2,1,52,1,2,2,22,60.0
135,44,4,5,N,N,0,2,94,48-02515,1,2,48,N,N,3,N,40.0
136,27,0,6,0,N,2,7,500,48-02515,6,1,29,0,N,8,501,40.0
137,87,0,2,0,N,1,2,58,48-02507,2,2,83,0,N,2,57,60.0
