"AGEP","RAC1P","MSP","SEX","HOUSING_TYPE","OWN_RENT","DVET","DEYE","PINCP_DECILE","EDU"
20,2,"6",1,1,1,"N",2,"0","7"
77,1,"5",2,1,1,"N",2,"9","12"
62,1,"6",1,1,2,"N",2,"5","5"
22,6,"6",1,1,2,"N",2,"2","9"
53,1,"1",2,1,1,"N",2,"7","10"
9,1,"N",1,1,1,"N",1,"N","3"
70,8,"4",2,1,2,"N",2,"3","5"
48,3,"6",2,1,2,"N",2,"1","4"
72,1,"1",1,1,1,"N",2,"4","10"
59,1,"1",1,1,1,"N",2,"8","5"
39,1,"1",2,1,2,"N",2,"0","5"
29,1,"6",2,1,2,"N",2,"5","9"
40,1,"1",1,1,1,"N",2,"8","10"
54,1,"1",1,1,1,"N",2,"9","10"
17,2,"6",2,1,2,"N",2,"0","4"
23,3,"6",2,1,1,"N",2,"0","7"
48,1,"4",2,1,1,"N",2,"9","10"
5,6,"N",1,1,1,"N",2,"N","1"
38,1,"3",2,1,1,"N",2,"6","7"
71,2,"3",2,1,1,"N",2,"8","9"
9,1,"N",2,1,1,"N",2,"N","3"
29,1,"6",1,1,2,"N",2,"6","11"
55,1,"1",2,1,1,"N",2,"6","9"
56,1,"1",2,1,1,"N",2,"9","10"
53,2,"4",2,1,1,"N",2,"6","8"
42,1,"4",2,1,2,"N",2,"0","3"
44,3,"1",1,1,1,"N",2,"7","8"
32,1,"4",1,1,1,"N",2,"5","6"
65,3,"4",2,1,2,"N",1,"3","7"
17,3,"6",2,1,1,"N",2,"0","4"
31,9,"6",1,1,2,"N",2,"6","9"
42,1,"1",1,1,1,"N",2,"6","5"
42,2,"1",2,1,2,"N",2,"3","6"
42,3,"3",1,2,0,"N",2,"8","5"
0,1,"N",1,1,1,"N",2,"N","N"
7,2,"N",2,1,1,"N",2,"N","3"
30,1,"6",2,1,2,"N",2,"9","10"
19,1,"1",2,1,2,"N",2,"1","7"
79,1,"6",1,1,1,"N",2,"8","10"
32,2,"6",1,2,0,"N",1,"0","4"
29,9,"6",1,1,1,"N",2,"0","4"
63,1,"4",1,1,1,"N",2,"9","9"
55,3,"6",1,1,1,"N",2,"3","5"
70,1,"1",2,1,1,"N",2,"7","10"
22,1,"1",2,1,1,"N",2,"4","5"
58,8,"1",1,1,1,"N",2,"6","7"
10,6,"N",1,1,1,"N",2,"N","3"
40,1,"4",1,1,1,"N",2,"7","7"
63,6,"1",1,1,2,"N",2,"2","9"
42,1,"1",1,1,1,"N",2,"2","5"
46,8,"1",1,1,2,"N",2,"4","3"
57,1,"1",1,1,1,"N",2,"9","10"
49,1,"1",2,1,1,"N",2,"1","4"
24,2,"6",2,1,2,"N",2,"1","5"
58,2,"4",1,1,2,"N",2,"0","11"
22,1,"6",1,1,2,"N",2,"1","9"
44,2,"1",1,1,2,"N",2,"8","10"
6,1,"N",2,1,1,"N",2,"N","1"
22,2,"6",2,3,0,"N",2,"1","7"
23,1,"6",1,1,2,"N",2,"6","9"
2,1,"N",1,1,1,"N",2,"N","N"
62,2,"4",2,1,2,"N",2,"3","5"
42,2,"6",1,1,2,"N",2,"0","10"
5,1,"N",2,1,1,"N",2,"N","2"
40,1,"1",1,1,1,"N",2,"6","12"
67,2,"6",2,1,1,"N",2,"2","5"
66,1,"1",2,1,1,"N",2,"8","7"
41,2,"6",1,2,0,"N",2,"0","4"
63,2,"1",1,1,2,"N",2,"4","7"
52,2,"6",2,1,2,"N",2,"6","5"
20,9,"6",1,3,0,"N",2,"0","7"
27,1,"6",1,1,2,"N",2,"6","12"
73,1,"1",1,1,1,"N",2,"9","11"
6,1,"N",1,1,1,"N",2,"N","2"
59,1,"6",2,1,1,"N",2,"0","7"
50,2,"6",2,1,2,"N",2,"3","7"
91,1,"6",2,2,0,"N",2,"2","8"
55,2,"6",2,3,0,"N",2,"1","7"
20,1,"6",2,3,0,"N",2,"1","7"
58,2,"4",2,1,2,"N",2,"1","10"
55,1,"1",2,1,1,"N",2,"9","5"
15,6,"6",2,1,1,"N",2,"1","4"
83,1,"1",1,1,1,"N",2,"9","9"
53,1,"1",1,1,1,"N",2,"9","7"
36,1,"6",2,1,2,"N",2,"9","9"
16,2,"6",1,1,2,"N",2,"0","4"
20,1,"6",2,1,2,"N",2,"3","7"
46,2,"2",1,1,2,"N",2,"6","1"
54,1,"6",1,1,2,"N",2,"7","5"
72,2,"4",2,1,2,"N",2,"3","7"
21,1,"6",2,1,1,"N",2,"5","5"
42,1,"4",1,1,1,"N",2,"9","9"
76,1,"4",2,1,2,"N",2,"3","5"
59,2,"1",1,1,1,"N",2,"8","9"
79,1,"4",1,1,1,"N",2,"6","7"
48,1,"3",1,1,2,"N",2,"7","5"
53,1,"1",1,1,2,"N",2,"0","9"
42,1,"1",1,1,2,"N",2,"9","12"
71,2,"1",1,1,1,"N",2,"2","4"
27,1,"1",2,1,1,"N",2,"8","9"
86,2,"5",2,1,2,"N",2,"3","5"
64,1,"6",2,2,0,"N",2,"4","9"
22,1,"6",1,1,2,"N",2,"4","5"
11,1,"N",1,1,1,"N",2,"N","3"
13,1,"N",1,1,1,"N",2,"N","3"
5,2,"N",2,1,1,"N",2,"N","2"
29,1,"1",1,1,1,"N",2,"6","7"
35,6,"1",2,1,1,"N",2,"8","12"
45,1,"1",1,1,1,"N",2,"8","10"
22,6,"6",1,3,0,"N",2,"1","9"
57,1,"1",2,1,1,"N",2,"4","5"
1,1,"N",2,1,2,"N",2,"N","N"
42,1,"1",1,1,2,"N",2,"9","10"
58,1,"1",2,1,1,"N",2,"2","5"
26,1,"6",2,1,2,"N",2,"9","10"
6,1,"N",1,1,1,"N",2,"N","2"
36,6,"1",1,1,2,"N",2,"9","9"
9,3,"N",1,1,1,"N",2,"N","3"
29,1,"6",2,1,1,"N",2,"9","9"
40,6,"1",2,1,2,"N",2,"0","8"
19,2,"6",1,3,0,"N",2,"0","7"
42,1,"1",2,1,1,"N",2,"8","8"
51,1,"4",2,1,2,"3",1,"8","9"
33,2,"1",1,1,2,"N",2,"5","5"
20,2,"6",2,1,2,"N",2,"0","7"
51,1,"1",2,1,1,"N",2,"9","11"
29,1,"1",2,1,2,"N",2,"9","9"
55,8,"3",2,1,2,"N",2,"1","4"
31,6,"6",1,1,1,"N",2,"2","10"
67,1,"6",1,1,2,"N",2,"5","7"
58,1,"1",2,1,1,"N",2,"9","9"
38,1,"2",1,1,2,"N",2,"9","9"
76,1,"1",1,1,1,"N",2,"9","12"
50,6,"1",1,1,1,"N",2,"6","10"
52,1,"6",1,1,2,"N",2,"4","9"
9,1,"N",2,1,1,"N",2,"N","3"
18,2,"6",2,3,0,"N",2,"0","7"
45,1,"1",2,1,1,"N",2,"7","9"
23,1,"6",1,1,2,"N",2,"7","9"
18,1,"6",2,3,0,"N",2,"2","7"
57,9,"4",1,1,1,"N",2,"7","5"
64,9,"4",2,1,1,"N",2,"4","9"
78,1,"1",1,1,1,"N",2,"5","11"
8,1,"N",2,1,1,"N",2,"N","3"
38,9,"6",1,1,2,"N",2,"8","10"
89,1,"3",2,2,0,"N",2,"6","5"
39,1,"1",2,1,2,"N",2,"6","9"
48,1,"6",1,1,2,"N",2,"7","8"
28,1,"6",1,1,2,"N",2,"7","9"
58,2,"1",2,1,1,"N",2,"5","7"
38,2,"6",2,1,2,"N",2,"4","7"
14,1,"N",1,1,2,"N",2,"N","3"
