,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,2.3314683517128287e-15,0.037228894478930755,0.002639352677991729,0.08551896074007477,-0.09145086345543217,0.05748701533291765,-0.019994237088131327,-0.09222420041172925,0.007617522875835461,0.0051013353022822585,-0.009685347056428154
AGEP,0.037228894478930755,1.1102230246251565e-16,-0.05542383879965508,-0.09736823058501243,0.0955934425125897,0.12236841234990001,0.16884034140860404,0.31039995805971277,0.10890367185843748,-0.48509638236176067,0.13036166874757518
SEX,0.002639352677991729,-0.05542383879965508,-6.661338147750939e-16,-0.001228593553346112,-0.007496215632542343,0.0029503628525616287,-0.0156604344019043,-0.011510717433286726,-0.03717038460662218,0.0807080620892412,-0.0028088326455824246
MSP,0.08551896074007477,-0.09736823058501243,-0.001228593553346112,0.0,-0.021083702433283426,0.005221040579378199,0.4278454048390459,0.5033444557268882,-0.010955549273645691,-0.1487685697726504,0.036536879835238616
HISP,-0.09145086345543217,0.0955934425125897,-0.007496215632542343,-0.021083702433283426,1.6653345369377348e-15,-0.17901657539367694,-0.04602977736474861,-0.04820589393572214,0.01578950074576009,0.002503451993314254,0.0027235872989059733
RAC1P,0.05748701533291765,0.12236841234990001,0.0029503628525616287,0.005221040579378199,-0.17901657539367694,0.0,-0.07261955530866822,-0.09888065115864965,-0.09816777222129919,0.10885216341448148,-0.015234830893944819
NOC,-0.019994237088131327,0.16884034140860404,-0.0156604344019043,0.4278454048390459,-0.04602977736474861,-0.07261955530866822,-4.6629367034256575e-15,-0.6778258101371096,-0.20119003106747524,0.2566152552626813,-0.06718773246815225
NPF,-0.09222420041172925,0.31039995805971277,-0.011510717433286726,0.5033444557268882,-0.04820589393572214,-0.09888065115864965,-0.6778258101371096,-3.552713678800501e-15,-0.05888486016219875,0.24435945189948968,-0.022248675292198365
OWN_RENT,0.007617522875835461,0.10890367185843748,-0.03717038460662218,-0.010955549273645691,0.01578950074576009,-0.09816777222129919,-0.20119003106747524,-0.05888486016219875,3.774758283725532e-15,0.001584244525315897,0.01229894873483418
PINCP_DECILE,0.0051013353022822585,-0.48509638236176067,0.0807080620892412,-0.1487685697726504,0.002503451993314254,0.10885216341448148,0.2566152552626813,0.24435945189948968,0.001584244525315897,0.0,-0.023323643325528748
DEYE,-0.009685347056428154,0.13036166874757518,-0.0028088326455824246,0.036536879835238616,0.0027235872989059733,-0.015234830893944819,-0.06718773246815225,-0.022248675292198365,0.01229894873483418,-0.023323643325528748,9.992007221626409e-16
