,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,-4.218847493575595e-15,-0.004844168558191482,0.019665323302467286,0.03618630340416406,0.041302136162929215,0.07481781144703738,-0.011825199365396645,-0.07286940482789814,0.02118181482051687,0.01021697890176473,0.0063797818364643155
AGEP,-0.004844168558191482,-1.2212453270876722e-15,-0.038813988390735424,-0.056149322446488285,0.06577891459545587,0.09781700441329573,0.11652596752205813,0.13774650989981718,0.07059807977299658,-0.026902501775254384,0.031768454300760696
SEX,0.019665323302467286,-0.038813988390735424,-3.552713678800501e-15,-0.0015486964540275643,0.009850023233200639,0.009221065813151543,0.01745225600741947,0.0665884634551463,0.017763039592235127,0.002065652231302284,0.02526715520132043
MSP,0.03618630340416406,-0.056149322446488285,-0.0015486964540275643,0.0,-0.00573166875131036,0.03880073770577087,0.18909222461269798,0.30936755406667815,0.0152185639943423,0.005759267061634973,0.027880266628184065
HISP,0.041302136162929215,0.06577891459545587,0.009850023233200639,-0.00573166875131036,0.0,-0.1373129542530838,-0.034634714486698484,-0.007843497515246028,-0.053479519928001325,0.04245841752581551,-0.013450975193058016
RAC1P,0.07481781144703738,0.09781700441329573,0.009221065813151543,0.03880073770577087,-0.1373129542530838,0.0,-0.04006735918153036,-0.03823886610386642,-0.024157265423015016,0.054963862400467335,-0.05484609950121529
NOC,-0.011825199365396645,0.11652596752205813,0.01745225600741947,0.18909222461269798,-0.034634714486698484,-0.04006735918153036,-4.440892098500626e-15,-0.006224399684223614,-0.1831426950430199,0.048287207009683364,-0.054484206972942
NPF,-0.07286940482789814,0.13774650989981718,0.0665884634551463,0.30936755406667815,-0.007843497515246028,-0.03823886610386642,-0.006224399684223614,-1.2434497875801753e-14,-0.0534756543298366,0.04739562185731021,-0.04412953038084335
OWN_RENT,0.02118181482051687,0.07059807977299658,0.017763039592235127,0.0152185639943423,-0.053479519928001325,-0.024157265423015016,-0.1831426950430199,-0.0534756543298366,-2.1538326677728037e-14,-0.005305833347226313,-0.04890142923272703
PINCP_DECILE,0.01021697890176473,-0.026902501775254384,0.002065652231302284,0.005759267061634973,0.04245841752581551,0.054963862400467335,0.048287207009683364,0.04739562185731021,-0.005305833347226313,1.6653345369377348e-15,-0.046041495546643024
DEYE,0.0063797818364643155,0.031768454300760696,0.02526715520132043,0.027880266628184065,-0.013450975193058016,-0.05484609950121529,-0.054484206972942,-0.04412953038084335,-0.04890142923272703,-0.046041495546643024,1.176836406102666e-14
