,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,54,2,8,2,2,2,N,5,0,1,1070,7,6,0,N,2,196900.0,4,263,13-04600,48,1,2,9,31,2,7,2,2,2,N,1,6180,4,5,19200.0,4,64,113,112,43.75
1,59,2,0,2,2,2,N,7,0,1,9920,N,1,1,2,2,-1300.0,4,14,30-00600,44,1,1,24,68,2,0,2,1,2,4,1,N,0,2,40200.0,6,316,514,514,37.5
2,17,2,12,2,2,1,N,7,0,1,370,10,1,0,3,2,134000.0,4,139,08-00803,53,1,1,25,34,2,7,2,2,2,N,1,7770,0,2,55000.0,6,501,192,192,37.5
3,15,2,7,2,2,2,N,9,0,1,4370,9,6,3,6,1,-3000.0,0,247,13-04600,47,1,1,19,26,2,7,2,2,2,N,1,6970,0,N,58000.0,7,441,39,39,43.75
4,39,2,7,2,2,2,N,7,0,1,7390,10,6,1,2,2,151000.0,0,120,29-01901,161,6,2,217,21,2,8,2,2,2,N,1,7290,0,N,15000.0,3,113,43,49,37.5
5,38,2,1,2,2,2,N,9,0,1,3990,4,1,0,6,1,305200.0,4,320,38-00100,33,1,2,9,38,2,0,2,2,2,N,1,3390,2,4,81000.0,8,501,50,50,43.75
6,45,2,0,2,1,N,N,5,0,1,8680,3,1,0,2,1,423000.0,6,363,29-01901,87,1,1,36,43,2,8,2,2,2,N,1,770,2,4,8000.0,2,187,269,293,25.0
7,38,2,0,2,2,2,N,5,0,1,6880,10,1,3,2,1,-100.0,0,209,38-00100,41,1,2,16,27,2,0,2,2,2,N,1,7670,2,4,33000.0,5,282,94,64,43.75
8,64,2,7,2,2,2,N,6,0,1,9790,N,6,0,2,2,-100.0,0,448,17-03529,39,2,2,4,68,2,11,2,1,2,N,1,N,0,N,20500.0,4,168,83,83,37.5
9,58,2,12,2,2,2,N,9,0,1,8563,9,6,1,N,2,303000.0,1,250,17-03531,41,2,1,18,71,2,10,2,2,2,N,1,7071,0,2,28800.0,4,433,191,191,37.5
10,43,2,7,2,2,2,N,11,0,1,7480,10,1,1,3,2,255000.0,4,5,24-01004,54,2,2,31,37,2,8,2,2,2,N,1,7290,1,3,140000.0,9,501,52,67,50.0
11,37,2,7,2,2,2,N,12,0,1,6770,6,6,0,N,1,30020.0,9,460,08-00803,37,1,1,22,56,2,7,2,2,2,N,1,5593,0,2,150000.0,9,501,63,53,56.25
12,79,2,8,2,2,2,N,9,0,1,9920,3,4,0,3,2,293300.0,4,229,24-01004,56,1,2,77,51,2,8,2,2,2,N,1,770,0,2,30000.0,4,359,60,60,56.25
13,38,2,10,2,2,2,N,9,0,1,8680,14,1,1,4,2,280000.0,4,49,19-01700,52,1,2,28,23,2,7,2,2,2,N,1,8590,0,2,3000.0,1,136,63,63,37.5
14,14,2,10,2,2,2,N,5,0,1,4270,6,6,1,N,1,24990.0,4,212,08-00803,188,1,1,133,54,2,7,2,2,2,N,1,4990,0,4,76140.0,8,501,29,24,37.5
15,72,2,10,2,2,2,N,12,0,1,7980,14,1,0,2,1,240.0,7,0,51-51255,50,1,1,0,67,2,10,2,2,2,3,1,8562,0,3,182300.0,9,501,39,42,43.75
16,33,2,13,2,2,2,N,5,0,1,8570,12,1,0,2,2,282000.0,3,2,30-00600,187,1,1,127,44,2,0,2,2,2,N,1,8191,1,4,50000.0,7,317,84,52,37.5
17,51,2,10,2,2,2,N,12,0,1,9780,9,4,0,2,2,21520.0,7,457,24-01004,46,1,1,23,55,2,8,2,2,2,N,1,7071,0,N,352300.0,9,501,51,51,43.75
18,37,2,7,2,2,2,N,7,3,2,8380,10,6,0,3,2,25330.0,1,498,29-01901,115,2,1,196,57,2,8,2,1,1,N,1,7280,0,N,12000.0,3,91,176,177,25.0
19,12,2,7,2,2,2,N,7,1,1,7080,10,6,0,N,2,24080.0,9,120,06-07502,382,1,1,164,33,2,12,2,2,2,N,1,7380,0,N,30000.0,5,227,185,119,50.0
20,41,2,0,2,2,2,N,5,0,1,1370,14,6,0,3,2,213200.0,8,366,38-00100,89,1,2,64,25,2,0,2,2,2,N,1,8660,0,N,8000.0,1,61,118,119,50.0
21,40,2,13,2,2,2,N,4,0,1,690,6,4,3,2,1,14100.0,1,157,38-00100,89,1,1,62,66,2,0,2,2,2,N,1,4890,0,3,57900.0,7,501,15,111,37.5
22,75,2,8,2,1,1,N,7,0,2,9790,9,4,0,N,1,7480.0,7,232,24-01004,39,1,2,15,67,2,8,2,2,2,N,1,7071,0,N,68200.0,7,501,13,13,43.75
23,55,2,7,2,2,2,N,12,0,1,6390,10,1,0,N,1,115030.0,9,199,08-00803,101,6,1,75,45,2,7,2,2,2,N,1,7460,1,3,160000.0,9,501,132,132,50.0
24,16,2,10,2,2,2,N,10,0,1,1280,13,1,1,2,1,250000.0,9,134,51-01301,53,1,1,39,68,2,10,2,2,2,N,1,8380,0,2,123000.0,9,501,60,60,56.25
25,39,2,0,2,2,2,N,7,0,1,6880,0,6,0,N,1,24400.0,3,478,38-00100,16,1,2,0,48,2,0,2,1,1,N,1,180,0,3,122000.0,9,501,3,38,37.5
26,37,2,13,2,2,2,N,7,0,1,7290,N,6,1,2,2,100.0,0,492,29-01901,190,2,2,129,36,2,8,2,1,1,N,1,N,5,6,2500.0,1,7,155,155,25.0
27,14,2,7,2,2,2,N,6,0,1,2970,13,6,N,N,2,131020.0,2,158,17-03529,52,2,2,0,66,2,11,2,1,2,N,1,8370,0,2,8000.0,2,358,122,98,37.5
28,40,1,0,2,2,2,N,9,0,1,3970,6,1,0,2,1,30060.0,4,48,29-01901,51,1,2,58,29,2,8,2,2,2,N,1,5170,1,3,311000.0,9,501,62,64,31.25
29,59,2,7,2,2,2,N,11,0,1,9920,9,6,0,12,1,-100.0,0,478,06-08507,60,6,1,64,31,2,7,2,2,2,N,1,6991,0,N,200000.0,9,501,51,52,50.0
