,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,25,2,6,2,2,2,N,4,0,1,5580,6,6,2,4,1,1000.0,1,501,25-00703,113,1,2,136,16,2,6,2,2,2,N,1,4971,4,6,1500.0,1,501,81,98,56.25
1,58,2,5,2,2,2,N,5,0,1,770,6,4,0,N,1,50000.0,6,501,25-01300,106,1,1,119,43,2,5,2,2,2,N,1,5295,0,2,50000.0,6,456,101,81,62.5
2,14,2,6,2,2,2,N,3,0,1,N,N,N,2,4,1,N,N,501,25-01000,168,9,1,102,8,2,6,2,2,2,N,1,N,2,5,N,N,501,252,193,75.0
3,17,2,7,2,2,2,N,7,0,1,8680,14,6,0,2,1,0.0,0,0,25-00503,66,1,2,51,19,2,7,2,2,2,N,1,8590,0,3,5600.0,1,337,91,59,50.0
4,20,2,5,2,2,2,N,N,0,1,N,N,N,2,4,1,5000.0,1,501,25-01300,55,6,2,69,2,2,5,2,N,N,N,1,N,2,4,N,N,501,168,156,56.25
5,22,2,5,2,2,2,N,4,0,3,N,N,6,N,N,0,0.0,1,N,25-01300,24,1,2,0,50,2,5,2,2,1,N,3,N,N,N,9000.0,2,68,41,0,62.5
6,85,2,7,2,1,1,N,1,0,2,N,N,6,N,N,0,0.0,0,N,25-02800,57,1,2,5,53,2,7,2,2,1,N,3,N,N,N,4000.0,1,30,13,0,50.0
7,76,2,7,2,1,2,N,7,0,3,N,N,4,N,N,0,8560.0,3,N,25-02800,75,1,2,0,29,1,7,2,2,1,N,2,N,N,N,0.0,0,N,36,0,50.0
8,35,2,6,2,2,2,N,5,0,1,N,N,6,0,2,1,0.0,1,501,25-00703,107,1,1,105,19,2,6,2,2,2,N,1,N,1,4,40.0,0,269,47,77,50.0
9,58,2,7,2,2,2,N,9,0,1,770,4,4,0,N,2,100000.0,8,501,25-02800,108,1,1,100,42,2,7,2,2,2,N,1,3390,2,3,158000.0,9,501,75,75,50.0
10,76,1,6,2,1,1,N,1,0,1,N,N,3,0,N,2,10700.0,2,141,25-00703,2,1,2,125,88,2,6,2,2,2,N,1,N,0,N,7800.0,2,63,55,54,50.0
11,61,2,7,2,2,2,N,7,0,1,770,12,4,0,N,2,34000.0,6,501,25-01000,89,1,2,105,63,2,6,2,2,2,N,1,8170,0,2,34000.0,4,394,60,59,50.0
12,31,2,5,2,2,2,N,7,0,1,8680,14,6,0,2,1,10000.0,1,501,25-01300,177,1,1,159,32,2,5,2,2,2,N,1,8680,0,3,30000.0,4,501,97,75,62.5
13,29,2,7,2,2,2,N,5,0,3,8680,14,6,N,N,0,0.0,1,N,25-00503,29,1,2,0,18,2,7,2,2,1,N,3,8590,N,N,2000.0,1,N,66,0,68.75
14,51,2,5,2,2,2,N,9,0,1,6992,10,4,0,N,1,65000.0,8,501,25-01300,82,1,1,73,54,2,5,2,2,2,N,1,7390,0,2,129000.0,9,501,95,57,56.25
15,56,2,6,2,2,2,N,10,0,1,7860,12,1,0,2,1,99400.0,9,501,25-00703,50,1,1,59,56,2,6,2,2,2,N,1,8090,2,4,200000.0,9,501,58,62,62.5
16,37,2,7,2,2,2,N,7,0,1,770,12,6,0,N,2,30000.0,4,501,25-02800,132,1,2,150,37,2,7,2,2,2,N,1,7980,1,2,43000.0,5,247,70,69,50.0
17,18,2,5,2,2,2,N,4,0,3,N,N,6,N,N,0,0.0,1,N,25-01300,53,1,1,0,63,2,5,2,2,1,N,3,N,N,N,0.0,0,0,44,0,68.75
18,43,2,6,2,2,2,N,5,0,1,8680,7,1,0,2,1,15000.0,3,501,25-01000,163,1,2,236,60,2,6,2,2,2,N,1,6180,1,4,10000.0,2,300,48,54,43.75
19,57,2,6,2,2,2,N,9,0,1,770,10,4,0,N,1,65000.0,8,501,25-00703,63,1,2,66,43,2,6,2,2,2,N,1,7280,0,N,250000.0,9,501,83,83,62.5
20,79,2,6,2,2,2,N,9,0,1,8191,12,4,0,N,2,53200.0,7,501,25-00703,39,1,2,62,85,2,6,2,2,1,N,1,8191,0,N,45940.0,5,380,61,61,56.25
21,68,2,6,2,2,2,N,9,0,1,9370,12,3,0,N,1,122100.0,7,501,25-01000,55,1,2,86,63,2,6,2,2,2,N,1,8170,0,N,12000.0,2,90,118,117,56.25
22,51,2,7,2,2,2,N,5,0,1,8680,14,1,0,2,2,20000.0,4,501,25-02800,186,1,1,115,68,2,7,2,2,2,N,1,8580,0,2,32200.0,4,478,89,89,62.5
23,59,2,7,2,2,2,N,7,0,1,770,9,6,0,N,2,30000.0,4,267,25-00503,63,1,2,101,41,2,7,2,2,2,N,1,6870,0,2,80000.0,7,471,114,76,50.0
24,80,2,7,2,2,2,N,5,0,1,770,16,3,0,N,1,53500.0,6,501,25-01000,62,1,2,42,67,2,6,2,2,2,N,1,9480,0,N,50000.0,6,412,218,218,56.25
25,80,2,5,2,2,2,N,7,0,1,8191,12,1,0,2,1,50000.0,5,501,25-01300,77,1,2,50,57,2,5,2,2,2,N,1,7980,0,2,44000.0,5,501,81,82,68.75
26,44,2,6,2,2,2,N,7,0,1,8191,12,6,0,N,2,30000.0,4,501,25-01000,98,1,2,112,21,2,6,2,2,2,N,1,8090,0,N,32500.0,4,247,133,132,62.5
27,28,2,5,2,2,2,N,4,0,1,8680,14,6,1,4,1,0.0,1,501,25-01300,159,9,1,184,18,2,5,2,2,2,N,1,8670,1,4,1140.0,1,501,54,59,68.75
28,63,2,6,2,2,2,N,9,0,1,N,14,4,0,N,1,12000.0,4,501,25-00703,95,1,2,67,78,2,6,2,2,2,N,1,8564,0,N,33000.0,4,273,40,43,62.5
29,63,2,5,2,2,2,N,7,0,1,N,N,4,0,N,1,12000.0,2,82,25-01300,62,1,2,55,69,2,5,2,2,2,N,1,N,0,N,100.0,0,0,71,71,62.5
30,8,2,6,2,2,2,N,3,4,1,N,N,N,2,4,1,N,N,501,25-00703,262,8,1,378,12,2,6,2,2,2,N,1,N,2,7,N,N,366,73,34,68.75
31,71,2,5,2,2,2,N,7,0,1,8370,12,4,0,N,1,28200.0,4,501,25-01300,77,1,2,54,51,2,5,2,2,2,N,1,8191,0,4,36800.0,5,501,213,164,56.25
32,49,2,7,2,2,2,N,5,0,1,770,12,4,0,2,1,50000.0,4,501,25-02800,87,1,2,103,66,2,7,2,2,2,N,1,8191,0,N,88800.0,8,501,55,56,56.25
33,75,2,5,2,1,2,N,7,0,1,N,N,3,0,N,2,31650.0,4,94,25-01300,46,1,2,43,70,1,5,2,1,2,N,1,N,0,N,32800.0,4,272,51,51,62.5
34,50,2,6,2,2,2,N,9,0,1,770,3,6,0,N,1,50000.0,6,501,25-00703,56,1,2,64,69,2,6,2,2,2,N,1,770,0,2,83200.0,7,501,59,52,62.5
35,13,2,7,2,2,2,N,3,0,1,N,N,N,1,3,1,0.0,0,501,25-02800,97,9,1,227,10,2,7,2,2,2,N,1,N,3,5,N,N,501,57,47,56.25
36,66,2,5,2,2,2,N,5,0,1,8680,14,1,0,2,1,0.0,2,501,25-01300,78,1,1,144,64,2,5,2,2,2,N,1,8680,0,2,52100.0,6,328,49,45,62.5
37,5,2,6,2,N,N,N,N,0,1,N,N,N,0,2,2,N,N,86,25-01000,234,1,2,130,1,2,6,2,N,N,N,1,N,1,3,N,N,485,81,70,62.5
38,63,1,5,2,1,2,N,5,0,1,N,N,4,0,N,1,36300.0,4,501,25-01300,232,1,1,172,53,2,5,2,2,2,N,1,N,0,4,22200.0,3,501,262,164,50.0
39,13,2,6,2,2,2,N,5,0,1,8680,14,1,0,2,2,15000.0,3,501,25-00703,325,1,1,167,37,2,6,2,2,2,N,1,8680,0,2,45000.0,5,501,94,86,68.75
40,11,2,5,2,2,2,N,4,0,1,N,N,N,2,4,1,0.0,0,501,25-01300,40,1,2,40,14,2,5,2,2,2,N,1,N,2,5,N,N,N,66,73,56.25
