,feature,divergence
9,DENSITY,14.740897115141935
21,PWGTP,12.011738190312768
22,WGTP,6.25347601649797
0,AGEP,2.6376747516323484
13,PINCP,0.8834383996942298
14,PINCP_DECILE,0.573618986801239
12,EDU,0.49340951806283107
6,NPF,0.3651963152073372
15,POVPIP,0.2782119910560653
5,NOC,0.26744151675535444
10,INDP,0.17204610358026423
11,INDP_CAT,0.11099603210645298
2,MSP,0.10064944382944059
8,OWN_RENT,0.06370674084892856
1,SEX,0.05751960085531005
7,HOUSING_TYPE,0.03352206498200381
4,RAC1P,0.027136071741321592
17,DREM,0.024727675593874038
18,DPHY,0.01772427551475394
3,HISP,0.009750251414585683
20,DEAR,0.006020021198372881
16,DVET,0.005933805499153867
19,DEYE,0.003045010583790732
