,feature,divergence
13,PINCP,0.9678514739416099
1,AGEP,0.9660759800946723
15,POVPIP,0.74989283237723
12,EDU,0.30830815709969783
11,INDP_CAT,0.2521015083366036
14,PINCP_DECILE,0.1255416112542941
6,NOC,0.06882434732366026
9,OWN_RENT,0.06372949343069195
7,NPF,0.06232571148870705
5,RAC1P,0.04500000000000001
0,PUMA,0.028159812695895292
10,DENSITY,0.028159812695895292
8,HOUSING_TYPE,0.02385658091841686
3,MSP,0.015929178787200668
4,HISP,0.015298248918608018
16,DVET,0.009939669931534681
2,SEX,0.008801510910869892
18,DPHY,0.0059344147419822385
20,DEAR,0.005800578327111609
17,DREM,0.004019624540832933
19,DEYE,0.0012060722054453507
