,feature,divergence
11,INDP_CAT,0.6599844350302662
13,PINCP,0.6525614091790563
1,AGEP,0.5150060024009604
15,POVPIP,0.11942642679500017
14,PINCP_DECILE,0.11916612798965731
12,EDU,0.06449643753040246
6,NOC,0.04255959273696946
7,NPF,0.03849117921361382
9,OWN_RENT,0.02464805485749004
3,MSP,0.02120324814490485
8,HOUSING_TYPE,0.01494465739265257
16,DVET,0.013156186798387369
5,RAC1P,0.012661719247442154
0,PUMA,0.011642314896973316
4,HISP,0.009310607819479046
18,DPHY,0.006776448660677982
17,DREM,0.005253553828685281
20,DEAR,0.004093035741819975
19,DEYE,0.003961606137406277
2,SEX,0.003701371917331442
10,DENSITY,0.000632364574661537
