,feature,divergence
11,INDP,118.25056633507562
22,PWGTP,10.464883563677143
23,WGTP,6.428256070640177
14,PINCP,6.36069749216301
1,AGEP,5.175737334292468
10,DENSITY,3.5860659029404385
12,INDP_CAT,3.2509558433480823
13,EDU,2.839191570881226
15,PINCP_DECILE,2.820133258582025
16,POVPIP,2.6398472817557916
17,DVET,2.019716314767364
7,NPF,1.7236046851441416
0,PUMA,1.6329074448581524
3,MSP,1.052126523211851
5,RAC1P,0.6448924433342399
6,NOC,0.21573774636522866
9,OWN_RENT,0.20741846142300674
19,DPHY,0.08940262545696245
2,SEX,0.08325235878301451
18,DREM,0.07042309130261451
4,HISP,0.03895314035332785
21,DEAR,0.007347680990089915
8,HOUSING_TYPE,0.0022124882398854955
20,DEYE,0.0017790646384374664
