,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,0.0,-0.02263081638124759,0.022363384830522477,0.030913899494665366,0.03365484644320879,0.09290775410572195,-0.02181075188471717,-0.043607965264824314,0.07782398239407876,0.012468815567086549,0.01424758717486935,0.03836581947410566,-0.001660747978695862,-0.03153906564186913,0.009329249599190258,0.028457458406131057,0.019432243431884023,0.004497375655554995
AGEP,-0.02263081638124759,0.0,-0.04245601740316017,-0.08895801006055928,0.08497551853856525,0.1097164045440436,0.3731578469443431,0.30564226934485583,0.024259439729543014,0.009354721384763032,-0.03994299770896876,-0.306008412557603,-0.3499219886478649,-0.0756338661235073,-0.1306714338903303,0.008428068088586538,0.13185658708508258,0.19591501424135055
SEX,0.022363384830522477,-0.04245601740316017,0.0,-0.046398115638072404,0.012427738421080591,-0.001753556153071864,0.026900042970704093,0.04334357303874287,-0.014370814670253008,0.02525244138680969,-0.05256107946552898,-0.02251307514041273,0.10278608847192039,0.07624566836549813,-0.005728371418749946,0.0026878085714415363,0.013361924534085851,-0.028014431151324518
MSP,0.030913899494665373,-0.08895801006055928,-0.0463981156380724,0.0,-0.006384934526332322,0.028366202161619947,0.4297065023713517,0.40841588521808786,-0.2783479899218019,0.012812655731793639,-0.23095558098166796,-0.1400114443281702,-0.10364151579745244,0.01591173883970291,-0.11195943829611026,-0.12889870303182624,0.05267495700549019,0.031464955396592484
HISP,0.0336548464432088,0.08497551853856525,0.012427738421080596,-0.006384934526332322,-2.220446049250313e-16,-0.09345074653051012,-0.02112893541203361,-0.0010029233109611103,-0.0449466492601462,-0.04644263929284401,-0.010232768481008408,0.060837804233771074,0.08713359263174894,-0.006982130236238056,0.02352609725495512,0.0022747953869920873,0.010873462382575735,-0.005876289853137741
RAC1P,0.09290775410572197,0.1097164045440436,-0.001753556153071864,0.028366202161619947,-0.09345074653051012,0.0,-0.056723859606372655,-0.02033145048151102,-0.06903812136126936,0.018473015339985445,0.0313459975225083,0.012009605657235432,0.08589967635932312,-0.001669142341595863,-0.011086166500289343,-0.024376650599636857,-0.03877195064652302,-0.03066655786864462
NOC,-0.021810751884717167,0.3731578469443431,0.026900042970704096,0.4297065023713517,-0.021128935412033603,-0.05672385960637266,0.0,-0.6137702042525166,0.46118147420979844,-0.15319880981975564,0.11515680489034363,0.16464615569864402,0.16490750478160793,0.029776138410371626,0.016635550705377488,0.011310632749255272,-0.09322163455170651,-0.11218470406256598
NPF,-0.043607965264824314,0.30564226934485583,0.04334357303874287,0.4084158852180879,-0.0010029233109611103,-0.020331450481511006,-0.6137702042525167,0.0,0.30326879146933083,-0.010060583717104311,0.0802083678280488,0.17557072814769284,0.17101436186818453,0.029060715971378565,0.0071589765856383105,-0.0048711790261723575,-0.06773654272202327,-0.13378159966590722
HOUSING_TYPE,0.07782398239407876,0.024259439729543014,-0.014370814670253008,-0.2783479899218018,-0.044946649260146194,-0.06903812136126936,0.46118147420979844,0.3032687914693309,0.0,0.6025552013428969,0.022106215235411935,0.07443960316393551,0.13601489006161557,-0.004124440235602619,0.12868332330701357,0.0843660657559376,0.078864927134654,0.05977836424195828
OWN_RENT,0.012468815567086549,0.009354721384763029,0.02525244138680969,0.012812655731793637,-0.046442639292844,0.018473015339985445,-0.15319880981975564,-0.010060583717104311,0.6025552013428969,-1.1102230246251565e-16,-0.023416616395043333,-0.0181783222055101,-0.05289294891847651,-0.011578169631191168,-0.05010436121333504,-0.026756675020961317,-0.028831639845707677,0.02035607556367828
INDP_CAT,0.01424758717486935,-0.03994299770896876,-0.05256107946552898,-0.23095558098166794,-0.010232768481008408,0.0313459975225083,0.11515680489034363,0.0802083678280488,0.022106215235411935,-0.02341661639504334,-2.220446049250313e-16,-0.33889837933012995,-0.32585274389916374,0.0007517578287094557,-0.22550092198604182,-0.25579227265803084,-0.06139830399568629,-0.09465412307043755
EDU,0.03836581947410566,-0.306008412557603,-0.02251307514041273,-0.14001144432817014,0.06083780423377106,0.012009605657235429,0.164646155698644,0.17557072814769287,0.07443960316393551,-0.018178322205510102,-0.3388983793301299,0.0,-0.564693166056603,-0.0076882094681836885,-0.29996815056016035,-0.25505984207134424,-0.022794291277694945,-0.035385753977192125
