,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,1.1102230246251565e-16,0.01937901488380705,-0.010570891584916092,-0.012954931375156633,-0.019134529033352297,-0.0051263916268718054,0.01679437155946806,0.04158505727854418,0.0018137174396324375,-0.01838572920780495
AGEP,0.01937901488380705,0.0,-0.0600670412099837,-0.16980602101148004,0.177925345949823,0.1194733654904641,0.44044043351968754,0.39213388242445435,0.1335515660905913,-0.4307467661622652
SEX,-0.010570891584916092,-0.06006704120998369,0.0,-0.027022589155374477,0.011742872570075507,-0.00047105739219833586,0.01689885252370087,0.04135665289568924,-0.030838050835659672,0.12124921255763478
MSP,-0.01295493137515663,-0.16980602101148007,-0.027022589155374477,0.0,0.037163380281914654,-0.015958019820453584,0.33190241630178247,0.2992820700019232,-0.017554826269226984,-0.2084722535253367
HISP,-0.0191345290333523,0.177925345949823,0.011742872570075507,0.037163380281914654,1.1102230246251565e-16,-0.08973844611800356,-0.15273426524148917,-0.1417815592029775,-0.05735633173756078,0.13790255566194573
RAC1P,-0.0051263916268718054,0.11947336549046408,-0.00047105739219833586,-0.01595801982045358,-0.08973844611800356,0.0,-0.03025144160622367,-0.047029987798673976,-0.062058801744103616,0.07184196685292155
NOC,0.016794371559468065,0.4404404335196875,0.01689885252370087,0.33190241630178247,-0.1527342652414892,-0.03025144160622368,2.220446049250313e-16,-0.6404826042309165,-0.1580081141677159,0.26937882479604947
NPF,0.04158505727854418,0.39213388242445435,0.04135665289568924,0.29928207000192314,-0.1417815592029775,-0.04702998779867397,-0.6404826042309165,1.1102230246251565e-16,-0.02426364053391321,0.2646914595754297
OWN_RENT,0.001813717439632434,0.13355156609059127,-0.030838050835659672,-0.017554826269226984,-0.05735633173756078,-0.06205880174410361,-0.1580081141677159,-0.024263640533913205,0.0,0.05698164829948565
PINCP_DECILE,-0.01838572920780495,-0.4307467661622652,0.12124921255763478,-0.20847225352533671,0.13790255566194573,0.07184196685292155,0.26937882479604947,0.2646914595754297,0.056981648299485654,-1.1102230246251565e-16
