,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,58,2,4,2,2,2,N,5,0,1,9790,N,1,1,4,1,274500.0,6,351,32-00405,4,2,1,36,77,2,9,2,2,2,N,1,N,0,2,0.0,0,0,65,65,37.5
1,63,2,8,2,2,2,N,9,0,1,7470,5,1,7,2,1,20500.0,8,478,38-00100,39,1,1,152,49,2,0,2,2,2,N,1,4480,0,2,147000.0,9,501,26,26,43.75
2,30,2,0,2,2,N,N,6,0,2,7890,6,1,0,12,1,139990.0,3,488,08-00803,81,1,1,90,42,2,7,2,2,2,N,1,4690,1,3,45000.0,6,296,77,77,25.0
3,60,2,1,2,2,2,N,9,0,1,8192,9,1,0,3,2,7480.0,N,400,36-03710,67,1,1,0,41,2,13,2,2,2,N,1,6970,0,2,65000.0,7,501,64,52,43.75
4,90,2,3,2,2,2,N,7,0,1,6695,N,1,1,N,1,400.0,9,0,36-04010,1,9,1,229,77,2,13,2,2,2,N,1,N,0,2,27400.0,4,296,52,52,37.5
5,30,2,8,2,2,2,N,1,0,1,9790,N,6,2,N,1,376000.0,N,403,32-00405,111,2,2,145,47,2,9,2,2,2,N,1,N,0,5,0.0,0,0,86,46,37.5
6,58,2,8,2,2,2,N,4,0,1,7290,12,6,0,3,1,-100.0,9,N,40-00200,70,1,2,75,18,2,0,2,2,2,N,1,8191,0,2,10000.0,3,153,296,98,43.75
7,37,2,13,2,2,2,N,11,0,1,6992,11,6,2,3,2,109700.0,8,492,17-03529,52,1,1,35,32,2,11,2,2,2,N,1,7870,0,4,55000.0,7,501,73,74,37.5
8,87,2,11,1,2,2,N,11,0,1,7790,16,1,0,4,1,22900.0,0,450,36-04010,112,1,1,153,53,2,13,2,2,2,N,1,9380,0,3,107000.0,8,501,76,75,37.5
9,59,2,11,2,2,2,N,6,0,1,7071,10,1,0,3,1,258000.0,5,256,32-00405,16,2,1,111,60,1,9,2,2,2,2,1,7770,0,2,25330.0,4,395,112,112,31.25
10,28,2,0,2,2,2,N,9,0,1,6991,11,6,N,N,1,13600.0,7,83,17-03529,66,2,1,27,29,2,11,2,2,2,N,1,7860,0,3,50000.0,6,501,131,76,37.5
11,61,2,10,2,N,2,4,11,0,1,8580,14,1,2,N,1,1166000.0,N,472,51-01301,1,1,2,0,41,2,10,2,2,2,N,1,8590,2,4,17000.0,3,501,56,56,37.5
12,31,2,12,2,2,1,N,6,0,2,7990,4,6,N,N,2,98400.0,5,157,17-03529,97,1,1,2,61,2,11,2,2,2,N,1,2380,0,N,25000.0,4,190,166,165,31.25
13,29,2,7,2,2,2,N,7,0,1,9790,10,1,0,N,1,974000.0,7,475,26-02702,36,1,1,140,53,2,8,2,2,2,N,1,7770,0,3,70000.0,8,501,60,60,43.75
14,81,2,11,1,2,2,N,6,0,1,N,9,1,N,9,2,18400.0,2,59,36-04010,238,2,1,69,42,2,13,2,2,2,N,1,7071,2,5,30000.0,5,501,237,188,31.25
15,20,2,13,2,2,2,3,5,4,1,9790,N,1,0,9,1,131020.0,N,73,51-51255,29,1,2,20,40,2,10,2,2,2,N,1,N,3,5,0.0,0,246,59,59,31.25
16,46,2,8,2,N,2,N,9,0,1,4090,5,4,0,9,1,13010.0,0,47,38-00100,22,1,1,55,62,2,0,2,2,2,N,1,4270,0,N,20500.0,3,154,17,17,37.5
17,61,2,0,2,2,2,N,6,0,1,8570,11,6,N,9,1,298700.0,4,207,17-03531,64,2,2,615,50,2,10,2,2,2,N,1,7860,0,N,10000.0,2,75,69,69,37.5
18,47,2,1,2,2,2,N,11,0,1,6780,9,1,0,2,1,150340.0,1,389,19-01700,42,1,1,0,28,2,7,2,2,2,N,1,6991,0,2,120000.0,9,501,269,269,50.0
19,40,2,10,2,2,2,N,9,0,1,9920,10,6,0,2,1,490.0,N,265,17-03529,4,1,1,0,31,2,11,2,2,2,N,1,7280,0,N,126000.0,9,501,59,59,43.75
20,17,2,13,1,2,N,N,3,0,1,9790,N,6,N,N,1,102000.0,9,92,26-02702,32,1,2,168,15,2,8,2,2,2,N,1,N,2,4,0.0,0,462,123,125,25.0
21,33,2,8,2,2,2,N,7,0,2,N,13,1,1,4,2,167200.0,7,488,36-04010,94,2,1,45,46,2,13,2,2,2,N,1,8380,2,5,85000.0,8,499,194,183,31.25
22,71,2,3,2,2,2,N,5,0,1,9920,N,4,N,4,1,10110.0,4,474,38-00100,154,1,2,0,82,2,0,2,2,1,N,1,N,0,N,16000.0,3,132,149,149,31.25
23,76,2,8,2,2,2,N,5,0,1,8770,12,1,0,4,1,355000.0,N,452,08-00803,84,1,2,0,71,2,7,2,2,2,N,1,8290,0,2,27700.0,4,403,60,61,43.75
24,71,2,11,2,2,2,N,9,0,3,7770,11,1,6,2,2,N,0,357,38-00100,147,1,2,144,23,2,0,2,2,2,N,1,7860,0,2,14000.0,2,230,121,220,37.5
25,47,2,8,2,1,2,N,11,0,1,8170,N,1,0,12,1,174700.0,2,317,29-01901,405,1,2,255,69,2,8,2,2,2,N,1,N,0,2,36500.0,6,403,112,112,43.75
26,70,1,9,2,2,1,N,3,0,1,9920,N,6,7,4,0,31300.0,3,113,38-00100,67,1,1,217,65,2,0,2,1,2,N,2,N,N,N,26300.0,4,N,76,0,12.5
27,40,2,7,2,N,2,N,6,0,1,9680,N,1,2,2,1,24080.0,9,341,36-04010,35,1,2,23,40,2,13,2,2,1,N,1,N,0,3,10200.0,2,501,29,34,31.25
28,43,2,3,2,2,2,N,5,0,1,9790,9,1,0,N,2,180500.0,9,466,38-00100,84,1,2,1,37,2,0,2,2,2,N,1,7072,2,5,9000.0,2,501,130,189,37.5
29,22,2,13,2,2,2,N,5,0,1,3670,4,6,0,9,2,159900.0,3,275,26-02702,25,1,2,78,21,2,8,2,2,2,N,1,3570,0,N,3200.0,1,24,102,93,43.75
30,86,2,8,2,2,2,N,9,0,1,7770,9,1,0,2,2,100150.0,7,105,06-08507,122,1,1,49,34,2,7,2,2,2,N,1,7072,0,2,571000.0,9,501,126,126,50.0
31,0,2,7,2,1,2,N,7,0,1,4890,N,5,0,3,1,61110.0,N,154,36-04010,100,2,2,97,63,2,13,2,2,2,N,1,N,0,3,24200.0,4,501,92,92,43.75
32,85,2,10,2,2,2,N,8,0,2,8590,N,1,1,4,1,10300.0,5,210,29-01901,40,2,1,442,75,2,8,2,2,1,4,1,N,0,3,50900.0,7,323,47,47,18.75
33,73,2,13,2,1,1,N,7,0,3,8470,N,1,N,N,1,100010.0,9,428,08-00803,30,1,1,322,74,2,7,2,2,2,N,1,N,0,2,33900.0,5,403,62,61,18.75
34,56,2,7,2,1,1,N,6,0,1,N,N,4,7,9,2,101700.0,7,368,32-00405,337,1,1,40,64,2,9,2,1,1,N,1,N,0,N,9200.0,2,69,120,120,43.75
35,54,2,11,2,2,2,N,5,0,1,7470,14,1,0,N,1,16100.0,0,471,17-03531,11,2,2,0,53,2,10,2,2,2,N,1,8660,0,2,24000.0,4,194,80,79,43.75
36,43,2,7,2,2,2,N,9,0,1,7590,11,4,0,2,1,9890.0,7,201,38-00100,4,1,2,65,37,2,0,2,2,2,N,1,7860,1,2,69000.0,8,397,38,39,43.75
37,78,2,8,2,1,2,N,10,0,1,4490,13,1,2,3,1,98400.0,7,486,51-51255,10,1,1,134,33,2,10,2,2,2,N,1,8370,2,4,125000.0,9,501,78,89,37.5
38,37,2,7,2,2,2,N,10,0,1,8680,7,1,2,N,1,609000.0,5,393,51-01301,19,1,1,278,45,2,10,2,2,2,N,1,6180,3,5,120500.0,8,501,162,163,37.5
