,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,19,2,6,2,2,2,N,11,0,1,10,6,0,7,1,73.49418799999967,6,463,25-00703,1,1,43,2,6,2,2,2,N,1,1,2,148000.0,9,501,53.84615384615385
1,46,2,7,2,2,2,N,10,0,1,8,1,0,2,1,319635.143568,5,501,25-00503,6,2,48,2,7,2,2,2,N,1,2,4,21500.0,3,501,61.53846153846154
2,18,2,6,2,2,2,N,5,0,1,6,6,0,N,2,13264.429153599998,6,157,25-00703,1,1,47,2,6,2,2,1,N,1,0,2,10000.0,2,194,53.84615384615385
3,16,2,5,2,2,2,N,5,0,1,9,6,2,4,1,20151.6540016,9,501,25-01300,1,1,25,2,5,2,2,2,N,1,0,2,70000.0,7,501,61.53846153846154
4,88,1,7,1,2,1,N,9,0,1,14,1,5,7,1,97078.070672,3,225,25-02800,6,2,31,2,7,2,2,2,N,1,0,2,34000.0,4,387,30.76923076923077
5,15,2,5,2,2,2,N,7,0,1,4,4,1,3,1,55778.5212112,7,501,25-01300,1,2,53,2,5,2,2,2,N,1,2,3,125000.0,9,501,69.23076923076923
6,50,2,6,2,2,2,N,7,0,1,10,1,2,4,1,24655.1215376,5,328,25-01000,2,1,37,2,6,2,2,2,N,1,2,5,150000.0,9,501,61.53846153846154
7,19,2,5,2,2,2,N,7,0,1,9,6,2,3,1,100898.0891296,9,501,25-01300,1,1,23,2,5,2,2,2,N,1,0,2,6000.0,1,501,61.53846153846154
8,40,2,6,2,2,2,N,7,0,1,8,1,2,N,1,16.62267311999949,9,501,25-00703,1,1,65,2,6,2,2,2,N,1,0,2,29200.0,4,501,61.53846153846154
9,41,2,7,2,2,2,N,10,0,1,14,1,2,4,1,16620.432252799998,6,501,25-02800,1,2,56,2,7,2,2,2,N,1,0,2,76000.0,7,501,61.53846153846154
