,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
0,2,6,9,1,2,0,25-01300,56,0,3,341
1,2,1,1,1,6,0,25-02800,78,1,2,501
2,1,1,1,1,6,0,25-02800,63,2,3,501
3,1,4,1,1,9,0,25-00503,55,0,4,111
4,1,N,1,1,8,0,25-01000,75,1,4,369
5,1,1,1,2,8,0,25-01000,30,1,3,501
6,1,1,1,2,7,0,25-01000,70,0,4,501
7,2,1,1,1,6,0,25-02800,24,0,4,127
8,2,6,1,1,3,0,25-01300,50,1,4,501
9,2,6,1,1,5,0,25-00703,10,2,4,462
10,1,6,1,1,5,0,25-01000,25,0,5,501
11,1,2,1,1,9,0,25-00503,61,0,2,183
12,1,1,1,1,4,0,25-00503,39,0,4,501
13,2,1,1,1,0,0,25-00703,64,0,4,470
14,1,6,1,1,2,0,25-02800,57,1,4,501
15,2,6,6,0,1,0,25-02800,47,2,4,501
16,2,6,1,1,7,2,25-01300,2,0,2,103
17,1,1,9,1,4,0,25-01300,64,0,7,501
18,1,1,1,1,9,0,25-01300,70,2,3,501
19,2,1,8,2,1,0,25-00503,24,1,3,501
20,1,1,1,1,7,0,25-01000,50,0,2,501
21,1,1,1,1,2,0,25-00503,49,0,2,321
22,1,1,1,1,1,0,25-01000,53,2,5,501
23,2,1,1,1,0,0,25-00503,52,0,4,501
24,1,4,6,2,5,0,25-02800,33,0,2,20
25,2,N,1,1,7,0,25-02800,17,0,4,425
26,1,1,1,2,N,0,25-00703,46,0,2,318
27,2,1,1,1,6,0,25-00703,48,1,4,501
28,2,6,1,1,3,0,25-01300,50,0,2,501
29,2,1,1,1,6,0,25-00703,54,0,2,501
30,2,2,1,1,6,0,25-02800,57,1,5,137
31,2,N,1,2,3,0,25-00703,50,3,2,320
32,2,1,1,1,0,0,25-02800,88,0,2,501
33,1,6,6,1,4,0,25-01300,18,4,9,423
34,2,1,1,1,7,0,25-02800,24,0,2,501
35,2,1,2,1,4,0,25-00703,74,0,2,501
36,1,1,9,1,3,0,25-01300,26,4,4,501
37,2,N,1,1,6,0,25-01000,53,0,2,454
38,2,1,1,1,7,0,25-00703,37,2,4,373
39,1,1,1,1,5,0,25-02800,53,0,2,501
40,1,6,1,1,9,0,25-00703,56,1,2,219
41,2,6,1,1,3,0,25-00503,47,0,2,457
42,1,3,1,2,6,0,25-00703,76,1,3,371
43,1,1,1,1,7,0,25-00503,57,0,2,501
44,2,1,1,1,7,0,25-02800,33,0,N,501
45,1,1,6,1,5,0,25-00703,50,0,4,83
46,2,N,1,1,2,0,25-00703,28,1,4,501
47,1,1,1,1,1,0,25-01000,57,0,2,501
48,2,1,1,1,0,0,25-01000,63,0,2,501
49,1,6,1,1,N,0,25-00703,54,0,4,501
50,1,1,1,2,5,0,25-00503,57,0,4,501
51,1,1,6,2,7,0,25-02800,46,3,3,352
52,2,6,1,1,5,0,25-01000,33,2,3,435
53,2,6,1,2,0,4,25-01300,55,2,2,439
54,2,4,1,2,9,0,25-02800,32,0,4,397
55,1,1,1,1,8,0,25-01300,30,0,4,449
56,1,1,1,1,8,0,25-01000,53,0,2,501
57,1,6,1,2,6,0,25-00703,58,2,4,105
58,1,1,1,1,8,0,25-00503,58,0,5,501
59,1,4,1,1,7,0,25-00503,57,0,2,501
60,2,1,6,1,0,0,25-01000,78,1,4,501
61,1,6,1,1,N,0,25-00703,51,0,3,421
62,1,6,1,1,5,4,25-00503,49,0,3,501
63,2,6,1,1,3,0,25-01000,66,2,4,501
64,2,1,1,1,5,0,25-01300,78,0,2,342
65,2,4,1,1,0,0,25-00703,50,0,2,501
66,1,1,1,1,4,0,25-00703,63,0,3,501
67,2,1,1,1,9,0,25-00703,63,0,4,501
68,2,6,1,1,1,0,25-00703,70,3,4,501
69,2,1,9,1,5,0,25-00503,65,0,2,501
70,1,1,1,1,8,0,25-00503,59,1,4,501
71,1,1,2,1,2,0,25-00703,33,0,3,441
72,2,6,1,1,9,0,25-00703,54,1,N,501
73,2,1,1,1,7,0,25-00703,65,0,2,361
74,2,3,1,1,5,0,25-00503,55,0,N,501
75,1,1,1,1,5,0,25-02800,65,0,2,501
76,2,6,1,1,9,0,25-00703,75,0,6,485
77,1,4,1,2,7,0,25-01000,66,0,2,501
78,2,1,1,1,7,0,25-01300,43,1,3,469
79,1,3,1,1,0,0,25-00503,10,1,4,327
80,2,1,1,1,8,0,25-00703,79,0,3,501
81,1,6,1,1,7,0,25-00703,62,0,3,501
82,2,3,1,1,4,0,25-02800,66,0,5,501
83,1,6,1,1,5,0,25-00703,19,0,4,501
84,1,1,1,1,4,0,25-01300,18,1,3,501
85,1,1,9,1,3,0,25-01300,30,0,3,501
86,1,6,1,1,1,0,25-02800,37,2,2,501
87,1,6,1,1,9,0,25-01000,65,0,2,501
88,2,4,9,1,6,0,25-01300,47,0,2,501
89,2,1,1,1,7,0,25-00703,45,0,3,501
90,1,1,1,1,6,0,25-00703,43,1,2,501
91,1,1,1,1,1,0,25-02800,30,1,N,501
92,1,1,1,1,6,0,25-00703,50,0,3,501
93,2,1,1,1,9,0,25-01000,58,0,3,501
94,1,1,1,2,2,0,25-00703,46,1,N,230
95,2,3,2,2,8,1,25-00703,55,0,3,385
96,1,2,1,1,3,4,25-00703,77,0,2,340
97,1,1,1,1,9,0,25-01000,49,0,3,501
98,2,1,6,1,7,0,25-01000,51,0,4,356
99,1,1,1,1,8,0,25-00703,61,0,2,314
100,1,1,1,1,7,0,25-00503,75,0,2,501
101,2,6,1,1,7,0,25-02800,3,0,N,501
102,1,4,1,1,9,0,25-01300,51,0,4,501
103,1,1,1,1,9,0,25-02800,40,0,2,501
104,1,1,6,1,0,0,25-01300,35,0,5,501
105,2,6,2,2,5,0,25-02800,94,1,3,324
106,2,1,1,1,0,0,25-00703,73,0,5,425
107,1,1,1,1,2,0,25-00703,38,0,3,501
108,1,1,1,1,9,0,25-00703,57,0,3,501
109,1,1,1,1,7,0,25-00703,21,2,2,501
110,2,2,6,1,1,0,25-02800,61,0,2,501
111,1,1,6,1,6,0,25-01300,44,3,5,309
112,2,6,9,2,3,0,25-00703,23,0,2,501
113,1,6,1,2,N,0,25-01300,87,3,4,481
114,1,1,1,1,7,0,25-01000,27,0,N,387
115,1,1,1,1,9,0,25-00703,32,1,3,501
116,1,1,1,1,9,0,25-00503,55,0,2,501
117,2,1,1,1,9,0,25-01300,59,0,4,501
118,2,1,1,1,6,0,25-00703,50,0,3,501
119,2,1,1,1,8,0,25-01000,30,2,4,501
120,2,4,1,1,6,0,25-00703,22,4,5,459
121,1,1,1,1,4,0,25-02800,53,0,2,501
122,2,6,1,1,2,1,25-01300,32,0,4,501
123,2,1,6,1,0,0,25-01000,60,0,3,501
124,1,1,1,1,0,0,25-02800,37,3,2,501
125,2,1,1,1,5,0,25-00703,58,2,2,455
126,1,2,1,1,0,0,25-02800,43,0,3,173
127,2,1,1,2,5,0,25-00503,52,0,5,501
128,2,1,1,1,6,0,25-01300,62,0,3,501
129,2,6,6,1,5,0,25-00703,74,0,6,463
130,1,6,1,1,0,0,25-00703,23,2,4,442
131,1,1,1,1,0,0,25-00703,70,0,4,501
132,1,1,1,1,1,0,25-00703,37,0,4,389
133,2,1,1,1,8,0,25-01300,68,0,5,501
134,1,6,1,1,9,0,25-02800,71,0,N,501
135,2,1,2,1,9,0,25-01300,18,0,N,501
136,1,1,1,1,1,0,25-00703,53,2,6,501
137,2,6,1,1,9,0,25-01300,94,2,N,236
138,1,1,1,1,9,0,25-02800,27,0,2,240
139,1,1,1,1,5,0,25-00703,39,0,2,394
140,1,6,1,1,3,0,25-01000,46,0,3,243
141,2,4,6,1,1,0,25-01000,62,0,4,501
142,1,5,1,1,8,0,25-00703,49,0,2,501
143,2,1,1,1,9,0,25-00703,27,3,4,495
144,2,1,1,1,7,0,25-00503,55,0,4,318
145,2,4,1,1,7,0,25-00703,58,0,2,193
146,1,6,1,2,3,0,25-00503,59,1,6,282
147,1,1,1,1,3,0,25-00703,72,0,3,501
148,1,1,6,1,5,0,25-02800,42,0,4,0
149,1,1,1,1,4,0,25-00503,61,0,2,501
150,2,1,1,1,9,0,25-00703,44,1,4,454
151,1,1,1,1,0,4,25-00703,81,2,4,501
152,1,1,1,1,6,0,25-01000,71,0,6,429
153,1,1,1,1,8,0,25-01300,58,1,2,281
154,2,6,1,1,9,0,25-00703,66,0,3,197
155,2,1,6,1,3,0,25-00503,78,0,2,501
156,2,1,1,1,1,0,25-02800,36,0,2,501
157,2,6,1,1,2,0,25-00703,76,0,2,501
158,1,N,1,0,1,0,25-01300,63,0,N,501
159,2,4,8,1,0,0,25-01300,17,0,3,99
160,2,1,1,1,1,0,25-02800,63,2,3,471
161,1,1,1,1,7,0,25-01300,50,0,2,501
162,1,6,1,1,2,0,25-00703,21,2,4,324
163,2,1,1,2,8,0,25-01300,67,2,2,73
164,1,1,1,1,2,0,25-02800,68,0,2,501
165,1,1,1,1,8,0,25-00503,59,1,2,501
166,2,N,1,1,6,0,25-01300,41,3,4,501
167,2,1,1,1,6,0,25-02800,69,2,3,501
168,1,4,1,1,9,0,25-01300,74,2,6,501
169,1,1,1,1,7,0,25-00703,54,1,2,374
170,2,1,1,1,2,0,25-00503,36,0,2,501
171,2,1,1,1,7,0,25-00703,49,0,3,489
172,2,6,1,1,8,0,25-01300,65,0,N,501
173,2,1,6,2,0,0,25-01300,83,0,4,414
174,1,4,1,1,1,0,25-01000,32,2,N,501
175,1,1,1,1,6,0,25-00503,47,2,2,501
176,2,1,1,1,6,0,25-00703,47,0,2,501
177,2,6,1,1,4,0,25-01000,31,0,2,233
178,2,1,1,1,9,0,25-02800,76,0,2,501
179,2,3,1,1,5,0,25-02800,37,1,2,455
180,1,1,1,1,6,0,25-00703,73,2,5,501
181,1,6,1,1,5,0,25-00703,40,0,N,501
182,2,1,1,1,8,0,25-02800,64,0,N,66
183,2,1,1,1,5,0,25-01000,60,0,4,501
184,1,1,1,1,8,0,25-02800,33,0,2,501
185,2,1,1,1,8,0,25-01300,65,1,2,501
186,2,6,1,1,0,0,25-02800,57,3,6,294
187,2,1,1,2,5,0,25-00703,46,0,2,240
188,2,1,1,1,6,0,25-00703,42,0,5,501
189,2,4,6,1,0,0,25-00703,53,0,2,501
190,1,1,2,1,8,0,25-01000,74,0,N,501
191,2,1,1,1,5,0,25-02800,2,1,4,72
192,1,6,1,1,6,0,25-00503,54,1,4,469
193,2,1,1,2,2,0,25-01300,46,0,6,501
194,2,1,1,2,7,0,25-00703,23,0,2,501
195,2,6,6,1,0,0,25-01300,38,0,4,501
196,1,1,1,1,2,0,25-01300,31,0,2,501
197,2,3,1,2,2,0,25-02800,62,0,2,501
198,2,1,1,1,3,0,25-00503,58,0,4,137
199,2,6,1,2,5,0,25-01000,35,2,N,501
200,1,1,1,1,8,0,25-01300,38,0,4,501
201,1,1,1,2,3,0,25-02800,67,1,4,501
202,2,1,1,1,1,0,25-00703,64,0,4,448
203,1,1,1,1,7,0,25-00703,54,0,2,501
204,1,1,1,1,6,0,25-00703,45,1,4,501
205,2,1,1,1,1,0,25-00503,42,0,3,478
206,2,1,1,1,5,0,25-01000,50,0,3,501
207,2,6,1,1,8,0,25-00703,38,4,3,501
208,1,1,1,1,5,0,25-00703,16,2,4,501
209,2,1,9,1,1,0,25-02800,55,0,2,501
210,2,1,1,1,6,0,25-00703,43,0,3,283
211,2,1,2,1,7,0,25-01300,50,0,2,236
212,2,6,1,1,4,2,25-02800,51,0,3,379
