PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-00503,32,1,4,0,1,0,N,1,2,2499.308485031128,8290,11,9,139000.0,2,155,N,2,2,2,2,64.8477463722229,104.73614501953125
25-01000,37,2,3,3,1,0,4,1,1,2383.999240875244,7380,10,8,50000.0,3,30,N,2,2,2,2,116.33171844482422,78.68359375
25-00703,34,1,6,0,6,1,3,3,1,2307.4758377075195,6190,4,5,29700.0,5,246,3,2,2,2,2,62.56899094581604,123.94631958007812
25-01000,82,2,1,4,1,0,N,1,2,2436.1230964660645,4770,N,10,148200.0,8,233,N,1,2,2,2,99.27898669242859,163.7488555908203
25-00703,43,1,6,0,6,0,2,3,2,3082.5320587158203,5580,N,9,78300.0,5,217,3,2,2,2,2,73.57300448417664,58.379730224609375
25-00503,58,2,1,0,8,0,2,2,1,1918.873046875,4870,7,7,94300.0,4,49,3,2,2,2,2,124.63107395172119,88.80374145507812
25-01300,39,1,6,0,7,3,3,1,2,2524.9770336151123,4180,N,7,30.0,4,271,N,2,2,2,2,125.78378224372864,127.78475952148438
25-02800,52,1,4,0,3,0,4,1,1,2592.4988117218018,7590,10,8,63000.0,1,83,N,2,2,2,2,94.83414363861084,95.42564392089844
25-01300,59,1,6,0,1,0,4,1,1,2913.786201477051,9390,N,4,29300.0,6,501,6,2,2,2,2,163.40245032310486,96.59461975097656
25-00503,37,2,2,0,1,0,6,3,1,2021.5244903564453,7770,N,5,97000.0,0,152,3,2,2,2,2,128.21482920646667,172.96583557128906
25-01000,63,1,6,0,1,2,3,1,1,2422.336124420166,8670,14,9,78300.0,7,125,N,1,2,2,2,104.53001809120178,194.72872924804688
25-01300,64,2,3,0,1,0,N,1,1,2618.4460124969482,7181,15,2,111500.0,2,129,N,2,2,2,2,67.25976252555847,184.0911636352539
25-00703,67,2,1,0,6,0,2,1,2,2833.6033325195312,8470,15,N,316000.0,4,331,N,1,2,2,2,69.22645473480225,111.97917175292969
25-00703,49,2,1,0,1,0,N,1,2,2805.441619873047,7860,10,10,150500.0,3,21,N,2,2,2,2,138.27637457847595,168.6009750366211
25-00703,44,2,5,0,1,2,N,1,2,2345.431816101074,4990,4,5,50000.0,5,408,N,2,2,2,2,59.51426815986633,149.86566925048828
25-00703,38,1,1,0,6,0,2,1,2,2330.470771789551,7380,1,8,500.0,3,257,N,2,2,2,2,109.08276748657227,115.38589477539062
25-02800,52,1,6,0,1,2,3,1,1,2868.551826477051,7270,7,7,225000.0,5,284,N,2,2,2,2,103.81255507469177,111.26771545410156
25-00503,67,1,6,0,1,2,N,1,1,2573.9348196983337,1270,6,4,13000.0,2,412,N,2,2,2,2,65.63541460037231,70.91650390625
25-02800,28,2,1,0,1,0,N,1,2,2755.705207824707,7980,14,10,62100.0,5,326,3,2,2,2,2,99.64302039146423,153.88835906982422
25-01300,61,2,1,3,2,1,4,1,1,3056.4891052246094,6170,4,7,290000.0,7,3,N,2,N,2,2,104.0185444355011,92.9456787109375
25-02800,29,1,6,0,8,0,2,3,1,2395.6413955688477,9090,N,3,342900.0,3,331,N,2,2,2,2,78.47832703590393,74.67985534667969
25-02800,54,1,4,0,1,0,N,1,1,1791.8715515136719,1770,6,8,2800.0,5,137,N,2,2,2,2,91.36666107177734,98.97293090820312
25-00503,48,1,4,0,1,0,5,1,1,2566.5770876407623,5490,10,9,45600.0,3,91,N,2,2,2,2,95.23990392684937,125.93124389648438
25-00703,42,1,1,0,1,0,4,1,1,2675.1014823913574,7270,7,10,79800.0,7,227,N,2,2,2,2,82.60239505767822,81.65660095214844
25-00703,87,1,4,0,1,0,4,1,1,2032.5021667480469,2170,16,7,84500.0,8,113,3,2,2,2,2,96.82561945915222,129.46503448486328
