,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,2.7755575615628914e-15,-0.03726756601740822,0.029326458747843356,0.03313729309850249,0.08123845504410444,0.054126260237342294,0.006230807209425371,-0.044970880968856215,0.012066421169725672,-0.03458843623034995,0.00016284986700602737
AGEP,-0.03726756601740822,-6.661338147750939e-16,-0.06604161494526999,-0.051702172867731336,0.09030121468248546,0.12137473619226531,0.45275140839259026,0.33520777278958735,0.022690001387769183,-0.4338241528533816,0.1451709277028713
SEX,0.029326458747843356,-0.06604161494526999,-8.881784197001252e-16,-0.03990627209995103,-0.0011622416436295573,-0.00011616965284300465,0.03584883211189792,0.08063989042647038,0.00242276726833833,0.1396324982461295,-0.0025820739404200897
MSP,0.03313729309850249,-0.051702172867731336,-0.03990627209995103,0.0,-0.02311764769179533,0.00623872752018231,0.18411944829324645,-0.0026945397608274524,-0.019595454500118417,0.02836717487522697,0.021177914770970183
HISP,0.08123845504410444,0.09030121468248546,-0.0011622416436295573,-0.02311764769179533,-1.554312234475219e-14,-0.1948930329333846,-0.031959111868572844,-0.0250312581678247,-0.047983902770138726,0.08424622088915307,0.03302520105471513
RAC1P,0.054126260237342294,0.12137473619226531,-0.00011616965284300465,0.00623872752018231,-0.1948930329333846,0.0,-0.07036735113437832,-0.03273991546517119,-0.022854936493531527,0.1133700767526453,-0.015368568416719956
NOC,0.006230807209425371,0.45275140839259026,0.03584883211189792,0.18411944829324645,-0.031959111868572844,-0.07036735113437832,0.0,-0.020606002056194783,-0.14062295036598635,0.09716317231032437,-0.06936492044182377
NPF,-0.044970880968856215,0.33520777278958735,0.08063989042647038,-0.0026945397608274524,-0.0250312581678247,-0.03273991546517119,-0.020606002056194783,0.0,0.006320465097212978,0.04751181969018757,-0.05847165199443008
OWN_RENT,0.012066421169725672,0.022690001387769183,0.00242276726833833,-0.019595454500118417,-0.047983902770138726,-0.022854936493531527,-0.14062295036598635,0.006320465097212978,0.0,-0.0636955497950727,-0.008100789161043592
PINCP_DECILE,-0.03458843623034995,-0.4338241528533816,0.1396324982461295,0.02836717487522697,0.08424622088915307,0.1133700767526453,0.09716317231032437,0.04751181969018757,-0.0636955497950727,1.1102230246251565e-15,-0.017046923980630322
DEYE,0.00016284986700602737,0.1451709277028713,-0.0025820739404200897,0.021177914770970183,0.03302520105471513,-0.015368568416719956,-0.06936492044182377,-0.05847165199443008,-0.008100789161043592,-0.017046923980630322,1.176836406102666e-14
