,feature,divergence
23,WGTP,11.849575213566878
22,PWGTP,11.030642267549332
1,AGEP,8.472046967390389
11,INDP,5.508879267991509
0,PUMA,5.455588643321853
14,PINCP,5.054857777056693
13,EDU,4.146307686308911
16,POVPIP,3.6989439735488556
12,INDP_CAT,3.6155733222969113
15,PINCP_DECILE,3.2616461176791156
10,DENSITY,1.4743443712955908
7,NPF,1.32830093224203
9,OWN_RENT,1.1401074289480673
3,MSP,0.6497324794770448
2,SEX,0.6262397311005703
5,RAC1P,0.4872959528073878
6,NOC,0.18727786359816076
4,HISP,0.028626287302429523
18,DREM,0.016712541444715637
19,DPHY,0.014423800467360214
8,HOUSING_TYPE,0.007423133595781773
17,DVET,0.005728260383731863
20,DEYE,0.00392155758184886
21,DEAR,3.9453085185950365e-05
