,feature,divergence
22,PWGTP,17.080347793246702
23,WGTP,16.29161706332921
1,AGEP,16.054638562936418
14,PINCP,6.303382346531682
15,PINCP_DECILE,5.303925251775937
13,EDU,5.100350973898738
11,INDP,4.2176380590584435
16,POVPIP,3.431158533696716
7,NPF,1.8413588298411256
0,PUMA,1.83850720565576
10,DENSITY,1.8006155345813788
12,INDP_CAT,1.4641542767790037
3,MSP,1.3631150955791633
2,SEX,0.8149338564994323
6,NOC,0.7132353709479212
9,OWN_RENT,0.2500181324497216
4,HISP,0.21845442009077157
5,RAC1P,0.17975701822313528
19,DPHY,0.1406259832831614
18,DREM,0.11672717629256776
21,DEAR,0.04452604672930842
8,HOUSING_TYPE,0.02454096930579324
20,DEYE,0.023980233223318558
17,DVET,0.018265423212089217
