,INDP,count_target,count_deidentified
24,1070,3,0.0
36,1090,2,0.0
19,1170,2,0.0
12,1180,2,0.0
0,1190,5,0.0
35,1270,2,0.0
39,1280,1,0.0
27,1370,3,0.0
41,1870,1,0.0
6,1880,3,0.0
1,1990,5,0.0
17,2070,2,0.0
29,2090,1,0.0
30,2190,4,0.0
31,2270,1,2.0
3,2280,2,0.0
14,2290,5,0.0
9,2370,5,0.0
40,2390,1,0.0
25,2670,1,0.0
26,2680,1,0.0
10,2870,3,0.0
34,2880,4,1.0
21,2890,2,1.0
33,2970,1,1.0
8,2980,8,0.0
16,3070,1,0.0
22,3095,1,0.0
32,3180,1,0.0
4,3291,4,0.0
38,3370,2,2.0
13,3380,4,0.0
15,3390,5,1.0
28,3470,2,0.0
20,3490,3,4.0
5,3570,6,0.0
2,3580,44,1.0
18,3590,1,1.0
37,3875,1,0.0
7,3895,5,0.0
11,3960,7,0.0
42,3980,1,0.0
23,3990,3,1.0
