,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,53,2,N,1,3,6,0,1,2,2,39,2,N,3,1,80.0
1,11,1,N,8,2,6,1,5,8,1,24,2,N,1,4,20.0
2,31,2,N,11,3,1,2,9,6,2,46,2,N,1,9,60.0
3,79,1,N,10,2,1,1,8,2,2,40,2,N,1,6,20.0
4,3,2,N,8,3,4,1,1,9,2,64,2,N,1,8,40.0
5,89,2,N,10,1,3,1,7,6,2,63,2,N,1,4,60.0
6,44,2,N,1,3,4,1,1,6,2,40,2,N,1,3,40.0
7,21,2,N,5,1,6,2,2,2,1,19,2,N,1,3,60.0
8,6,2,N,11,2,5,2,9,6,1,36,2,N,1,9,60.0
9,3,1,N,1,3,N,2,6,9,2,4,2,N,1,N,20.0
10,4,1,N,4,2,N,1,2,2,2,14,2,N,1,N,20.0
11,87,2,N,N,1,N,2,N,9,1,0,2,N,1,N,80.0
12,90,2,N,4,2,3,2,N,2,2,64,2,N,1,0,40.0
13,89,2,N,6,3,5,1,4,1,2,44,2,N,1,4,60.0
14,77,1,N,5,2,1,2,7,9,2,54,2,N,1,5,20.0
15,43,2,N,1,2,6,1,4,6,2,77,2,N,1,3,40.0
16,11,2,N,6,2,6,0,5,2,1,52,2,N,2,0,60.0
17,81,2,N,7,3,1,2,6,2,1,34,2,N,1,3,40.0
18,29,1,N,2,3,N,2,N,9,2,6,2,N,1,N,40.0
19,61,2,N,7,1,6,1,3,9,2,19,2,N,1,1,60.0
20,81,1,N,6,3,1,1,0,2,1,50,2,N,1,6,20.0
21,56,2,N,10,3,1,1,9,8,2,38,2,N,1,8,40.0
22,3,1,N,9,3,6,0,1,2,2,67,2,N,2,1,40.0
23,90,2,N,5,2,1,1,4,9,1,47,2,N,1,7,40.0
24,82,2,N,11,1,2,1,7,1,1,39,2,N,1,7,80.0
25,36,2,N,10,2,1,1,9,8,1,54,2,N,1,6,40.0
26,49,2,N,8,1,1,2,7,2,2,29,2,N,1,4,60.0
27,37,2,N,5,2,4,1,7,6,1,34,2,N,1,8,40.0
28,83,1,N,2,2,N,2,N,2,1,5,2,N,1,N,40.0
29,19,2,N,9,2,6,1,5,8,1,29,2,N,1,8,40.0
30,41,2,N,5,3,6,1,1,9,2,38,2,N,1,5,40.0
31,14,1,N,8,3,6,2,6,6,1,32,2,N,1,6,40.0
32,90,2,N,5,2,6,1,4,8,2,18,2,N,1,2,40.0
33,77,2,N,5,1,4,1,7,2,1,79,2,N,1,2,60.0
34,30,2,N,8,2,1,1,6,2,1,60,2,N,1,5,40.0
35,91,1,N,9,1,3,1,9,6,2,81,2,N,1,2,40.0
36,85,1,N,4,3,6,2,2,8,2,20,2,N,1,6,20.0
37,59,2,N,10,3,1,1,9,2,1,38,2,N,1,7,40.0
38,89,1,N,4,3,2,0,0,1,1,67,2,N,2,4,20.0
39,79,2,N,7,2,6,1,8,2,1,29,2,N,1,1,40.0
40,81,2,N,12,2,4,1,6,6,1,56,2,N,1,8,40.0
