,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,21,2,N,7,1,6,0,2,6,2,21,2,N,3,2,80.0
1,25,2,N,7,3,6,0,0,8,2,25,1,N,3,0,80.0
2,52,2,N,8,2,6,0,3,1,2,52,2,N,2,3,100.0
3,43,2,N,4,1,2,0,0,2,1,43,2,N,2,0,80.0
4,42,2,N,8,3,4,0,N,2,1,42,2,N,3,8,80.0
5,29,2,N,5,2,3,0,1,2,1,86,2,N,2,2,60.0
6,41,1,N,1,3,6,0,2,1,2,41,1,N,3,2,100.0
7,20,2,N,5,1,6,0,2,3,2,20,2,N,3,2,80.0
8,28,2,N,5,2,6,0,4,8,1,28,2,N,2,0,80.0
9,48,2,N,6,2,5,0,3,1,2,48,2,N,2,3,100.0
10,30,2,N,8,1,2,2,5,2,1,30,2,N,1,5,100.0
11,25,2,N,7,1,1,2,0,3,2,47,2,N,1,2,60.0
12,47,2,N,3,1,4,1,2,2,2,47,2,N,1,2,100.0
13,58,2,N,3,1,1,1,4,9,1,58,2,N,1,4,100.0
14,29,2,N,12,1,6,2,8,6,1,29,2,N,1,8,100.0
15,40,2,N,7,1,4,2,4,8,2,40,2,N,1,4,100.0
16,28,2,N,7,1,6,2,5,8,1,31,2,N,1,4,60.0
17,65,2,N,10,1,6,1,9,8,2,65,2,N,1,9,100.0
18,37,2,N,3,1,1,1,8,6,2,37,2,N,1,8,100.0
19,66,2,N,4,1,3,1,5,8,1,66,2,N,1,5,100.0
20,56,2,N,7,1,5,2,7,6,1,56,2,N,1,7,100.0
21,27,2,N,9,1,6,2,7,9,2,27,2,N,1,7,100.0
22,34,2,N,9,1,6,2,9,9,1,34,2,N,1,7,80.0
23,20,2,N,7,1,2,1,3,8,1,20,2,N,1,3,100.0
24,42,2,N,10,1,4,2,7,2,1,42,2,N,1,7,100.0
25,21,2,N,11,1,6,1,2,6,1,30,2,N,1,0,60.0
26,52,2,N,9,1,6,0,0,1,2,60,2,N,2,3,40.0
27,76,2,N,7,1,1,1,2,7,2,50,2,N,1,4,60.0
28,28,2,N,4,1,1,2,4,2,2,53,2,N,1,3,60.0
29,56,2,N,9,1,4,2,8,2,1,56,2,N,1,8,100.0
30,52,2,5,10,1,2,2,9,2,1,52,2,5,1,9,100.0
