PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-01000,8,1,N,0,1,1,6,1,1,2469.791424194,N,N,3,N,N,501.0,N,2,2,2,2,168,160
25-00503,61,1,1,2,1,0,9,1,1,2891.9044492900002,8680,14,11,159615.8452544,9,486.80601870000004,2,2,2,2,1,363,419
25-02800,73,1,1,0,1,0,2,1,1,3591.26393592,7380,10,8,107210.4454,9,501.0,N,2,2,2,2,60,53
25-00703,63,2,4,0,1,0,N,1,1,2175.7449565,770,3,11,85619.1348384,7,501.0,N,2,2,2,2,50,58
25-00703,1,2,N,0,1,3,5,1,1,2171.15283309,N,N,N,N,N,501.0,N,N,N,2,2,76,87
25-00703,63,2,1,0,1,0,2,1,1,2195.912913211,N,N,9,106983.81272,5,501.0,N,2,2,2,2,63,60
25-00503,44,1,1,0,6,0,2,1,1,2904.74115212,5480,6,10,100238.92544,9,501.0,N,2,2,2,2,110,105
25-01300,45,2,2,0,1,N,N,2,0,1470.7486033137,N,N,8,13682.873076799999,2,501.0,N,2,1,2,2,15,1
25-00503,78,2,1,0,1,0,2,1,1,2876.21089036,8191,12,9,27013.6932544,4,294.391608,N,2,2,2,2,53,57
25-00703,20,2,6,0,1,N,N,3,0,2195.6494278,N,N,5,-3.9784628799998245,0,501.0,N,2,2,2,2,15,6
25-00503,68,2,3,0,1,0,N,1,1,2901.901575212,170,0,10,99079.08552000001,8,501.0,N,2,2,2,2,67,60
25-00703,51,2,1,0,1,1,4,1,1,2184.240774481,7670,10,11,90178.399024,8,501.0,N,2,2,2,2,142,136
25-02800,48,2,1,0,1,0,2,1,1,3621.4655586999997,2190,4,9,54007.978039999995,6,500.8861728,N,2,2,1,2,50,49
25-01300,2,2,N,0,1,2,5,1,1,1488.4580650081,N,N,N,N,N,501.0,N,N,N,2,2,63,47
25-00703,9,2,N,0,1,2,4,1,1,2174.532919156,N,N,3,N,N,501.0,N,2,2,2,2,66,71
25-00503,44,2,6,0,1,0,N,1,1,2873.2353511499996,N,N,10,120455.00454400001,9,501.0,N,2,2,2,2,92,95
25-02800,35,1,1,0,1,0,2,1,1,2383.6736458249998,6695,8,9,81653.955744,7,415.59685965,3,2,2,2,2,57,66
25-00703,12,1,N,2,1,2,4,1,1,2177.076189095,N,N,3,N,N,501.0,N,2,2,2,2,113,112
25-02800,69,2,4,0,1,0,N,1,2,2900.14101259,9480,16,7,38448.058432000005,2,240.1836585,N,2,2,2,2,74,80
25-00703,13,1,N,0,1,3,5,1,1,2194.148320262,N,N,3,N,N,N,N,2,2,2,2,55,48
25-00703,74,1,1,0,1,0,6,1,1,2191.899286461,770,3,5,24928.2944848,3,501.0,N,2,2,2,2,148,125
25-01000,50,1,4,0,1,0,3,1,1,2475.346172281,6480,8,6,2115.32256416,2,501.0,N,1,2,2,2,86,99
25-00703,72,1,1,0,1,0,2,1,1,2187.288124766,8191,12,10,51989.059984,9,501.0,N,2,2,2,2,52,42
25-00703,81,2,1,0,1,2,4,1,1,2174.7787245689997,7860,11,8,22241.8606,3,501.0,N,2,2,2,2,75,71
25-00703,42,1,1,0,1,0,4,1,2,2196.516460246,4770,6,5,45387.109064000004,5,346.34723184,N,2,2,2,2,132,145
