,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,14,4,6,0,3,2,5,463,48-02516,1,1,15,5,7,0,159,0.0
1,26,1,4,0,4,1,6,467,48-02102,8,2,56,0,N,5,202,20.0
2,54,1,4,0,2,1,4,501,48-02507,1,1,44,0,N,2,45,20.0
3,48,0,5,N,2,0,5,41,48-02516,2,2,56,N,N,2,70,20.0
4,29,0,6,0,3,1,5,383,48-02515,6,2,34,0,3,0,501,40.0
5,54,3,1,1,3,1,9,501,48-02101,1,1,37,2,4,9,501,40.0
6,34,0,4,0,3,2,0,501,48-02510,6,1,48,0,N,9,501,40.0
7,22,4,1,0,3,1,0,458,48-02516,9,2,40,1,4,8,326,0.0
8,3,0,N,2,4,1,N,385,48-02102,6,2,2,1,3,N,44,20.0
9,36,1,5,0,N,2,1,500,48-02515,1,2,24,0,2,2,311,20.0
10,39,0,4,0,2,2,1,52,48-02515,6,2,63,0,N,9,501,20.0
11,35,0,4,2,4,1,5,501,48-02510,6,2,56,0,4,8,501,40.0
12,67,1,1,0,5,1,0,46,48-02515,9,2,87,0,2,2,111,20.0
13,27,1,4,1,2,1,7,469,48-02515,8,2,55,3,8,5,210,0.0
14,71,0,2,0,2,2,3,394,48-02102,1,1,75,0,N,2,49,20.0
15,70,0,6,N,N,0,1,128,48-02507,1,2,39,N,N,0,0,40.0
16,75,1,4,0,N,2,4,20,48-02101,1,2,41,1,2,4,116,20.0
17,4,1,N,0,5,1,N,500,48-02510,9,2,13,1,2,N,270,20.0
18,46,0,1,0,2,2,7,501,48-02507,8,2,33,3,5,4,319,0.0
19,49,0,1,0,2,2,9,501,48-02515,2,1,27,0,2,7,326,40.0
20,38,0,4,0,N,2,6,397,48-02102,2,2,53,1,3,5,156,0.0
21,39,4,4,1,2,2,0,331,48-02101,1,2,27,2,3,3,91,0.0
22,32,0,1,1,5,2,1,22,48-02102,9,1,36,2,4,4,147,0.0
23,58,0,2,0,2,2,1,400,48-02510,2,1,52,0,N,9,501,20.0
24,3,1,1,2,5,2,N,500,48-02516,8,1,29,0,2,6,501,0.0
25,35,1,N,2,4,1,8,500,48-02101,9,1,13,1,6,N,501,0.0
26,56,0,5,0,2,2,0,500,48-02507,1,2,31,1,5,5,167,0.0
27,39,0,1,1,5,2,7,473,48-02102,9,2,41,2,4,3,147,0.0
28,51,4,4,0,2,1,5,209,48-02102,1,2,27,3,5,7,264,0.0
29,68,1,1,0,3,2,3,500,48-02510,8,1,35,3,5,6,340,0.0
30,3,0,N,1,2,2,9,500,48-02507,9,2,4,3,4,N,89,0.0
31,37,1,4,0,5,1,6,342,48-02516,1,1,49,1,2,7,364,0.0
32,28,1,3,0,5,1,0,329,48-02516,1,2,41,2,3,0,0,20.0
33,38,0,4,4,4,1,8,392,48-02507,6,1,41,0,2,8,501,20.0
34,29,1,3,0,2,1,7,466,48-02510,1,2,67,0,N,3,93,20.0
35,29,0,1,0,2,2,6,303,48-02510,9,1,25,1,3,5,154,0.0
36,61,1,3,0,3,1,4,323,48-02515,1,2,71,2,8,2,501,0.0
37,44,4,4,1,2,1,6,328,48-02507,1,2,49,0,3,0,412,0.0
38,70,1,3,0,3,1,4,469,48-02101,8,1,66,0,N,5,242,20.0
39,44,4,2,0,2,2,3,213,48-02102,1,2,24,0,N,2,70,20.0
40,27,0,6,1,2,1,1,452,48-02102,6,1,33,0,N,6,332,0.0
41,69,1,4,0,N,2,5,4,48-02515,1,1,66,0,N,7,501,40.0
42,36,0,6,0,3,1,5,332,48-02510,8,2,29,0,6,4,501,20.0
43,57,1,1,0,2,1,7,380,48-02101,9,1,64,0,2,9,501,40.0
44,16,0,N,0,3,1,N,139,48-02515,6,2,1,1,3,N,501,40.0
45,6,0,3,0,3,1,4,500,48-02507,6,1,65,0,5,1,214,20.0
46,74,2,3,0,4,1,1,216,48-02507,1,1,39,2,3,4,115,0.0
47,14,1,N,2,6,1,N,52,48-02507,9,2,13,2,3,N,137,40.0
48,45,4,1,3,4,2,3,128,48-02515,8,2,27,2,4,4,335,20.0
49,15,2,1,0,3,2,N,500,48-02507,1,1,49,1,3,9,492,20.0
50,60,0,1,0,3,1,6,47,48-02515,9,1,69,0,2,3,162,20.0
51,71,0,3,0,N,1,6,501,48-02510,2,2,61,0,N,9,501,60.0
52,27,0,5,3,5,0,1,126,48-02101,1,2,40,N,N,6,N,0.0
53,55,2,1,0,2,1,5,501,48-02102,1,1,27,0,5,2,501,40.0
54,58,1,6,0,N,2,4,223,48-02515,8,1,31,0,N,4,182,60.0
55,60,0,6,N,2,0,3,501,48-02101,2,2,60,N,N,3,106,60.0
