,DENSITY,DPHY,DREM,PINCP_DECILE,HISP,HOUSING_TYPE,DVET,EDU,MSP,PUMA,NPF,DEAR,RAC1P,SEX,INDP_CAT,DEYE,OWN_RENT,AGEP,NOC
DENSITY,6.161737786669619e-14,0.010030584132521853,0.004853791141557651,-0.03088181682617514,-0.13830828139263024,-0.061494220426147266,0.03640169920207112,-0.11043378091049015,-0.04995336831017304,0.30503450564459966,0.08353377814514161,-0.05269696097790451,0.002655512153571432,-0.027415780431532796,-0.08148737642679323,0.010383754452936267,0.009121954499506285,0.013347343090465503,0.09229605079845832
DPHY,0.010030584132521853,2.042810365310288e-14,-0.023622460495800413,0.012418383083195095,0.0045935833356434246,-0.025639594163913315,0.0001579119690063302,0.050994003417207945,0.05350449056153184,0.013475889462147825,-0.007977079667946085,-0.04877620317142078,0.04040429943423597,0.015143181751810092,0.007714302484981395,0.04285838253427307,-0.0012541623004641844,0.05179969798129386,0.285387063139322
DREM,0.004853791141557651,-0.023622460495800413,2.1094237467877974e-15,0.01504350059007753,0.011450635016907308,-0.012005496935793362,0.017183003626027708,0.05684490753065652,0.05125251617324822,0.0011667980525926595,0.010114534299826838,-0.027878253989596414,0.04208528612364864,-0.012125765569225733,0.004675428269820259,-0.012079108291557936,-0.014471384837295508,0.04269235237780472,0.30098533666848215
PINCP_DECILE,-0.03088181682617514,0.012418383083195095,0.01504350059007753,0.0,0.05811590618194315,0.026148197361311215,-0.05109920163276081,-0.0736677215098912,0.06786457911652977,0.010227735029810843,0.05182355424040666,0.022932787335577715,0.10062848891895736,0.08839991336336585,0.021187100739980258,-0.008956536451890595,-0.036950995493464214,0.0051602057098978915,0.22623080982508786
HISP,-0.13830828139263024,0.0045935833356434246,0.011450635016907308,0.05811590618194315,6.572520305780927e-14,-0.00034630880781108195,0.03209220553526816,0.08540959472827546,-0.021288693354009274,-0.04978070654675706,-0.06504590470735595,-0.088942713406252,0.03990748848156206,-0.009128166187884179,-0.014316251256295088,-4.335399865071387e-05,-0.09150508071510594,0.06395770668030934,-0.040982928576271116
HOUSING_TYPE,-0.061494220426147266,-0.025639594163913315,-0.012005496935793362,0.026148197361311215,-0.00034630880781108195,2.1538326677728037e-14,0.026473913762993795,-0.02246448002567161,-0.0714601143545584,-0.007559788965828401,-0.0320003154597463,0.010785263994427917,0.0425478774501285,0.038103231607503694,0.035363232079751075,0.011103563520346646,-0.05968903816515858,0.005990451288744036,-0.0374774692138829
DVET,0.03640169920207112,0.0001579119690063302,0.017183003626027708,-0.05109920163276081,0.03209220553526816,0.026473913762993795,0.0,-0.01429620062241587,0.03931827493723349,-0.030734082289628845,0.00665544792247361,0.09092896459805935,0.032829819263484446,0.09952070396022072,0.0015646943574413267,-0.03129705074262724,0.004268350677403562,-0.058269497568778236,0.026422476577082264
EDU,-0.11043378091049015,0.050994003417207945,0.05684490753065652,-0.0736677215098912,0.08540959472827546,-0.02246448002567161,-0.01429620062241587,0.0,0.0292809395639565,0.02757602553318128,0.06592205879124602,0.006600235324498402,0.09187222742245335,-0.024889228361552176,-0.02578713254183379,-0.00018644238727380524,0.006721595470045784,-0.02124190638902934,0.29306799493742874
MSP,-0.04995336831017304,0.05350449056153184,0.05125251617324822,0.06786457911652977,-0.021288693354009274,-0.0714601143545584,0.03931827493723349,0.0292809395639565,9.381384558082573e-14,0.006490798590327335,0.06989729873166056,0.016000838087080617,0.013349293765390619,0.014487948418889014,0.032709542212538856,0.04692309335901018,-0.0009136164351315236,0.01550785263923836,0.31078726573825977
PUMA,0.30503450564459966,0.013475889462147825,0.0011667980525926595,0.010227735029810843,-0.04978070654675706,-0.007559788965828401,-0.030734082289628845,0.02757602553318128,0.006490798590327335,1.0880185641326534e-14,-0.03911006608718831,0.002441576004154805,-0.011295344582000134,-0.009867568930902888,-0.023979199063645547,-0.0061726616187442185,0.00946665053592314,0.020199086773108423,-0.03809949246307261
