,INDP,count_target,count_deidentified
3,1070,1,1.0
26,1080,4,2.0
29,1090,2,2.0
38,1170,5,3.0
5,1180,6,4.0
39,1190,2,0.0
18,1270,2,2.0
9,1280,10,3.0
23,1290,1,1.0
27,1370,2,2.0
28,1390,1,1.0
47,1480,1,1.0
46,1670,1,0.0
13,1691,4,1.0
22,1790,3,0.0
34,1990,4,5.0
7,2090,2,1.0
35,2190,3,6.0
24,2270,1,0.0
48,2280,1,1.0
20,2290,1,4.0
12,2370,5,5.0
45,2380,1,1.0
19,2390,1,0.0
37,2490,2,0.0
21,2570,1,0.0
15,2590,3,0.0
10,2670,4,3.0
1,2770,2,1.0
4,2870,2,0.0
6,2880,2,3.0
16,2980,3,1.0
42,3070,1,1.0
41,3080,1,1.0
33,3095,1,2.0
36,3180,2,2.0
0,3291,5,8.0
17,3370,2,2.0
32,3380,4,3.0
40,3390,4,21.0
30,3470,2,0.0
44,3490,2,4.0
2,3570,36,6.0
14,3580,2,7.0
43,3875,1,1.0
25,3895,3,2.0
8,3960,6,3.0
31,3980,5,3.0
11,3990,10,2.0
