,INDP,count_target,count_deidentified
3,1070,2,0.0
44,1090,1,0.0
5,1180,4,0.0
36,1190,5,0.0
18,1270,7,0.0
9,1280,5,0.0
39,1370,3,0.0
13,1691,6,0.0
45,1870,4,0.0
37,1890,1,0.0
22,1990,7,0.0
7,2090,2,0.0
29,2190,12,0.0
23,2280,3,0.0
20,2290,8,0.0
12,2370,5,0.0
42,2380,3,0.0
19,2390,1,0.0
41,2490,1,0.0
21,2570,1,0.0
15,2590,1,0.0
10,2670,6,0.0
1,2770,2,0.0
4,2870,5,0.0
6,2880,5,0.0
16,2980,4,0.0
34,3095,2,0.0
31,3170,2,0.0
40,3180,1,0.0
0,3291,8,0.0
26,3365,39,0.0
17,3370,13,0.0
32,3380,14,0.0
24,3390,83,0.0
30,3490,7,0.0
2,3570,17,0.0
14,3580,21,0.0
25,3590,6,0.0
35,3680,1,0.0
27,3690,2,0.0
43,3875,4,0.0
38,3895,2,0.0
8,3960,22,0.0
33,3970,8,0.0
28,3980,5,0.0
11,3990,10,0.0
