,INDP,count_target,count_deidentified
6,4670,14,0.0
0,4690,8,0.0
2,4770,11,0.0
16,4780,3,0.0
17,4795,22,0.0
10,4870,15,0.0
8,4880,3,0.0
20,4890,2,0.0
7,4971,33,0.0
30,4972,1,0.0
26,4980,7,0.0
29,4990,4,0.0
5,5070,14,0.0
25,5080,7,0.0
31,5090,2,0.0
4,5170,33,0.0
27,5180,2,0.0
24,5190,5,0.0
18,5275,26,0.0
19,5280,1,0.0
23,5295,1,0.0
14,5370,4,0.0
12,5381,7,0.0
3,5391,35,0.0
28,5470,3,0.0
21,5480,3,0.0
13,5490,3,0.0
1,5570,7,0.0
15,5580,8,0.0
22,5593,24,0.0
32,5670,2,0.0
9,5690,1,0.0
11,5790,9,0.0
