,feature,divergence
11,INDP_CAT,12.226232787137471
1,AGEP,8.163581335018456
15,POVPIP,7.039092957807016
6,NOC,6.534813765192771
5,RAC1P,6.093684060318274
12,EDU,5.594795556947691
7,NPF,5.36463963556825
16,DVET,4.06050350128145
13,PINCP,3.761272617917743
14,PINCP_DECILE,3.7221309616270197
3,MSP,3.5737371343445288
4,HISP,2.6952993851448714
10,DENSITY,2.6271094755867828
18,DPHY,1.8505697888719146
8,HOUSING_TYPE,1.7056723107974698
9,OWN_RENT,1.3515512962298093
17,DREM,1.3318419068404592
0,PUMA,1.3307391196042844
20,DEAR,0.9155668358714044
19,DEYE,0.6675636319502419
2,SEX,0.08482716547205527
