,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,71,1,4,0,2,2,2,233,48-02102,2,2,39,2,5,3,393,0.0
1,64,1,4,N,7,2,6,420,48-02516,1,2,36,2,4,8,271,0.0
2,44,2,6,0,4,2,0,501,48-02515,1,2,23,1,2,4,188,0.0
3,65,0,6,3,7,2,0,31,48-02102,8,1,21,0,N,5,249,0.0
4,24,2,1,0,2,2,9,57,48-02507,1,1,49,1,3,9,492,20.0
5,49,1,6,0,6,1,9,53,48-02101,3,1,35,2,3,5,241,0.0
6,92,2,3,0,5,1,0,291,48-02507,1,1,39,2,3,4,115,0.0
7,92,4,1,0,5,1,4,66,48-02101,8,1,54,0,3,9,501,20.0
8,78,1,2,0,6,1,N,66,48-02516,1,1,45,0,N,8,501,20.0
9,92,1,6,0,2,1,2,5,48-02516,8,1,21,0,5,4,287,20.0
10,32,0,6,0,5,1,0,6,48-02102,3,2,18,1,4,0,455,20.0
11,78,0,4,0,2,0,3,499,48-02101,1,2,46,N,N,0,N,0.0
12,28,0,3,0,N,1,1,301,48-02102,9,2,72,0,N,5,213,40.0
13,92,2,4,0,N,2,7,207,48-02507,1,2,92,3,6,8,449,20.0
14,92,1,5,5,N,1,1,137,48-02101,1,1,53,0,2,1,211,20.0
15,50,4,6,0,N,2,9,N,48-02507,1,1,39,0,N,6,301,40.0
16,92,0,4,0,6,1,3,18,48-02102,3,2,69,0,N,3,109,40.0
17,77,1,3,0,2,1,0,52,48-02515,1,2,71,2,8,2,501,0.0
18,77,1,3,0,N,2,N,287,48-02515,1,2,75,0,N,3,122,40.0
19,64,2,6,3,6,2,N,222,48-02515,1,1,28,0,N,4,190,0.0
20,92,1,3,2,5,1,0,59,48-02510,1,2,67,0,N,3,93,0.0
21,28,1,6,3,5,2,0,498,48-02516,6,1,24,0,2,4,366,0.0
22,72,1,6,1,3,2,7,500,48-02507,8,1,15,2,3,0,131,20.0
23,71,1,4,0,N,0,9,420,48-02102,1,1,52,N,N,0,N,20.0
24,90,0,4,1,3,1,5,390,48-02516,6,1,31,0,4,1,381,0.0
25,92,1,6,2,2,2,0,N,48-02507,9,1,19,0,2,3,276,20.0
26,77,0,1,1,7,2,4,N,48-02102,2,2,46,1,5,5,338,20.0
27,67,0,6,1,3,2,9,64,48-02102,2,2,19,1,5,3,338,20.0
28,75,1,1,0,2,1,9,308,48-02515,9,1,88,0,2,3,111,40.0
29,80,0,1,0,2,1,0,458,48-02515,3,2,43,0,4,1,330,20.0
30,73,0,2,1,4,1,3,212,48-02102,6,2,35,0,6,0,0,0.0
31,77,0,6,1,6,1,0,57,48-02515,3,1,21,0,4,0,330,20.0
32,92,0,2,0,6,1,2,57,48-02507,6,2,53,0,2,7,303,20.0
33,91,1,4,1,2,1,0,498,48-02515,8,2,55,3,8,5,210,0.0
34,70,0,6,5,4,2,8,6,48-02101,6,1,33,0,2,6,501,0.0
35,92,0,3,1,N,0,2,18,48-02516,1,1,81,N,N,0,N,20.0
36,77,1,6,0,5,2,2,N,48-02101,9,1,15,1,2,1,56,0.0
37,59,0,6,1,2,2,9,58,48-02516,3,1,43,0,4,5,148,0.0
38,74,1,6,1,4,1,2,57,48-02101,3,2,33,2,3,6,229,0.0
39,92,1,3,0,5,2,0,56,48-02101,1,2,45,0,N,4,144,20.0
40,76,1,2,0,2,1,7,60,48-02515,1,2,59,0,N,8,501,20.0
41,77,4,4,0,3,1,0,215,48-02102,1,2,27,3,5,7,264,0.0
42,66,0,6,3,3,2,0,63,48-02516,9,2,48,0,2,6,366,0.0
43,34,0,1,0,3,2,0,363,48-02507,6,1,67,0,2,3,116,20.0
44,77,1,6,2,6,2,0,N,48-02101,3,1,16,2,4,2,501,20.0
45,77,4,4,3,2,2,4,485,48-02101,1,2,27,2,3,3,91,0.0
46,51,0,6,3,5,0,9,150,48-02507,1,1,21,N,N,2,26,0.0
47,25,0,1,0,2,2,0,30,48-02102,9,2,41,2,4,3,147,0.0
48,57,0,5,2,8,1,0,188,48-02515,2,2,36,0,6,5,257,0.0
49,67,1,1,0,2,2,0,195,48-02101,9,1,42,3,5,5,317,0.0
50,92,0,2,3,5,2,7,500,48-02101,2,2,63,0,N,4,176,0.0
51,78,0,4,0,N,2,6,500,48-02516,2,2,65,0,N,6,295,60.0
52,75,0,4,0,2,0,8,56,48-02507,1,1,59,N,N,3,85,0.0
53,53,1,2,0,6,2,0,224,48-02507,1,1,68,0,N,4,198,20.0
54,71,0,5,0,6,1,0,56,48-02101,2,1,60,0,2,4,397,20.0
55,56,4,6,0,N,2,9,57,48-02507,1,2,23,1,2,2,57,20.0
56,74,0,6,1,2,2,6,52,48-02516,3,2,37,1,2,5,171,40.0
57,76,0,5,7,N,2,0,264,48-02507,1,2,31,1,5,5,167,0.0
58,92,0,6,0,2,2,6,N,48-02516,2,2,15,2,4,0,442,0.0
59,42,0,6,3,4,1,5,52,48-02515,3,2,24,0,4,2,330,20.0
60,92,1,2,2,5,2,0,59,48-02516,1,2,29,0,4,3,501,0.0
61,75,1,4,2,5,2,0,64,48-02515,1,1,66,0,N,7,501,0.0
62,92,0,3,0,2,1,1,59,48-02510,2,2,61,0,N,9,501,20.0
63,92,0,3,0,N,2,0,202,48-02507,1,1,79,0,N,2,35,40.0
64,50,0,1,3,6,1,1,56,48-02516,3,2,42,0,4,0,304,0.0
65,43,4,1,0,2,1,3,206,48-02510,8,2,44,2,4,9,501,0.0
66,22,0,1,N,6,2,0,212,48-02507,3,2,47,2,4,2,317,0.0
67,55,0,6,0,5,0,8,58,48-02102,9,2,20,N,N,2,N,0.0
68,44,1,N,3,5,1,1,414,48-02101,9,1,13,1,6,N,501,0.0
69,28,0,1,0,4,1,4,497,48-02510,3,1,55,0,2,9,501,20.0
70,92,1,4,0,N,2,3,228,48-02507,1,1,33,0,N,7,382,40.0
71,92,1,2,3,N,2,9,271,48-02515,1,1,40,0,N,5,235,20.0
72,44,0,4,2,4,1,8,500,48-02507,6,1,41,0,2,8,501,20.0
