,Target samples,Deid. samples
0,4247,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,2512,370
14,0,0
15,0,0
16,0,0
17,89,18
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,1872,698
28,1436,563
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,349,227
40,0,0
41,0,0
42,0,0
43,0,0
44,2018,1588
45,0,0
46,0,0
47,269,234
48,0,0
49,0,0
50,8,8
51,778,810
52,0,0
53,0,0
54,0,0
55,0,0
56,12896,17170
57,0,0
58,0,0
59,0,0
60,30,45
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,250,536
69,38,85
70,0,0
71,0,0
72,25,64
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,66,232
79,0,0
80,0,0
81,0,0
82,76,340
83,0,0
84,0,0
85,130,760
86,0,0
87,14,93
88,0,0
89,94,742
90,14,124
91,20,201
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,20,702
98,0,0
99,2,1643
