,Target samples,Deid. samples
0,144,0
1,1483,19
2,0,0
3,392,14
4,0,0
5,0,0
6,1378,81
7,0,0
8,0,0
9,0,0
10,3109,340
11,285,34
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,24,5
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,44,18
29,0,0
30,46,20
31,1574,696
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,204,183
48,0,0
49,0,0
50,5,5
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,28,42
61,0,0
62,0,0
63,188,322
64,0,0
65,0,0
66,0,0
67,3,6
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,35,122
79,0,0
80,241,991
81,30,130
82,0,0
83,4,19
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,1,12
93,0,0
94,7,103
95,0,0
96,2,44
97,0,0
98,42,2104
99,7,3966
