,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,85,0,3,N,N,0,5,227,29-01901,2,2,78,N,N,0,N,40.0
1,84,4,1,0,2,1,2,298,36-03710,2,2,50,0,2,4,298,60.0
2,22,2,1,4,5,2,2,0,36-03710,2,1,65,0,4,3,256,0.0
3,79,4,1,0,N,2,3,179,06-07502,1,2,34,0,2,7,501,20.0
4,40,4,1,0,4,2,9,501,36-04010,8,1,49,1,6,6,367,0.0
5,19,4,6,N,N,0,0,N,36-03710,2,1,18,N,N,0,N,80.0
6,25,0,6,0,3,1,0,501,36-04010,6,2,15,0,7,0,501,60.0
7,63,0,4,N,N,0,4,N,40-00200,3,1,45,N,N,3,N,60.0
8,60,0,4,0,N,1,4,172,19-01700,2,2,64,0,N,8,501,40.0
9,13,0,N,1,3,1,N,501,36-04010,6,1,0,1,3,N,501,80.0
10,7,1,N,4,4,2,N,124,30-00600,1,1,14,2,3,N,136,20.0
11,65,4,4,0,N,2,6,367,24-01004,1,2,50,0,N,6,416,60.0
12,13,2,N,N,N,0,0,N,36-03710,2,1,6,N,N,N,N,60.0
13,67,0,4,N,N,0,0,N,38-00100,1,1,54,N,N,2,67,40.0
14,20,1,6,2,4,1,0,174,24-01004,1,2,24,2,4,2,99,40.0
15,17,2,N,1,3,2,N,298,36-04010,2,2,5,1,2,N,37,40.0
16,69,0,3,N,N,0,2,N,29-01901,1,2,94,N,N,3,N,60.0
17,8,1,N,2,4,2,N,176,38-00100,1,2,10,3,6,N,123,20.0
18,12,0,N,N,N,0,0,N,36-03710,1,1,11,N,N,N,N,60.0
19,19,4,6,N,N,0,1,N,24-01004,1,1,18,N,N,1,N,80.0
20,13,1,N,2,4,2,N,187,24-01004,1,2,12,2,4,N,466,60.0
21,75,0,3,N,N,2,6,446,51-01301,1,2,72,0,N,8,501,20.0
22,15,1,6,0,3,2,0,188,38-00100,8,2,24,3,6,5,222,0.0
23,17,0,6,N,N,0,1,N,36-04010,6,2,25,N,N,1,N,80.0
24,63,0,4,N,N,0,5,N,06-08507,1,1,68,N,N,6,N,60.0
25,17,1,N,2,3,2,0,0,36-03710,8,2,6,1,6,N,375,0.0
26,35,4,6,0,4,2,5,187,17-03529,2,2,31,0,N,1,7,20.0
27,74,0,4,0,N,1,7,501,36-03710,1,2,45,0,2,9,501,40.0
28,27,1,6,0,3,2,0,0,38-00100,8,1,19,0,N,1,60,20.0
29,17,2,6,2,4,2,0,177,36-04010,2,1,30,2,3,3,111,20.0
30,35,4,1,0,3,2,6,501,06-08507,8,2,38,1,3,6,501,60.0
31,24,1,6,2,5,2,0,109,24-01004,1,2,30,0,N,5,349,0.0
32,27,0,6,0,2,1,8,501,36-03710,1,2,59,0,N,0,0,20.0
33,42,0,1,0,5,1,6,501,06-08507,8,2,48,2,4,8,501,20.0
34,88,0,3,N,N,0,3,N,17-03529,2,2,74,N,N,1,N,60.0
35,44,0,2,N,N,0,3,N,36-03710,1,1,36,N,N,0,N,60.0
36,11,0,N,4,5,1,N,63,40-00200,2,1,9,0,4,N,72,20.0
37,63,0,1,0,2,1,3,136,40-00200,2,1,57,0,2,0,86,40.0
38,66,0,4,N,N,0,3,N,28-01100,2,1,74,N,N,0,0,40.0
