SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
1,1,2,1,9,0,01-01301,66,0.0,2.0,501.0
2,1,2,1,3,0,01-01301,63,0.0,2.0,501.0
2,5,2,2,6,0,01-01301,41,2.0,3.0,155.0
2,1,2,1,2,0,01-01301,24,2.0,3.0,36.0
2,4,2,1,0,0,01-01301,61,0.0,2.0,54.0
2,6,2,1,2,0,01-01301,33,0.0,2.0,54.0
2,6,2,1,1,0,01-01301,65,0.0,2.0,105.0
1,6,2,1,3,0,01-01301,19,0.0,2.0,105.0
1,1,2,1,4,0,01-01301,63,0.0,2.0,204.0
2,1,2,1,4,0,08-00803,59,0.0,2.0,204.0
2,3,1,1,4,0,01-01301,86,0.0,3.0,209.0
2,1,1,1,4,0,01-01301,68,0.0,3.0,209.0
2,6,1,1,2,0,17-03531,43,0.0,3.0,209.0
1,2,2,1,4,0,01-01301,81,0.0,3.0,139.0
1,1,2,1,8,0,01-01301,57,0.0,3.0,501.0
2,1,2,1,7,0,01-01301,60,0.0,3.0,501.0
1,6,8,1,7,0,01-01301,35,0.0,3.0,501.0
1,2,2,1,6,0,01-01301,71,0.0,3.0,432.0
2,1,2,1,4,0,01-01301,71,0.0,3.0,432.0
1,5,2,1,5,0,01-01301,49,0.0,3.0,432.0
2,5,2,2,1,0,01-01301,36,4.0,5.0,3.0
1,1,2,1,6,0,01-01301,36,2.0,4.0,356.0
2,6,2,1,8,0,01-01301,33,2.0,4.0,356.0
1,1,2,1,8,1,01-01301,74,0.0,2.0,495.0
2,1,2,1,4,0,01-01301,68,0.0,2.0,495.0
1,4,2,2,4,0,01-01301,52,0.0,2.0,154.0
1,6,2,2,2,0,01-01301,51,0.0,2.0,154.0
1,1,2,1,6,0,01-01301,72,0.0,2.0,501.0
2,1,2,1,7,0,26-02702,72,0.0,2.0,501.0
1,6,8,1,3,4,01-01301,28,0.0,3.0,73.0
2,6,8,1,0,4,01-01301,18,0.0,3.0,73.0
2,6,3,2,2,1,01-01301,30,2.0,3.0,45.0
1,1,2,1,7,0,51-51255,76,0.0,4.0,244.0
2,1,2,1,2,0,01-01301,74,0.0,4.0,244.0
2,6,2,1,1,0,01-01301,25,0.0,4.0,244.0
1,1,2,1,7,0,01-01301,71,0.0,4.0,239.0
2,1,2,1,2,2,01-01301,72,0.0,4.0,239.0
2,4,2,1,2,0,01-01301,40,0.0,4.0,239.0
2,4,2,2,5,0,01-01301,45,0.0,2.0,186.0
1,6,2,2,1,0,01-01301,19,0.0,2.0,186.0
2,6,2,2,5,0,01-01301,30,2.0,3.0,145.0
1,6,3,1,0,0,01-01301,57,0.0,2.0,81.0
1,6,2,1,3,0,01-01301,59,0.0,2.0,81.0
2,3,1,2,3,0,01-01301,87,0.0,2.0,202.0
1,4,1,1,4,0,01-01301,62,0.0,2.0,202.0
2,2,9,1,3,0,01-01301,62,0.0,2.0,332.0
1,6,1,1,7,0,01-01301,29,0.0,2.0,332.0
2,1,1,2,8,0,28-01100,48,0.0,2.0,409.0
1,1,2,2,3,0,51-51255,60,0.0,2.0,409.0
2,3,2,1,4,0,17-03531,74,0.0,2.0,412.0
2,2,2,1,7,0,01-01301,45,0.0,2.0,412.0
1,1,2,2,9,0,01-01301,56,2.0,5.0,500.0
2,1,1,1,2,0,01-01301,42,2.0,5.0,500.0
1,6,2,2,1,0,01-01301,17,2.0,5.0,500.0
1,6,2,2,0,0,01-01301,15,2.0,5.0,500.0
2,6,2,2,1,0,01-01301,17,2.0,5.0,500.0
2,1,2,2,2,0,01-01301,42,0.0,3.0,248.0
1,1,2,2,5,0,01-01301,44,0.0,3.0,248.0
2,6,2,2,3,0,01-01301,20,0.0,3.0,248.0
2,3,2,1,3,0,01-01301,62,0.0,3.0,160.0
2,1,2,1,2,0,32-00405,44,0.0,3.0,160.0
2,6,2,1,3,0,01-01301,62,0.0,3.0,160.0
2,1,2,2,1,0,01-01301,29,2.0,4.0,19.0
1,1,2,2,1,0,01-01301,37,2.0,4.0,19.0
1,1,2,1,9,0,01-01301,70,0.0,2.0,501.0
2,1,2,1,3,0,01-01301,64,0.0,2.0,501.0
2,6,2,1,6,0,01-01301,68,0.0,3.0,254.0
1,5,2,1,4,0,01-01301,50,0.0,3.0,254.0
2,1,2,0,8,0,01-01301,55,0.0,3.0,314.0
1,1,2,1,2,0,01-01301,63,0.0,3.0,314.0
1,6,2,1,0,0,01-01301,25,0.0,3.0,314.0
2,6,2,2,6,0,01-01301,41,1.0,3.0,158.0
2,6,2,2,1,0,01-01301,19,1.0,3.0,158.0
1,6,2,2,0,0,01-01301,17,1.0,3.0,158.0
1,1,2,2,5,0,40-00200,49,0.0,2.0,219.0
2,1,2,2,2,0,01-01301,49,0.0,2.0,219.0
1,1,2,1,4,0,01-01301,70,0.0,3.0,297.0
2,1,2,1,3,0,01-01301,68,0.0,3.0,297.0
1,4,2,1,5,0,01-01301,70,0.0,3.0,297.0
2,1,2,1,2,2,01-01301,68,0.0,3.0,81.0
2,6,2,2,4,0,36-03710,38,2.0,3.0,96.0
1,1,2,1,0,0,01-01301,62,0.0,2.0,92.0
2,1,2,2,4,0,01-01301,63,0.0,2.0,92.0
2,4,2,1,5,0,01-01301,61,0.0,5.0,174.0
2,4,2,1,5,0,01-01301,41,0.0,5.0,174.0
1,6,2,1,1,0,01-01301,18,0.0,5.0,174.0
1,6,2,2,8,0,01-01301,36,4.0,5.0,238.0
1,6,2,2,0,0,01-01301,17,4.0,5.0,238.0
1,1,2,2,5,0,01-01301,63,0.0,2.0,228.0
2,1,2,1,3,0,01-01301,62,0.0,2.0,228.0
2,1,2,1,3,0,01-01301,80,0.0,2.0,271.0
