,INDP,count_target,count_deidentified
10,4670,18,0.0
22,4680,3,0.0
31,4690,3,6.0
19,4770,10,0.0
17,4780,1,10.0
15,4795,6,21.0
2,4870,7,0.0
20,4880,4,0.0
4,4890,3,11.0
0,4971,18,6.0
16,4972,4,6.0
18,4980,1,0.0
8,5070,11,11.0
13,5080,5,22.0
7,5090,3,15.0
14,5170,2,15.0
28,5180,2,11.0
11,5190,2,11.0
5,5275,4,15.0
1,5280,1,11.0
26,5370,1,11.0
9,5381,10,37.0
12,5391,18,27.0
24,5470,1,0.0
21,5480,2,10.0
3,5490,5,22.0
6,5580,9,17.0
23,5593,5,11.0
27,5670,1,10.0
29,5680,2,5.0
30,5690,2,32.0
25,5790,3,0.0
