,INDP,count_target,count_deidentified
16,1090,6,0.0
18,1170,4,0.0
27,1180,2,1.0
22,1190,2,0.0
19,1270,5,1.0
17,1280,7,0.0
11,1370,3,0.0
24,1480,1,1.0
20,1670,1,0.0
26,1691,1,0.0
29,1790,1,0.0
31,1870,3,0.0
34,1880,2,0.0
8,1990,5,1.0
43,2170,1,0.0
9,2190,5,2.0
25,2280,5,0.0
15,2370,3,1.0
30,2480,3,0.0
14,2490,3,1.0
39,2570,1,1.0
33,2670,1,0.0
37,2770,1,1.0
5,2880,3,0.0
32,2890,2,1.0
38,2970,1,0.0
21,2980,3,0.0
36,3080,1,1.0
6,3095,2,0.0
10,3180,4,0.0
2,3291,8,1.0
41,3365,1,1.0
13,3370,2,0.0
4,3380,9,1.0
42,3390,1,1.0
0,3470,2,0.0
28,3490,8,1.0
1,3570,29,0.0
35,3580,8,0.0
40,3590,1,1.0
7,3895,3,0.0
12,3960,2,0.0
3,3980,6,0.0
23,3990,3,0.0
