PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
48-02510,62,2,1,0,1,0,2,1,1,3119.41512774,7860,11,9,22725.5392518,4,394.73183789999996,N,2,2,2,2,50,64
48-02515,60,1,6,0,1,0,N,1,2,2156.310616778,5391,6,7,15083.970726300002,4,257.90598239999997,N,2,2,2,1,355,596
48-02515,53,2,6,1,1,0,N,1,2,407.27127492159997,7690,10,7,16562.819889,3,44.90529132,N,2,2,2,2,133,123
48-02507,54,1,1,0,1,0,2,1,1,2185.434419398,N,N,10,154520.154768,9,501.0,N,2,2,2,2,80,90
48-02101,42,1,6,0,1,0,N,1,1,357.5047010757815,N,N,4,10383.839718,2,501.0,N,2,2,2,2,45,31
48-02515,47,2,1,1,1,0,2,1,1,2147.3749000099997,7860,11,10,53546.062184999995,7,501.0,N,2,2,2,2,73,41
48-02510,33,1,1,0,1,0,2,1,1,3121.174984608,7860,11,10,59764.835382000005,7,501.0,N,2,2,2,2,86,81
48-02516,43,1,1,0,1,1,4,1,1,1329.4247087099998,8191,12,12,162104.923869,9,275.236374,N,2,2,2,2,126,151
48-02102,5,1,N,0,1,3,6,1,1,433.52223029619995,N,N,2,N,N,172.09888575,N,2,2,2,2,70,62
48-02510,47,2,2,0,2,2,4,1,1,1326.049558019,8680,14,8,27698.15601,2,192.5122059,5,2,2,2,2,141,130
48-02510,1,1,N,4,1,1,11,1,2,3139.07536449,N,N,N,N,N,209.3805753,N,N,N,2,2,88,96
48-02102,1,2,N,0,1,3,5,1,1,450.3263904635,N,N,N,N,N,109.16798016,N,N,N,2,2,116,62
48-02515,45,2,3,0,2,0,N,1,2,2146.8757610949997,8180,12,8,46364.2385178,6,305.40736554,N,2,2,2,2,108,71
48-02510,55,1,1,0,1,0,2,1,1,3124.9476583699998,9590,16,9,157524.917529,9,418.57725854999995,N,2,2,2,2,79,200
48-02102,13,1,N,0,1,3,5,1,1,428.2051610167,N,N,3,N,N,501.0,N,2,2,2,2,85,69
48-02102,50,1,1,1,1,2,4,1,1,419.0367804019,6070,7,9,698593.899528,9,470.557737,N,2,2,2,2,47,45
48-02102,54,1,1,0,1,1,3,1,1,414.34576188399996,N,N,5,101071.09655999999,9,501.0,N,2,2,2,2,37,54
48-02101,30,1,1,0,1,1,2,1,1,366.67101464146,9090,15,10,77079.227841,8,500.97814137,N,2,2,2,2,318,252
48-02515,92,1,6,0,1,0,2,1,1,2157.2136213199997,N,N,9,-3.3101623800002926,8,501.0,N,2,1,2,2,96,98
48-02515,68,2,4,0,1,0,2,1,2,2146.74503022,770,3,7,23013.3971949,4,369.41705939999997,N,2,2,2,2,60,40
48-02101,69,1,1,0,1,0,2,1,1,387.69244217889997,5070,6,9,415637.14208099997,8,501.0,N,2,2,2,2,69,66
48-02102,63,1,4,0,1,0,N,1,1,455.8454499094,9470,16,5,20127.8814891,4,114.48426651,N,2,2,2,2,103,105
48-02101,22,2,6,0,1,1,4,1,1,405.21849823795,8470,13,8,22133.7021969,4,165.0189792,N,2,2,2,2,28,16
48-02101,7,2,N,0,1,2,4,1,1,410.02529033189995,N,N,3,N,N,501.0,N,2,2,2,2,59,48
48-02515,67,2,6,1,1,0,2,1,1,2166.28246429,8680,14,4,20465.280141599997,6,372.2170983,N,2,2,2,2,123,209
