,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,0.0,-0.041303517270880996,-0.030098401839517893,0.125285169351104,,0.020793844183035502,-0.027765711491212264,-0.1372541109726679,0.24701859155191006,-0.038423846034269654
AGEP,-0.041303517270880996,-7.771561172376096e-16,-0.034053374055118685,0.23783745277277485,,0.11803148191865467,-0.26466803757571533,-0.13943886638419828,-0.01757318385066714,0.07110110265713143
SEX,-0.030098401839517893,-0.034053374055118685,0.0,-0.04036051001795628,,-0.04586125705225684,-0.06019353525264372,-0.03374511366870991,-0.14279615627390857,-0.12194491098085208
MSP,0.125285169351104,0.23783745277277485,-0.04036051001795628,0.0,,0.014009071489081357,-0.18750181073414673,-0.4130160694752225,0.505435110192528,0.4151518155279486
HISP,,,,,,,,,,
RAC1P,0.020793844183035502,0.11803148191865467,-0.04586125705225684,0.014009071489081357,,-3.1086244689504383e-15,-0.07813247395829274,-0.13187121227699405,-0.28616099722734867,0.11118807024122873
NOC,-0.027765711491212264,-0.26466803757571533,-0.06019353525264372,-0.18750181073414673,,-0.07813247395829274,1.7763568394002505e-15,0.14682742422823125,-0.26289610307333056,-0.2423335221279691
NPF,-0.1372541109726679,-0.13943886638419828,-0.03374511366870991,-0.4130160694752225,,-0.13187121227699405,0.14682742422823125,5.10702591327572e-15,-0.5017868225553479,-0.2465953046546528
OWN_RENT,0.24701859155191006,-0.01757318385066714,-0.14279615627390857,0.505435110192528,,-0.28616099722734867,-0.26289610307333056,-0.5017868225553479,6.328271240363392e-15,0.14102323814039933
PINCP_DECILE,-0.038423846034269654,0.07110110265713143,-0.12194491098085208,0.4151518155279486,,0.11118807024122873,-0.2423335221279691,-0.2465953046546528,0.14102323814039933,-1.2212453270876722e-15
