,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,59,2,N,3,1,1,1,8,2,1,40,2,N,1,5,60.0
1,52,2,N,12,1,1,1,2,8,2,48,2,N,1,3,60.0
2,0,2,N,10,1,1,1,0,2,2,40,2,N,1,6,60.0
3,60,2,N,11,3,1,1,8,9,1,39,2,N,1,8,60.0
4,66,2,N,1,1,3,1,4,1,1,90,2,N,1,2,60.0
5,0,2,N,10,1,6,2,0,6,2,28,2,N,1,9,60.0
6,49,2,N,5,1,6,1,7,8,2,18,2,N,1,2,60.0
7,88,2,N,10,1,1,1,0,8,2,38,2,N,1,8,60.0
8,48,2,N,7,1,5,1,0,1,1,79,2,N,1,7,60.0
9,67,2,N,12,1,4,1,4,6,1,56,2,N,1,8,60.0
10,39,2,N,9,1,4,1,4,9,2,35,2,N,1,0,60.0
11,69,2,N,4,1,5,2,9,3,1,76,2,N,1,4,60.0
12,43,2,3,8,1,6,1,0,8,1,24,2,N,1,4,40.0
13,25,2,N,6,1,1,1,0,2,1,50,2,N,1,6,60.0
14,40,2,N,1,1,1,1,8,8,1,40,2,N,1,7,80.0
15,28,2,N,8,1,6,1,7,9,2,31,2,N,1,7,80.0
16,75,2,N,5,1,1,2,5,2,2,36,2,N,1,0,60.0
17,0,2,N,4,1,4,2,0,2,2,70,2,N,1,4,60.0
18,51,2,N,10,1,1,1,8,2,1,38,2,N,1,7,60.0
19,72,2,N,1,1,4,1,0,6,2,40,2,N,1,3,60.0
20,69,2,N,1,1,3,1,4,6,2,84,2,N,1,2,60.0
21,37,2,N,5,1,4,1,7,2,1,79,2,N,1,2,60.0
22,41,2,N,11,1,3,0,7,1,2,94,1,N,2,3,20.0
23,20,2,N,5,1,6,1,4,9,2,38,2,N,1,5,60.0
24,21,2,N,7,1,6,2,0,9,2,20,2,N,1,2,60.0
25,39,2,N,8,1,4,1,8,2,2,54,2,N,1,6,60.0
26,17,2,1,7,1,1,2,6,2,1,34,2,N,1,3,40.0
27,54,2,N,4,1,3,1,8,1,1,87,2,N,1,3,60.0
28,34,2,N,10,1,1,1,6,8,1,54,2,N,1,6,80.0
29,22,2,N,11,1,5,1,5,6,2,52,2,N,1,3,60.0
30,56,2,N,11,1,1,2,9,6,1,51,2,N,1,9,80.0
31,6,2,6,7,1,6,1,0,8,2,21,2,N,1,1,40.0
32,9,2,N,3,1,6,1,5,2,2,15,2,N,1,0,60.0
33,0,2,N,7,1,6,2,0,8,1,27,2,N,1,6,60.0
34,65,2,N,12,1,2,1,6,1,1,69,2,N,1,9,60.0
35,40,2,N,5,1,6,2,0,9,2,40,2,N,1,4,80.0
36,67,2,N,9,1,4,0,5,1,1,84,2,N,2,0,40.0
37,27,2,N,10,1,4,1,2,9,2,44,2,N,1,9,60.0
