,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,94,2,0,2,2,2,N,7,0,1,5391,6,3,0,N,1,41509.37515432879,6,144,30-00600,11,1,2,11,70,2,0,2,2,2,N,1,4770,0,N,23500.0,4,193,134,133,56.25
1,19,2,0,2,2,2,N,8,0,1,5470,6,6,0,N,2,-5684.848603219611,0,N,38-00100,2,3,2,2,50,2,0,1,1,2,N,1,5090,2,8,800.0,0,202,33,41,37.5
2,41,2,13,2,2,2,N,5,0,1,N,N,6,0,N,2,15569.179828869896,3,130,36-04010,0,1,2,0,80,2,13,2,1,2,N,1,N,0,N,0.0,0,0,123,122,56.25
3,35,2,7,2,2,2,N,12,0,1,7860,11,1,2,4,2,291535.2009695986,9,501,06-08507,101,1,2,101,38,2,7,2,2,2,N,1,7870,2,4,115000.0,8,501,54,67,62.5
4,87,2,0,2,2,2,N,3,0,1,N,N,4,0,2,1,55222.73959292996,7,335,38-00100,111,1,1,111,58,2,0,2,2,2,N,1,N,0,N,0.0,0,0,42,42,56.25
5,51,2,13,2,1,2,N,9,0,1,N,N,1,1,3,1,74356.49148832323,8,501,36-04010,173,9,2,173,77,2,13,2,2,2,N,1,N,0,2,17800.0,3,296,44,52,43.75
6,71,2,8,2,2,2,N,8,4,1,N,N,1,0,10,2,72945.58087377645,7,501,24-01004,67,1,2,67,60,2,8,2,2,2,N,1,N,0,3,0.0,0,242,108,147,56.25
7,75,2,8,2,2,2,N,9,0,1,8080,12,4,0,N,1,168753.0206322745,9,501,24-01004,32,1,2,32,56,2,8,2,2,2,N,1,8191,0,N,32000.0,4,242,107,121,56.25
8,59,2,7,1,1,2,N,4,0,1,N,N,4,0,N,2,778.0075367560675,0,0,19-01700,99,1,2,99,46,2,7,2,2,1,N,1,N,0,N,8500.0,2,64,110,110,43.75
9,39,2,10,2,2,2,N,4,0,1,5170,6,6,2,3,1,44880.9146646123,6,324,17-03531,108,2,2,108,18,2,10,2,2,2,N,1,4971,0,4,9000.0,2,373,114,81,43.75
10,28,2,8,2,2,2,N,7,0,1,7860,11,6,2,4,1,133019.2325156527,9,501,24-01004,51,1,1,51,21,2,8,2,2,1,N,1,7890,1,3,3800.0,1,501,83,59,43.75
11,67,2,11,2,2,2,N,9,0,1,7270,10,1,0,2,1,62520.497536419454,7,501,17-03529,68,2,1,68,65,2,11,2,2,2,N,1,7380,0,2,0.0,0,153,96,117,56.25
12,7,2,11,2,2,2,N,1,0,1,N,N,N,0,5,1,N,N,149,17-03529,105,1,2,105,4,2,11,2,N,N,N,1,N,2,4,N,N,438,401,441,50.0
