,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,0.0,0.0240914295908469,0.0022787485274994527,0.06489646440684246,-0.08897889361798864,0.08564492363136265,-0.015520459310585419,-0.061051415703838735,0.0147187535107245,0.0050072490619811946,-0.007913194330865013
AGEP,0.0240914295908469,0.0,-0.04401283717350345,-0.06258398686234841,0.10284272094696142,0.06399392452654183,0.1184918537611522,0.260023256906552,0.10014820862865048,-0.3882416579982098,0.10200581225916276
SEX,0.0022787485274994536,-0.044012837173503454,-1.1102230246251565e-16,-0.0013755868485990836,-0.0036048819013898394,0.004730659351077211,-0.023436413483348722,-0.010546096045400067,-0.03313091888604513,0.06420955038985471,-0.0028088326455825473
MSP,0.06489646440684246,-0.06258398686234841,-0.0013755868485990836,0.0,-0.004501356013261486,0.004612193853978375,0.4099520713865759,0.4310895931841834,-0.03299508717702282,-0.13863953111950425,0.034110705386811435
HISP,-0.08897889361798864,0.10284272094696142,-0.0036048819013898394,-0.004501356013261486,0.0,-0.07112723691251246,-0.07635555647072645,-0.0722693532825207,0.014061927447367298,-0.000537854862090334,-0.0003708536594293349
RAC1P,0.08564492363136265,0.06399392452654185,0.004730659351077211,0.004612193853978375,-0.07112723691251246,0.0,-0.031896660945675094,-0.08508655734032579,-0.1454211111341113,0.1334052479618778,0.008502478774207
NOC,-0.015520459310585419,0.1184918537611522,-0.02343641348334872,0.4099520713865759,-0.07635555647072645,-0.03189666094567509,0.0,-0.6587332236167287,-0.1998894506419337,0.1851890473379235,-0.06640516728453756
NPF,-0.061051415703838735,0.260023256906552,-0.010546096045400067,0.4310895931841834,-0.07226935328252068,-0.0850865573403258,-0.6587332236167286,2.220446049250313e-16,-0.013828755535788162,0.21410572234867745,-0.011595678161716277
OWN_RENT,0.0147187535107245,0.10014820862865047,-0.03313091888604513,-0.03299508717702282,0.014061927447367312,-0.1454211111341113,-0.1998894506419337,-0.013828755535788162,1.1102230246251565e-16,0.0008562290005731492,0.01680832599361974
PINCP_DECILE,0.005007249061981195,-0.3882416579982098,0.06420955038985471,-0.13863953111950425,-0.0005378548620903201,0.1334052479618778,0.18518904733792346,0.21410572234867745,0.0008562290005731492,0.0,-0.014543660689776205
DEYE,-0.007913194330865013,0.10200581225916276,-0.0028088326455825473,0.03411070538681144,-0.0003708536594293349,0.008502478774207,-0.06640516728453756,-0.011595678161716277,0.01680832599361974,-0.014543660689776203,0.0
