,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,-1.1102230246251565e-16,-0.01627465629392703,-0.0475414582925024,-0.027587600941469254,-0.0012768215066078295,-0.006082146432186547,-0.05154008940960647,-0.044288566845841315,0.0014508500357695298,0.013158174321889426
SEX,-0.016274656293927034,0.0,0.002073199943555503,-0.004330216524879183,0.0038510848164473033,-0.03636898342333585,0.0029698526721417505,-0.028069929434417787,0.019212230325986096,0.010556492472589836
MSP,-0.0475414582925024,0.002073199943555503,-1.1102230246251565e-16,-0.02172709900802783,-0.008627355886464988,-0.011488988456136454,-0.043228797384180284,-0.057278536705920105,-0.006853125704751063,0.014691344876290872
RAC1P,-0.02758760094146924,-0.004330216524879183,-0.021727099008027828,0.0,0.0014598862929165526,-0.0016353147409551294,-0.024453944512737302,-0.028234592589091723,-0.028330931433205146,0.022877681389230943
HOUSING_TYPE,-0.0012768215066078226,0.0038510848164473033,-0.00862735588646496,0.0014598862929165526,-1.1102230246251565e-16,-0.005014212602767576,-0.023884417546899246,-0.01829450673127607,-0.016564584146539253,-0.03881886905085595
OWN_RENT,-0.006082146432186561,-0.03636898342333586,-0.011488988456136447,-0.0016353147409551294,-0.0050142126027676315,0.0,-0.004002069658118744,-0.008643981828299688,0.020485517308582613,0.038540612998883075
EDU,-0.051540089409606527,0.0029698526721417505,-0.043228797384180256,-0.024453944512737302,-0.023884417546899246,-0.004002069658118744,0.0,-0.0118447176317108,-0.0018966713994921641,0.0175302762543237
PINCP_DECILE,-0.04428856684584126,-0.028069929434417787,-0.05727853670592009,-0.028234592589091695,-0.018294506731276056,-0.008643981828299684,-0.0118447176317108,0.0,0.0047186614288321355,0.015695730669989093
DVET,0.0014508500357695298,0.01921223032598611,-0.006853125704751063,-0.028330931433205142,-0.016564584146539253,0.020485517308582613,-0.0018966713994921641,0.004718661428832149,0.0,-0.017971650137222205
DEYE,0.013158174321889413,0.010556492472589836,0.014691344876290882,0.022877681389230943,-0.03881886905085595,0.038540612998883075,0.0175302762543237,0.015695730669989097,-0.017971650137222205,2.220446049250313e-16
