,feature,divergence
23,WGTP,8.763207709516433
22,PWGTP,7.609472764078029
1,AGEP,6.1711743206737655
14,PINCP,4.71549377977682
11,INDP,3.498760480734288
16,POVPIP,2.9296079345004324
13,EDU,2.7454881050041022
15,PINCP_DECILE,2.43103640428224
12,INDP_CAT,1.7072339676861277
7,NPF,0.538766533749396
3,MSP,0.2147741427082539
2,SEX,0.19547476332653424
6,NOC,0.1656708310700706
10,DENSITY,0.1624202950578662
9,OWN_RENT,0.11309374564702607
5,RAC1P,0.07625201938610662
4,HISP,0.045541754328881176
19,DPHY,0.03562978254287048
0,PUMA,0.0329416051186705
20,DEYE,0.020366910709215653
18,DREM,0.01980752167087571
8,HOUSING_TYPE,0.019784523079008354
17,DVET,0.014803149606299214
21,DEAR,0.00875635466507177
