,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,-7.66053886991358e-15,-0.07559945953943048,-0.08165354590935056,-0.035225937611999894,-0.022624713159208616,-0.03187571210835308,0.10664899710561773,0.060330801393336075,0.026276456522626945,-0.020491048068475404
AGEP,-0.07559945953943048,5.551115123125783e-16,0.08044802785759687,-0.13961953129224744,0.008214243469915922,0.12120990618124901,-0.015402636612480203,-0.050985207832951684,0.03214296829804163,0.05461592003455906
SEX,-0.08165354590935056,0.08044802785759687,-5.218048215738236e-15,0.19998192933972742,0.028859683453103944,0.01712502046402684,-0.11962418354602755,-0.18468896269928547,0.11618727704686481,-0.03437050231135272
MSP,-0.035225937611999894,-0.13961953129224744,0.19998192933972742,0.0,0.018290642450121342,-0.005942912147047411,0.039675970229078095,0.01222500936333032,0.0802804113085826,-0.20089382558341906
HISP,-0.022624713159208616,0.008214243469915922,0.028859683453103944,0.018290642450121342,-3.774758283725532e-15,-0.07873833662120608,-0.0673475104425626,-0.057668189595732555,0.028010152183650154,-0.041308677895956075
RAC1P,-0.03187571210835308,0.12120990618124901,0.01712502046402684,-0.005942912147047411,-0.07873833662120608,6.328271240363392e-15,-0.09416647967036797,-0.0986717777958183,0.019439557104368357,0.02493775031119457
NOC,0.10664899710561773,-0.015402636612480203,-0.11962418354602755,0.039675970229078095,-0.0673475104425626,-0.09416647967036797,0.0,-0.02943444776551485,-0.09360139758700557,-0.04542565286443895
NPF,0.060330801393336075,-0.050985207832951684,-0.18468896269928547,0.01222500936333032,-0.057668189595732555,-0.0986717777958183,-0.02943444776551485,2.7755575615628914e-15,-0.12425806682210659,0.06420672702571843
OWN_RENT,0.026276456522626945,0.03214296829804163,0.11618727704686481,0.0802804113085826,0.028010152183650154,0.019439557104368357,-0.09360139758700557,-0.12425806682210659,8.548717289613705e-15,-0.05231452021297478
PINCP_DECILE,-0.020491048068475404,0.05461592003455906,-0.03437050231135272,-0.20089382558341906,-0.041308677895956075,0.02493775031119457,-0.04542565286443895,0.06420672702571843,-0.05231452021297478,-1.2212453270876722e-15
