,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
0,1.0,1,1.0,1.0,0,8,0.0,48-02101,N
1,1.0,1,1.0,1.0,0,8,0.0,48-02101,N
2,1.0,1,1.0,1.0,0,8,0.0,48-02101,N
3,1.0,1,1.0,1.0,0,8,0.0,48-02101,N
4,1.0,1,1.0,1.0,0,8,0.0,48-02101,12
5,1.0,1,1.0,1.0,0,8,0.0,48-02102,12
6,1.0,1,1.0,1.0,0,8,0.0,48-02507,N
7,1.0,1,1.0,1.0,0,8,0.0,48-02507,N
8,1.0,1,1.0,1.0,0,8,0.0,48-02510,11
9,1.0,1,1.0,1.0,0,8,0.0,48-02515,N
10,1.0,1,1.0,1.0,0,8,0.0,48-02515,N
11,1.0,1,1.0,1.0,0,8,0.0,48-02515,12
12,1.0,1,1.0,1.0,0,8,0.0,48-02516,N
13,1.0,1,1.0,1.0,0,8,0.0,48-02516,N
14,1.0,1,1.0,1.0,0,8,0.0,48-02516,N
15,1.0,1,1.0,1.0,0,8,1.0,48-02507,N
16,1.0,1,1.0,1.0,0,8,1.0,48-02510,N
17,1.0,1,1.0,1.0,0,8,1.0,48-02515,N
18,1.0,1,1.0,1.0,0,9,0.0,48-02101,3
19,1.0,1,1.0,1.0,0,9,0.0,48-02101,N
20,1.0,1,1.0,1.0,0,9,0.0,48-02101,N
21,1.0,1,1.0,1.0,0,9,0.0,48-02101,N
22,1.0,1,1.0,1.0,0,9,0.0,48-02101,N
23,1.0,1,1.0,1.0,0,9,0.0,48-02101,N
24,1.0,1,1.0,1.0,0,9,0.0,48-02101,N
25,1.0,1,1.0,1.0,0,9,0.0,48-02101,N
26,1.0,1,1.0,1.0,0,9,0.0,48-02101,N
27,1.0,1,1.0,1.0,0,9,0.0,48-02101,N
28,1.0,1,1.0,1.0,0,9,0.0,48-02101,11
29,1.0,1,1.0,1.0,0,9,0.0,48-02101,11
30,1.0,1,1.0,1.0,0,9,0.0,48-02101,12
31,1.0,1,1.0,1.0,0,9,0.0,48-02102,3
32,1.0,1,1.0,1.0,0,9,0.0,48-02102,3
33,1.0,1,1.0,1.0,0,9,0.0,48-02102,N
34,1.0,1,1.0,1.0,0,9,0.0,48-02102,N
