,feature,divergence
9,DENSITY,12.896157648520772
21,PWGTP,3.8711713439310182
22,WGTP,2.0891089108910887
13,PINCP,1.7429680584951805
0,AGEP,0.8331096935459162
10,INDP,0.23683868359830001
14,PINCP_DECILE,0.13153425663117474
12,EDU,0.11064994572378731
15,POVPIP,0.08448681934983224
11,INDP_CAT,0.05386172583936654
6,NPF,0.04329259915454421
2,MSP,0.03666350662231741
5,NOC,0.02606903779338065
8,OWN_RENT,0.01680225041806996
4,RAC1P,0.013222911855325741
3,HISP,0.0062086988542985454
1,SEX,0.005109246802328382
16,DVET,0.004977939998705826
18,DPHY,0.003987506273538284
7,HOUSING_TYPE,0.0032339164329318396
19,DEYE,0.0016605313051765679
17,DREM,0.0016394638714563176
20,DEAR,0.0016201655026727296
